trial_n,gen1,gen2,choice,order,condition,task,ITI,ISI,block
1,6,7,1,0,0,9,371,939,1
2,4,5,0,0,0,9,494,288,1
3,3,4,1,0,0,9,262,831,1
4,7,8,0,1,0,9,383,678,1
5,7,8,1,1,0,9,741,353,1
6,2,3,0,1,0,9,789,979,1
7,0,1,1,1,0,9,530,665,1
8,1,2,1,1,0,9,347,747,1
9,0,1,0,1,0,9,530,819,1
10,3,4,0,1,0,9,726,622,1
11,6,7,0,0,0,9,860,710,1
12,1,2,0,0,0,9,534,581,1
13,5,6,0,0,0,9,644,253,1
14,2,3,1,1,0,9,381,583,1
15,5,6,1,0,0,9,320,292,1
16,4,5,1,0,0,9,857,625,1
1,6,7,1,0,1,9,556,424,1
2,4,5,0,0,1,9,296,255,1
3,3,4,1,0,1,9,729,434,1
4,7,8,0,1,1,9,570,583,1
5,7,8,1,1,1,9,365,471,1
6,2,3,0,1,1,9,379,380,1
7,0,1,1,1,1,9,665,937,1
8,1,2,1,1,1,9,361,281,1
9,0,1,0,1,1,9,804,743,1
10,3,4,0,1,1,9,258,256,1
11,6,7,0,0,1,9,415,324,1
12,1,2,0,0,1,9,269,984,1
13,5,6,0,0,1,9,397,519,1
14,2,3,1,1,1,9,466,751,1
15,5,6,1,0,1,9,390,935,1
16,4,5,1,0,1,9,338,408,1
1,6,7,1,0,2,9,661,907,1
2,4,5,0,0,2,9,355,306,1
3,3,4,1,0,2,9,412,867,1
4,7,8,0,1,2,9,621,308,1
5,7,8,1,1,2,9,807,829,1
6,2,3,0,1,2,9,606,950,1
7,0,1,1,1,2,9,734,549,1
8,1,2,1,1,2,9,394,950,1
9,0,1,0,1,2,9,578,305,1
10,3,4,0,1,2,9,420,621,1
11,6,7,0,0,2,9,290,561,1
12,1,2,0,0,2,9,295,789,1
13,5,6,0,0,2,9,381,443,1
14,2,3,1,1,2,9,289,815,1
15,5,6,1,0,2,9,694,562,1
16,4,5,1,0,2,9,692,371,1
1,6,7,1,0,3,9,962,252,1
2,4,5,0,0,3,9,919,370,1
3,3,4,1,0,3,9,405,500,1
4,7,8,0,1,3,9,282,459,1
5,7,8,1,1,3,9,415,931,1
6,2,3,0,1,3,9,801,776,1
7,0,1,1,1,3,9,381,390,1
8,1,2,1,1,3,9,830,342,1
9,0,1,0,1,3,9,656,553,1
10,3,4,0,1,3,9,916,354,1
11,6,7,0,0,3,9,534,310,1
12,1,2,0,0,3,9,272,754,1
13,5,6,0,0,3,9,604,605,1
14,2,3,1,1,3,9,633,624,1
15,5,6,1,0,3,9,557,437,1
16,4,5,1,0,3,9,667,782,1
1,6,7,1,0,4,9,646,479,1
2,4,5,0,0,4,9,470,606,1
3,3,4,1,0,4,9,344,533,1
4,7,8,0,1,4,9,665,503,1
5,7,8,1,1,4,9,616,872,1
6,2,3,0,1,4,9,327,428,1
7,0,1,1,1,4,9,715,436,1
8,1,2,1,1,4,9,754,493,1
9,0,1,0,1,4,9,519,689,1
10,3,4,0,1,4,9,262,299,1
11,6,7,0,0,4,9,255,458,1
12,1,2,0,0,4,9,903,513,1
13,5,6,0,0,4,9,397,424,1
14,2,3,1,1,4,9,265,510,1
15,5,6,1,0,4,9,551,663,1
16,4,5,1,0,4,9,659,627,1
1,6,7,1,0,5,9,981,815,1
2,4,5,0,0,5,9,320,805,1
3,3,4,1,0,5,9,257,692,1
4,7,8,0,1,5,9,942,887,1
5,7,8,1,1,5,9,519,506,1
6,2,3,0,1,5,9,378,642,1
7,0,1,1,1,5,9,674,349,1
8,1,2,1,1,5,9,644,531,1
9,0,1,0,1,5,9,821,292,1
10,3,4,0,1,5,9,493,521,1
11,6,7,0,0,5,9,318,917,1
12,1,2,0,0,5,9,619,710,1
13,5,6,0,0,5,9,902,384,1
14,2,3,1,1,5,9,771,841,1
15,5,6,1,0,5,9,297,676,1
16,4,5,1,0,5,9,807,429,1
1,6,7,1,0,0,9,491,687,2
2,4,5,0,0,0,9,871,357,2
3,3,4,1,0,0,9,389,477,2
4,7,8,0,1,0,9,588,303,2
5,7,8,1,1,0,9,926,379,2
6,2,3,0,1,0,9,575,570,2
7,0,1,1,1,0,9,426,731,2
8,1,2,1,1,0,9,704,471,2
9,0,1,0,1,0,9,952,313,2
10,3,4,0,1,0,9,319,579,2
11,6,7,0,0,0,9,524,275,2
12,1,2,0,0,0,9,791,349,2
13,5,6,0,0,0,9,408,772,2
14,2,3,1,1,0,9,310,831,2
15,5,6,1,0,0,9,502,333,2
16,4,5,1,0,0,9,440,494,2
1,6,7,1,0,1,9,550,340,2
2,4,5,0,0,1,9,310,414,2
3,3,4,1,0,1,9,375,501,2
4,7,8,0,1,1,9,342,361,2
5,7,8,1,1,1,9,377,285,2
6,2,3,0,1,1,9,698,415,2
7,0,1,1,1,1,9,479,274,2
8,1,2,1,1,1,9,492,790,2
9,0,1,0,1,1,9,690,840,2
10,3,4,0,1,1,9,454,685,2
11,6,7,0,0,1,9,443,403,2
12,1,2,0,0,1,9,621,680,2
13,5,6,0,0,1,9,520,933,2
14,2,3,1,1,1,9,757,421,2
15,5,6,1,0,1,9,734,789,2
16,4,5,1,0,1,9,512,593,2
1,6,7,1,0,2,9,395,355,2
2,4,5,0,0,2,9,807,742,2
3,3,4,1,0,2,9,949,562,2
4,7,8,0,1,2,9,310,395,2
5,7,8,1,1,2,9,518,517,2
6,2,3,0,1,2,9,838,409,2
7,0,1,1,1,2,9,358,367,2
8,1,2,1,1,2,9,502,338,2
9,0,1,0,1,2,9,651,647,2
10,3,4,0,1,2,9,352,810,2
11,6,7,0,0,2,9,301,762,2
12,1,2,0,0,2,9,355,326,2
13,5,6,0,0,2,9,446,452,2
14,2,3,1,1,2,9,617,323,2
