trial_n,rho,choice,condition,task,ITI,ISI,block,first
1,165,0,0,2,939,813,1,0
2,141,0,0,2,335,483,1,0
3,139,1,0,2,939,483,1,0
4,64,1,0,2,376,483,1,0
5,28,0,0,2,833,445,1,0
6,87,0,0,2,293,813,1,0
1,173,1,1,2,253,439,1,0
2,77,0,1,2,837,692,1,0
3,46,1,1,2,466,742,1,0
4,136,0,1,2,466,472,1,0
5,65,1,1,2,823,692,1,0
6,107,1,1,2,753,496,1,0
1,80,1,0,2,340,275,2,0
2,75,1,0,2,454,302,2,0
3,53,0,0,2,907,649,2,0
4,43,0,0,2,907,862,2,0
5,30,1,0,2,298,486,2,0
6,155,0,0,2,454,862,2,0
1,149,0,1,2,778,274,2,0
2,76,0,1,2,349,814,2,0
3,74,1,1,2,423,384,2,0
4,97,0,1,2,349,814,2,0
5,122,0,1,2,778,332,2,0
6,54,1,1,2,908,671,2,0
