trial_n,rho,choice,condition,task,ITI,ISI,block,first
1,30,1,0,2,392,852,1,2
2,105,1,0,2,272,372,1,0
3,145,0,0,2,557,727,1,0
4,131,1,0,2,344,446,1,0
5,170,1,0,2,434,936,1,0
6,127,0,0,2,279,305,1,0
7,132,0,0,2,431,385,1,0
8,61,1,0,2,279,620,1,0
9,81,0,0,2,810,414,1,0
10,71,1,0,2,447,269,1,0
11,139,0,0,2,431,695,1,0
12,122,0,0,2,272,794,1,0
13,118,1,0,2,810,432,1,0
14,38,0,0,2,328,852,1,0
15,138,1,0,2,325,695,1,0
16,54,0,0,2,344,352,1,0
17,156,1,0,2,662,329,1,0
18,129,0,0,2,272,666,1,0
19,158,1,0,2,942,357,1,0
20,168,0,0,2,392,282,1,0
1,71,0,1,2,324,487,1,0
2,79,0,1,2,637,401,1,0
3,154,1,1,2,629,653,1,2
4,36,0,1,2,778,583,1,0
5,165,1,1,2,327,703,1,0
6,81,0,1,2,491,583,1,0
7,167,1,1,2,324,487,1,0
8,160,0,1,2,973,400,1,0
9,164,1,1,2,342,502,1,0
10,77,1,1,2,778,693,1,0
11,153,0,1,2,869,280,1,0
12,155,1,1,2,462,583,1,0
13,166,0,1,2,433,385,1,0
14,61,1,1,2,327,812,1,0
15,82,0,1,2,362,396,1,0
16,167,0,1,2,476,502,1,0
17,79,1,1,2,298,752,1,0
18,42,1,1,2,563,752,1,0
19,172,0,1,2,324,752,1,0
20,87,1,1,2,482,396,1,0
1,48,1,2,2,412,652,1,2
2,134,0,2,2,844,291,1,0
3,107,1,2,2,844,594,1,0
4,105,0,2,2,409,266,1,0
5,125,1,2,2,952,621,1,0
6,136,0,2,2,412,288,1,0
7,156,0,2,2,650,491,1,0
8,101,1,2,2,650,922,1,0
9,78,0,2,2,914,288,1,0
10,82,1,2,2,346,512,1,0
11,36,1,2,2,483,621,1,0
12,105,0,2,2,590,275,1,0
13,72,1,2,2,274,512,1,0
14,70,1,2,2,482,659,1,0
15,62,0,2,2,397,594,1,0
16,154,1,2,2,844,871,1,0
17,39,0,2,2,419,291,1,0
18,131,1,2,2,578,454,1,0
19,66,0,2,2,590,527,1,0
20,32,0,2,2,502,422,1,0
1,75,1,3,2,370,760,1,2
2,105,1,3,2,370,465,1,0
3,91,0,3,2,629,987,1,0
4,111,0,3,2,303,646,1,0
5,45,1,3,2,268,252,1,0
6,92,0,3,2,401,880,1,0
7,88,1,3,2,268,646,1,0
8,155,0,3,2,883,434,1,0
9,29,1,3,2,629,293,1,0
10,113,0,3,2,320,987,1,0
11,83,0,3,2,946,760,1,0
12,56,1,3,2,320,383,1,0
13,59,0,3,2,946,271,1,0
14,67,1,3,2,632,335,1,0
15,163,1,3,2,589,264,1,0
16,149,0,3,2,632,612,1,0
17,124,0,3,2,589,760,1,0
18,108,1,3,2,406,819,1,0
19,41,1,3,2,632,370,1,0
20,85,0,3,2,324,819,1,0
1,73,1,4,2,284,483,1,2
2,174,0,4,2,468,398,1,0
3,102,1,4,2,347,320,1,0
4,81,0,4,2,648,848,1,0
5,86,0,4,2,422,398,1,0
6,159,1,4,2,560,373,1,0
7,113,1,4,2,459,483,1,0
8,66,0,4,2,468,407,1,0
9,169,1,4,2,663,755,1,0
10,56,0,4,2,311,621,1,0
11,112,1,4,2,808,352,1,0
12,59,0,4,2,648,320,1,0
13,51,1,4,2,462,755,1,0
14,167,0,4,2,888,621,1,0
15,73,0,4,2,791,992,1,0
16,117,1,4,2,468,879,1,0
17,125,1,4,2,329,313,1,0
18,51,0,4,2,433,618,1,0
19,108,0,4,2,522,313,1,0
20,126,1,4,2,556,373,1,0
1,99,1,5,2,260,539,1,2
2,61,0,5,2,385,563,1,0
3,111,0,5,2,385,388,1,0
4,169,1,5,2,954,458,1,0
5,58,0,5,2,456,883,1,0
6,89,1,5,2,912,274,1,0
7,139,0,5,2,861,991,1,0
8,35,1,5,2,672,945,1,0
9,80,1,5,2,489,514,1,0
10,57,0,5,2,308,296,1,0
11,104,1,5,2,485,745,1,0
12,155,0,5,2,857,715,1,0
13,25,1,5,2,260,325,1,0
14,154,0,5,2,912,514,1,0
15,79,1,5,2,404,883,1,0
16,44,1,5,2,262,289,1,0
17,81,0,5,2,861,765,1,0
