trial_n,gen1,gen2,choice,order,condition,task,ITI,ISI,block
1,6,7,1,0,0,9,697,271,1
2,4,5,0,0,0,9,368,474,1
3,3,4,1,0,0,9,772,512,1
4,7,8,0,1,0,9,270,436,1
5,7,8,1,1,0,9,525,296,1
6,2,3,0,1,0,9,342,908,1
7,0,1,1,1,0,9,385,715,1
8,1,2,1,1,0,9,436,371,1
9,0,1,0,1,0,9,774,268,1
10,3,4,0,1,0,9,872,447,1
11,6,7,0,0,0,9,304,673,1
12,1,2,0,0,0,9,414,492,1
13,5,6,0,0,0,9,605,986,1
14,2,3,1,1,0,9,257,347,1
15,5,6,1,0,0,9,462,624,1
16,4,5,1,0,0,9,704,670,1
1,6,7,1,0,1,9,564,372,1
2,4,5,0,0,1,9,962,476,1
3,3,4,1,0,1,9,498,651,1
4,7,8,0,1,1,9,309,554,1
5,7,8,1,1,1,9,543,506,1
6,2,3,0,1,1,9,497,457,1
7,0,1,1,1,1,9,268,735,1
8,1,2,1,1,1,9,604,771,1
9,0,1,0,1,1,9,864,795,1
10,3,4,0,1,1,9,354,450,1
11,6,7,0,0,1,9,491,770,1
12,1,2,0,0,1,9,297,890,1
13,5,6,0,0,1,9,251,474,1
14,2,3,1,1,1,9,285,700,1
15,5,6,1,0,1,9,372,411,1
16,4,5,1,0,1,9,407,449,1
1,6,7,1,0,2,9,481,616,1
2,4,5,0,0,2,9,422,669,1
3,3,4,1,0,2,9,718,876,1
4,7,8,0,1,2,9,284,538,1
5,7,8,1,1,2,9,677,748,1
6,2,3,0,1,2,9,593,334,1
7,0,1,1,1,2,9,976,839,1
8,1,2,1,1,2,9,317,449,1
9,0,1,0,1,2,9,997,653,1
10,3,4,0,1,2,9,998,762,1
11,6,7,0,0,2,9,258,509,1
12,1,2,0,0,2,9,285,432,1
13,5,6,0,0,2,9,284,577,1
14,2,3,1,1,2,9,426,953,1
15,5,6,1,0,2,9,485,400,1
16,4,5,1,0,2,9,513,371,1
1,6,7,1,0,3,9,254,719,1
2,4,5,0,0,3,9,915,867,1
3,3,4,1,0,3,9,563,385,1
4,7,8,0,1,3,9,504,457,1
5,7,8,1,1,3,9,381,505,1
6,2,3,0,1,3,9,277,250,1
7,0,1,1,1,3,9,326,860,1
8,1,2,1,1,3,9,332,654,1
9,0,1,0,1,3,9,482,426,1
10,3,4,0,1,3,9,345,397,1
11,6,7,0,0,3,9,529,927,1
12,1,2,0,0,3,9,300,794,1
13,5,6,0,0,3,9,890,321,1
14,2,3,1,1,3,9,377,453,1
15,5,6,1,0,3,9,939,478,1
16,4,5,1,0,3,9,280,708,1
1,6,7,1,0,4,9,497,749,1
2,4,5,0,0,4,9,483,849,1
3,3,4,1,0,4,9,858,879,1
4,7,8,0,1,4,9,786,638,1
5,7,8,1,1,4,9,337,795,1
6,2,3,0,1,4,9,463,353,1
7,0,1,1,1,4,9,297,408,1
8,1,2,1,1,4,9,850,710,1
9,0,1,0,1,4,9,308,398,1
10,3,4,0,1,4,9,328,361,1
11,6,7,0,0,4,9,659,300,1
12,1,2,0,0,4,9,344,623,1
13,5,6,0,0,4,9,867,915,1
14,2,3,1,1,4,9,821,647,1
15,5,6,1,0,4,9,360,410,1
16,4,5,1,0,4,9,523,306,1
1,6,7,1,0,5,9,389,370,1
2,4,5,0,0,5,9,598,603,1
3,3,4,1,0,5,9,376,397,1
4,7,8,0,1,5,9,432,427,1
5,7,8,1,1,5,9,871,531,1
6,2,3,0,1,5,9,387,519,1
7,0,1,1,1,5,9,652,263,1
8,1,2,1,1,5,9,446,713,1
9,0,1,0,1,5,9,294,437,1
10,3,4,0,1,5,9,540,412,1
11,6,7,0,0,5,9,810,752,1
12,1,2,0,0,5,9,900,524,1
13,5,6,0,0,5,9,258,362,1
14,2,3,1,1,5,9,555,541,1
15,5,6,1,0,5,9,386,271,1
16,4,5,1,0,5,9,276,860,1
1,6,7,1,0,0,9,680,286,2
2,4,5,0,0,0,9,583,506,2
3,3,4,1,0,0,9,297,260,2
4,7,8,0,1,0,9,399,899,2
5,7,8,1,1,0,9,985,350,2
6,2,3,0,1,0,9,341,580,2
7,0,1,1,1,0,9,469,312,2
8,1,2,1,1,0,9,362,268,2
9,0,1,0,1,0,9,451,875,2
10,3,4,0,1,0,9,301,813,2
11,6,7,0,0,0,9,611,276,2
12,1,2,0,0,0,9,993,717,2
13,5,6,0,0,0,9,540,451,2
14,2,3,1,1,0,9,435,398,2
15,5,6,1,0,0,9,468,629,2
16,4,5,1,0,0,9,990,657,2
1,6,7,1,0,1,9,816,517,2
2,4,5,0,0,1,9,868,417,2
3,3,4,1,0,1,9,536,276,2
4,7,8,0,1,1,9,451,973,2
5,7,8,1,1,1,9,651,429,2
6,2,3,0,1,1,9,503,517,2
7,0,1,1,1,1,9,336,979,2
8,1,2,1,1,1,9,518,730,2
9,0,1,0,1,1,9,832,398,2
10,3,4,0,1,1,9,364,803,2
11,6,7,0,0,1,9,473,317,2
12,1,2,0,0,1,9,375,378,2
13,5,6,0,0,1,9,788,675,2
14,2,3,1,1,1,9,505,544,2
15,5,6,1,0,1,9,424,322,2
16,4,5,1,0,1,9,304,335,2
1,6,7,1,0,2,9,283,866,2
2,4,5,0,0,2,9,698,532,2
3,3,4,1,0,2,9,500,363,2
4,7,8,0,1,2,9,803,607,2
5,7,8,1,1,2,9,436,810,2
6,2,3,0,1,2,9,755,440,2
7,0,1,1,1,2,9,587,541,2
8,1,2,1,1,2,9,387,748,2
9,0,1,0,1,2,9,377,865,2
10,3,4,0,1,2,9,507,308,2
11,6,7,0,0,2,9,761,308,2
12,1,2,0,0,2,9,992,773,2
13,5,6,0,0,2,9,545,527,2
14,2,3,1,1,2,9,806,315,2
15,5,6,1,0,2,9,859,646,2
16,4,5,1,0,2,9,592,943,2
1,6,7,1,0,3,9,745,469,2
2,4,5,0,0,3,9,362,685,2
3,3,4,1,0,3,9,314,319,2
4,7,8,0,1,3,9,449,320,2
5,7,8,1,1,3,9,377,987,2
6,2,3,0,1,3,9,274,822,2
7,0,1,1,1,3,9,268,328,2
8,1,2,1,1,3,9,486,347,2
9,0,1,0,1,3,9,509,551,2
10,3,4,0,1,3,9,786,395,2
11,6,7,0,0,3,9,716,980,2
12,1,2,0,0,3,9,358,375,2
13,5,6,0,0,3,9,567,451,2
14,2,3,1,1,3,9,341,748,2
15,5,6,1,0,3,9,397,732,2
16,4,5,1,0,3,9,250,928,2
1,6,7,1,0,4,9,458,534,2
2,4,5,0,0,4,9,429,352,2
3,3,4,1,0,4,9,589,505,2
4,7,8,0,1,4,9,913,253,2
5,7,8,1,1,4,9,395,299,2
6,2,3,0,1,4,9,457,479,2
7,0,1,1,1,4,9,579,317,2
8,1,2,1,1,4,9,482,322,2
9,0,1,0,1,4,9,396,348,2
10,3,4,0,1,4,9,353,383,2
11,6,7,0,0,4,9,318,673,2
12,1,2,0,0,4,9,861,831,2
13,5,6,0,0,4,9,564,282,2
14,2,3,1,1,4,9,648,475,2
15,5,6,1,0,4,9,300,548,2
16,4,5,1,0,4,9,721,617,2
1,6,7,1,0,5,9,394,669,2
2,4,5,0,0,5,9,659,569,2
3,3,4,1,0,5,9,263,828,2
4,7,8,0,1,5,9,504,277,2
5,7,8,1,1,5,9,317,807,2
6,2,3,0,1,5,9,269,952,2
7,0,1,1,1,5,9,445,940,2
8,1,2,1,1,5,9,330,808,2
9,0,1,0,1,5,9,259,353,2
10,3,4,0,1,5,9,689,682,2
11,6,7,0,0,5,9,311,739,2
12,1,2,0,0,5,9,642,260,2
13,5,6,0,0,5,9,287,395,2
14,2,3,1,1,5,9,828,315,2
15,5,6,1,0,5,9,415,349,2
16,4,5,1,0,5,9,417,943,2
