trial_n,rho,condition,task,ITI,ISI,block,ouA,ouB,ouC
1,100,0,3,850,1315,1,0,1,1
2,100,0,3,752,935,1,0,1,1
3,100,0,3,949,776,1,1,0,0
4,100,0,3,947,1285,1,0,0,1
5,100,0,3,1149,828,1,0,1,1
6,100,0,3,1488,1093,1,0,1,0
7,100,0,3,779,1087,1,1,1,1
8,100,0,3,1057,842,1,0,0,1
9,100,0,3,928,1497,1,0,0,1
10,100,0,3,1235,908,1,1,0,0
11,100,0,3,1006,1380,1,0,1,1
12,100,0,3,886,959,1,0,0,1
1,100,1,3,770,1464,1,0,0,1
2,100,1,3,1325,1079,1,0,1,0
3,100,1,3,912,1028,1,0,1,1
4,100,1,3,842,1193,1,1,0,1
5,100,1,3,1224,949,1,1,0,1
6,100,1,3,775,891,1,0,1,0
7,100,1,3,1405,865,1,0,1,1
8,100,1,3,789,992,1,0,0,1
9,100,1,3,1440,894,1,1,0,1
10,100,1,3,1450,1132,1,0,1,0
11,100,1,3,863,750,1,0,0,1
12,100,1,3,822,814,1,0,1,1
1,100,2,3,1183,795,1,0,0,1
2,100,2,3,983,1453,1,0,1,1
3,100,2,3,816,849,1,0,0,1
4,100,2,3,1264,1099,1,1,0,0
5,100,2,3,1240,1077,1,1,0,1
6,100,2,3,765,1016,1,0,1,1
7,100,2,3,789,955,1,0,0,0
8,100,2,3,752,943,1,0,1,1
9,100,2,3,808,978,1,1,1,0
10,100,2,3,1291,777,1,0,1,1
11,100,2,3,1446,989,1,0,0,1
12,100,2,3,1290,1034,1,0,1,1
1,100,3,3,1253,1129,1,0,1,1
2,100,3,3,1413,1031,1,0,0,1
3,100,3,3,1081,1174,1,0,1,1
4,100,3,3,1219,907,1,1,0,0
5,100,3,3,821,1382,1,0,0,1
6,100,3,3,1479,947,1,0,1,0
7,100,3,3,1087,1230,1,0,1,1
8,100,3,3,926,948,1,1,0,1
9,100,3,3,798,1151,1,1,1,1
10,100,3,3,894,1108,1,0,0,0
11,100,3,3,944,852,1,0,1,1
12,100,3,3,1050,1015,1,0,0,1
1,100,4,3,1094,837,1,0,1,1
2,100,4,3,1008,967,1,0,0,0
3,100,4,3,1343,797,1,0,0,1
4,100,4,3,900,927,1,1,1,1
5,100,4,3,814,926,1,0,1,1
6,100,4,3,1023,873,1,0,0,0
7,100,4,3,1031,1029,1,1,1,1
8,100,4,3,1183,1188,1,0,0,1
9,100,4,3,972,1047,1,0,0,0
10,100,4,3,1312,1116,1,0,1,1
11,100,4,3,919,1305,1,1,1,1
12,100,4,3,864,1494,1,0,0,1
1,100,5,3,1329,1413,1,0,1,1
2,100,5,3,1202,985,1,0,0,1
3,100,5,3,1311,754,1,1,0,1
4,100,5,3,1062,1492,1,0,1,0
5,100,5,3,1146,1265,1,0,0,1
6,100,5,3,1344,900,1,0,0,0
7,100,5,3,1029,959,1,1,1,1
8,100,5,3,850,902,1,0,0,1
9,100,5,3,863,1449,1,1,1,1
10,100,5,3,1299,1477,1,0,0,0
11,100,5,3,1256,1080,1,0,1,1
12,100,5,3,1085,1182,1,0,1,1
1,100,0,3,924,1247,2,0,1,1
2,100,0,3,779,1234,2,0,0,1
3,100,0,3,1381,1371,2,0,0,1
4,100,0,3,1402,866,2,1,1,0
5,100,0,3,1405,1333,2,0,1,1
6,100,0,3,1196,894,2,0,1,1
7,100,0,3,1294,806,2,0,0,0
8,100,0,3,1003,910,2,1,0,1
9,100,0,3,963,1218,2,0,0,1
10,100,0,3,1012,883,2,1,1,0
11,100,0,3,933,1309,2,0,1,1
12,100,0,3,1328,1168,2,0,0,1
1,100,1,3,768,858,2,0,1,1
2,100,1,3,897,1283,2,0,1,1
3,100,1,3,870,924,2,1,0,0
4,100,1,3,1085,1022,2,0,0,1
5,100,1,3,1209,925,2,0,1,0
6,100,1,3,837,1235,2,1,1,1
7,100,1,3,850,963,2,0,1,1
8,100,1,3,1299,992,2,0,0,1
9,100,1,3,972,1417,2,1,0,0
10,100,1,3,1138,1207,2,0,0,1
11,100,1,3,968,1101,2,0,1,1
12,100,1,3,979,932,2,0,0,1
1,100,2,3,770,1256,2,0,1,1
2,100,2,3,1011,1400,2,0,0,1
3,100,2,3,801,1104,2,0,1,1
4,100,2,3,1351,869,2,1,1,0
5,100,2,3,960,1216,2,0,0,1
6,100,2,3,933,899,2,0,1,0
7,100,2,3,1145,1365,2,1,0,1
8,100,2,3,1129,935,2,0,1,1
9,100,2,3,965,1472,2,0,0,0
10,100,2,3,860,756,2,1,0,1
11,100,2,3,885,976,2,0,0,1
12,100,2,3,1096,1018,2,0,1,1
1,100,3,3,1048,1327,2,0,0,1
2,100,3,3,1167,797,2,0,0,1
3,100,3,3,958,1274,2,1,1,1
4,100,3,3,1325,895,2,0,1,0
5,100,3,3,1359,1020,2,0,1,0
6,100,3,3,1054,909,2,0,0,1
7,100,3,3,912,955,2,1,1,1
8,100,3,3,1134,970,2,0,1,1
9,100,3,3,1474,1199,2,0,0,0
10,100,3,3,818,1389,2,1,0,1
11,100,3,3,797,1057,2,0,0,1
12,100,3,3,1452,887,2,0,1,1
1,100,4,3,898,1096,2,0,0,1
2,100,4,3,931,938,2,0,1,0
3,100,4,3,1096,1413,2,1,0,1
4,100,4,3,960,927,2,0,1,1
5,100,4,3,1177,1010,2,0,1,1
6,100,4,3,1040,1083,2,0,0,0
7,100,4,3,1419,1068,2,1,0,1
8,100,4,3,985,923,2,0,1,1
9,100,4,3,1338,902,2,0,1,0
10,100,4,3,823,1350,2,1,0,1
11,100,4,3,946,764,2,0,0,1
12,100,4,3,1199,1005,2,0,1,1
1,100,5,3,872,771,2,0,1,1
2,100,5,3,790,1337,2,1,0,1
3,100,5,3,1031,762,2,0,0,1
4,100,5,3,976,1237,2,0,1,0
5,100,5,3,784,803,2,0,0,1
6,100,5,3,1422,780,2,1,0,1
7,100,5,3,1052,972,2,0,1,1
8,100,5,3,934,1014,2,0,0,0
9,100,5,3,1201,847,2,0,1,0
10,100,5,3,888,965,2,1,0,1
11,100,5,3,1036,784,2,0,1,1
12,100,5,3,1242,1340,2,0,1,1
