trial_n,gen,condition,task,ITI,ISI,block
1,1,0,4,542,692,1
2,7,0,4,704,527,1
3,3,0,4,252,833,1
4,0,0,4,752,932,1
5,2,0,4,751,839,1
6,3,0,4,841,285,1
7,4,0,4,466,371,1
8,6,0,4,389,250,1
9,2,0,4,740,590,1
10,4,0,4,373,601,1
11,5,0,4,514,691,1
12,8,0,4,803,393,1
13,8,0,4,316,659,1
14,0,0,4,380,638,1
15,6,0,4,368,434,1
16,5,0,4,302,305,1
17,7,0,4,399,353,1
18,1,0,4,301,414,1
1,4,1,4,373,348,1
2,1,1,4,446,540,1
3,6,1,4,824,526,1
4,8,1,4,664,466,1
5,7,1,4,676,790,1
6,5,1,4,600,399,1
7,4,1,4,809,374,1
8,3,1,4,437,803,1
9,8,1,4,464,268,1
10,0,1,4,391,622,1
11,3,1,4,818,265,1
12,2,1,4,373,280,1
13,2,1,4,505,547,1
14,5,1,4,520,392,1
15,0,1,4,548,610,1
16,6,1,4,487,735,1
17,1,1,4,380,591,1
18,7,1,4,276,620,1
1,5,2,4,584,686,1
2,7,2,4,628,707,1
3,5,2,4,428,882,1
4,4,2,4,768,956,1
5,2,2,4,826,328,1
6,6,2,4,947,316,1
7,1,2,4,265,318,1
8,3,2,4,466,804,1
9,4,2,4,298,812,1
10,6,2,4,701,263,1
11,8,2,4,443,753,1
12,0,2,4,456,351,1
13,3,2,4,576,745,1
14,8,2,4,399,516,1
15,1,2,4,934,860,1
16,2,2,4,863,888,1
17,0,2,4,626,930,1
18,7,2,4,342,317,1
1,2,3,4,314,428,1
2,3,3,4,850,793,1
3,7,3,4,470,408,1
4,4,3,4,676,717,1
5,1,3,4,306,788,1
6,5,3,4,573,474,1
7,6,3,4,359,522,1
8,8,3,4,952,379,1
9,8,3,4,413,767,1
10,0,3,4,868,415,1
11,5,3,4,298,546,1
12,3,3,4,995,268,1
13,2,3,4,565,369,1
14,7,3,4,399,658,1
15,1,3,4,512,910,1
16,6,3,4,875,250,1
17,4,3,4,607,582,1
18,0,3,4,264,301,1
1,0,4,4,571,296,1
2,2,4,4,482,588,1
3,1,4,4,759,290,1
4,2,4,4,909,477,1
5,1,4,4,281,666,1
6,4,4,4,342,829,1
7,3,4,4,844,809,1
8,0,4,4,384,301,1
9,6,4,4,251,808,1
10,7,4,4,504,556,1
11,5,4,4,560,251,1
12,5,4,4,856,281,1
13,8,4,4,516,573,1
14,6,4,4,367,647,1
15,3,4,4,641,655,1
16,7,4,4,433,551,1
17,8,4,4,386,419,1
18,4,4,4,593,274,1
1,7,5,4,327,850,1
2,4,5,4,775,425,1
3,3,5,4,703,251,1
4,8,5,4,350,340,1
5,0,5,4,694,874,1
6,6,5,4,483,345,1
7,6,5,4,470,352,1
8,5,5,4,302,470,1
9,3,5,4,314,608,1
10,5,5,4,485,417,1
11,2,5,4,367,898,1
12,4,5,4,985,554,1
13,1,5,4,320,840,1
14,2,5,4,726,783,1
15,8,5,4,536,443,1
16,1,5,4,684,394,1
17,0,5,4,925,477,1
18,7,5,4,485,517,1
1,2,0,4,783,298,2
2,4,0,4,798,507,2
3,8,0,4,494,429,2
4,7,0,4,428,901,2
5,3,0,4,555,346,2
6,4,0,4,263,851,2
7,7,0,4,749,522,2
8,3,0,4,838,343,2
9,1,0,4,938,342,2
10,6,0,4,933,649,2
11,6,0,4,778,304,2
12,5,0,4,784,925,2
13,5,0,4,339,251,2
14,1,0,4,445,682,2
15,0,0,4,299,413,2
16,8,0,4,548,292,2
17,0,0,4,279,493,2
18,2,0,4,279,281,2
1,5,1,4,383,452,2
2,7,1,4,780,810,2
3,3,1,4,328,287,2
4,0,1,4,337,524,2
5,1,1,4,277,257,2
6,0,1,4,629,533,2
7,2,1,4,656,281,2
8,7,1,4,741,456,2
9,4,1,4,573,575,2
10,2,1,4,369,862,2
11,8,1,4,477,770,2
12,4,1,4,648,289,2
13,3,1,4,449,283,2
14,8,1,4,673,563,2
15,6,1,4,347,759,2
16,5,1,4,496,564,2
17,1,1,4,466,316,2
18,6,1,4,317,516,2
1,7,2,4,274,363,2
2,5,2,4,715,672,2
3,3,2,4,424,574,2
4,0,2,4,842,659,2
5,2,2,4,611,279,2
6,4,2,4,539,426,2
7,8,2,4,317,498,2
8,1,2,4,297,489,2
9,2,2,4,304,511,2
10,1,2,4,328,841,2
11,0,2,4,709,535,2
12,5,2,4,454,522,2
13,8,2,4,592,297,2
14,6,2,4,335,296,2
15,6,2,4,252,300,2
16,3,2,4,660,412,2
17,4,2,4,309,928,2
18,7,2,4,594,787,2
1,0,3,4,926,681,2
2,8,3,4,790,593,2
3,1,3,4,646,921,2
4,4,3,4,374,333,2
5,2,3,4,316,836,2
6,1,3,4,767,599,2
7,5,3,4,666,512,2
8,3,3,4,261,409,2
9,3,3,4,985,415,2
10,7,3,4,354,269,2
11,2,3,4,376,330,2
12,6,3,4,784,749,2
13,6,3,4,411,641,2
14,0,3,4,334,425,2
15,7,3,4,794,338,2
16,8,3,4,439,369,2
17,5,3,4,276,362,2
18,4,3,4,594,970,2
1,7,4,4,874,634,2
2,8,4,4,714,387,2
3,7,4,4,278,861,2
4,2,4,4,339,939,2
5,0,4,4,373,737,2
6,3,4,4,651,956,2
7,8,4,4,944,961,2
8,1,4,4,427,302,2
9,4,4,4,263,755,2
10,5,4,4,719,546,2
11,4,4,4,964,852,2
12,3,4,4,690,515,2
13,5,4,4,297,354,2
14,6,4,4,994,760,2
15,1,4,4,728,382,2
16,6,4,4,623,421,2
17,0,4,4,328,641,2
18,2,4,4,274,537,2
1,6,5,4,923,286,2
2,6,5,4,592,530,2
3,7,5,4,657,566,2
4,1,5,4,884,462,2
5,5,5,4,370,823,2
6,2,5,4,560,488,2
7,8,5,4,293,633,2
8,5,5,4,588,644,2
9,4,5,4,491,470,2
10,3,5,4,446,268,2
11,8,5,4,363,436,2
12,3,5,4,777,841,2
13,1,5,4,450,446,2
14,0,5,4,694,378,2
15,0,5,4,496,472,2
16,2,5,4,850,966,2
17,7,5,4,429,713,2
18,4,5,4,633,503,2
