trial_n,rho,condition,task,ITI,ISI,block,ouA,ouB,ouC
1,100,0,3,1124,939,1,0,1,1
2,100,0,3,1027,944,1,0,0,0
3,100,0,3,851,780,1,1,0,1
4,100,0,3,820,859,1,0,0,1
5,100,0,3,1047,840,1,0,1,1
6,100,0,3,1096,1046,1,1,1,0
7,100,0,3,878,782,1,0,0,1
8,100,0,3,832,927,1,0,0,1
9,100,0,3,753,1015,1,1,0,1
10,100,0,3,1068,1009,1,0,1,0
11,100,0,3,1327,791,1,0,1,1
12,100,0,3,834,1299,1,0,1,1
1,100,1,3,774,837,1,0,0,1
2,100,1,3,796,848,1,0,0,1
3,100,1,3,1322,756,1,0,1,1
4,100,1,3,1363,796,1,1,0,0
5,100,1,3,1339,1120,1,0,1,1
6,100,1,3,1434,1436,1,0,0,1
7,100,1,3,1230,1492,1,1,1,1
8,100,1,3,856,958,1,0,1,0
9,100,1,3,912,1170,1,0,1,1
10,100,1,3,1278,932,1,0,0,1
11,100,1,3,1085,1238,1,1,1,0
12,100,1,3,1347,1456,1,0,0,1
1,100,2,3,975,864,1,0,1,1
2,100,2,3,1090,871,1,0,0,0
3,100,2,3,1184,996,1,0,0,1
4,100,2,3,1262,1038,1,1,1,1
5,100,2,3,765,795,1,0,0,0
6,100,2,3,765,794,1,0,1,1
7,100,2,3,1119,1036,1,0,1,1
8,100,2,3,974,847,1,1,0,1
9,100,2,3,1250,1177,1,0,1,0
10,100,2,3,1252,950,1,0,0,1
11,100,2,3,1243,863,1,1,0,1
12,100,2,3,1258,1303,1,0,1,1
1,100,3,3,1160,1202,1,0,0,1
2,100,3,3,1082,802,1,1,0,1
3,100,3,3,1168,879,1,0,1,1
4,100,3,3,1183,764,1,0,1,0
5,100,3,3,1060,856,1,1,1,1
6,100,3,3,1056,843,1,0,0,1
7,100,3,3,800,1007,1,0,0,1
8,100,3,3,1022,1085,1,0,1,0
9,100,3,3,1074,1372,1,1,0,1
10,100,3,3,1235,1250,1,0,1,1
11,100,3,3,1040,1104,1,0,1,0
12,100,3,3,1489,1104,1,0,0,1
1,100,4,3,973,802,1,1,0,1
2,100,4,3,938,869,1,0,1,1
3,100,4,3,1270,1068,1,0,1,1
4,100,4,3,953,1443,1,0,0,0
5,100,4,3,866,1077,1,1,1,1
6,100,4,3,922,1122,1,0,0,1
7,100,4,3,780,1001,1,0,0,0
8,100,4,3,753,1098,1,0,1,1
9,100,4,3,754,952,1,1,1,1
10,100,4,3,910,944,1,0,0,1
11,100,4,3,1487,839,1,0,0,0
12,100,4,3,1187,1208,1,0,1,1
1,100,5,3,876,1447,1,0,0,1
2,100,5,3,853,1381,1,0,0,1
3,100,5,3,774,997,1,0,0,1
4,100,5,3,1276,962,1,1,1,0
5,100,5,3,1053,767,1,1,1,0
6,100,5,3,1067,1084,1,0,1,1
7,100,5,3,1093,1097,1,0,0,1
8,100,5,3,1209,1409,1,0,1,1
9,100,5,3,762,1008,1,1,0,0
10,100,5,3,1335,1263,1,0,1,1
11,100,5,3,1311,920,1,0,0,1
12,100,5,3,1108,909,1,0,1,1
1,100,0,3,1345,893,2,0,1,1
2,100,0,3,962,1184,2,0,0,1
3,100,0,3,957,915,2,0,0,1
4,100,0,3,1019,1003,2,1,1,0
5,100,0,3,1200,1479,2,0,0,1
6,100,0,3,920,1341,2,0,0,1
7,100,0,3,754,921,2,0,1,1
8,100,0,3,985,838,2,1,1,0
9,100,0,3,767,853,2,1,1,1
10,100,0,3,1163,1300,2,0,0,0
