trial_n,rho,choice,condition,task,ITI,ISI,block,first
1,146,0,0,2,445,302,1,0
2,40,1,0,2,909,339,1,0
3,55,0,0,2,369,468,1,0
4,121,1,0,2,257,939,1,0
5,93,0,0,2,435,302,1,0
6,125,1,0,2,257,430,1,0
1,103,1,1,2,413,373,1,0
2,73,0,1,2,784,462,1,0
3,125,1,1,2,643,689,1,0
4,26,1,1,2,526,703,1,0
5,148,0,1,2,365,978,1,0
6,170,0,1,2,784,373,1,0
1,27,0,0,2,483,806,2,0
2,37,1,0,2,369,306,2,0
3,114,1,0,2,763,806,2,0
4,35,0,0,2,763,315,2,0
5,86,0,0,2,600,479,2,0
6,104,1,0,2,264,465,2,0
1,106,0,1,2,922,758,2,0
2,55,1,1,2,498,758,2,0
3,161,0,1,2,633,758,2,0
4,166,1,1,2,473,572,2,0
5,84,0,1,2,922,725,2,0
6,131,1,1,2,633,572,2,0
