trial_n,gen1,gen2,choice,order,condition,task,ITI,ISI,block
1,6,7,1,0,0,9,581,355,1
2,4,5,0,0,0,9,276,485,1
3,3,4,1,0,0,9,355,258,1
4,7,8,0,1,0,9,687,940,1
5,7,8,1,1,0,9,372,890,1
6,2,3,0,1,0,9,732,556,1
7,0,1,1,1,0,9,854,544,1
8,1,2,1,1,0,9,296,790,1
9,0,1,0,1,0,9,325,828,1
10,3,4,0,1,0,9,700,734,1
11,6,7,0,0,0,9,418,567,1
12,1,2,0,0,0,9,855,671,1
13,5,6,0,0,0,9,358,408,1
14,2,3,1,1,0,9,265,460,1
15,5,6,1,0,0,9,459,433,1
16,4,5,1,0,0,9,445,549,1
1,6,7,1,0,1,9,292,447,1
2,4,5,0,0,1,9,482,830,1
3,3,4,1,0,1,9,471,394,1
4,7,8,0,1,1,9,389,360,1
5,7,8,1,1,1,9,656,497,1
6,2,3,0,1,1,9,984,725,1
7,0,1,1,1,1,9,368,998,1
8,1,2,1,1,1,9,667,266,1
9,0,1,0,1,1,9,617,391,1
10,3,4,0,1,1,9,462,992,1
11,6,7,0,0,1,9,333,787,1
12,1,2,0,0,1,9,278,384,1
13,5,6,0,0,1,9,800,269,1
14,2,3,1,1,1,9,646,372,1
15,5,6,1,0,1,9,359,642,1
16,4,5,1,0,1,9,747,288,1
1,6,7,1,0,2,9,906,388,1
2,4,5,0,0,2,9,356,463,1
3,3,4,1,0,2,9,318,393,1
4,7,8,0,1,2,9,847,944,1
5,7,8,1,1,2,9,965,344,1
6,2,3,0,1,2,9,510,424,1
7,0,1,1,1,2,9,473,290,1
8,1,2,1,1,2,9,933,335,1
9,0,1,0,1,2,9,761,320,1
10,3,4,0,1,2,9,561,490,1
11,6,7,0,0,2,9,441,438,1
12,1,2,0,0,2,9,674,369,1
13,5,6,0,0,2,9,605,509,1
14,2,3,1,1,2,9,493,550,1
15,5,6,1,0,2,9,535,577,1
16,4,5,1,0,2,9,559,286,1
1,6,7,1,0,3,9,487,425,1
2,4,5,0,0,3,9,362,642,1
3,3,4,1,0,3,9,738,892,1
4,7,8,0,1,3,9,253,409,1
5,7,8,1,1,3,9,413,645,1
6,2,3,0,1,3,9,833,802,1
7,0,1,1,1,3,9,492,528,1
8,1,2,1,1,3,9,898,736,1
9,0,1,0,1,3,9,355,978,1
10,3,4,0,1,3,9,602,288,1
11,6,7,0,0,3,9,645,704,1
12,1,2,0,0,3,9,527,266,1
13,5,6,0,0,3,9,803,317,1
14,2,3,1,1,3,9,567,258,1
15,5,6,1,0,3,9,552,283,1
16,4,5,1,0,3,9,367,386,1
1,6,7,1,0,4,9,927,296,1
2,4,5,0,0,4,9,895,332,1
3,3,4,1,0,4,9,381,263,1
4,7,8,0,1,4,9,580,621,1
5,7,8,1,1,4,9,618,956,1
6,2,3,0,1,4,9,653,643,1
7,0,1,1,1,4,9,291,787,1
8,1,2,1,1,4,9,636,426,1
9,0,1,0,1,4,9,331,285,1
10,3,4,0,1,4,9,262,374,1
11,6,7,0,0,4,9,313,575,1
12,1,2,0,0,4,9,792,315,1
13,5,6,0,0,4,9,404,839,1
14,2,3,1,1,4,9,926,927,1
15,5,6,1,0,4,9,284,571,1
16,4,5,1,0,4,9,289,445,1
1,6,7,1,0,5,9,919,835,1
2,4,5,0,0,5,9,415,977,1
3,3,4,1,0,5,9,610,682,1
4,7,8,0,1,5,9,410,329,1
5,7,8,1,1,5,9,370,587,1
6,2,3,0,1,5,9,911,995,1
7,0,1,1,1,5,9,634,395,1
8,1,2,1,1,5,9,653,360,1
9,0,1,0,1,5,9,379,375,1
