trial_n,rho,choice,condition,task,ITI,ISI,block,first
1,58,0,0,2,260,370,1,0
2,70,0,0,2,569,993,1,0
3,140,1,0,2,882,747,1,0
4,32,0,0,2,569,693,1,0
5,149,1,0,2,458,435,1,0
6,69,0,0,2,328,775,1,0
1,78,1,1,2,527,337,1,0
2,52,0,1,2,919,423,1,0
3,36,1,1,2,984,270,1,0
4,118,0,1,2,464,532,1,0
5,34,1,1,2,306,270,1,0
6,163,0,1,2,300,886,1,0
1,144,0,0,2,471,286,2,0
2,45,1,0,2,900,250,2,0
3,41,1,0,2,900,502,2,0
4,109,0,0,2,702,668,2,0
5,123,0,0,2,900,788,2,0
6,147,1,0,2,900,668,2,0
1,105,1,1,2,552,551,2,0
2,171,0,1,2,542,857,2,0
3,112,0,1,2,751,874,2,0
4,119,1,1,2,751,501,2,0
5,94,0,1,2,498,496,2,0
6,91,1,1,2,409,551,2,0
