trial_n,rho,choice,condition,task,ITI,ISI,block,first
1,142,1,0,2,335,664,1,2
2,72,0,0,2,253,265,1,0
3,55,0,0,2,363,268,1,0
4,149,1,0,2,493,295,1,0
5,81,0,0,2,356,278,1,0
6,143,0,0,2,386,797,1,0
7,52,1,0,2,560,320,1,0
8,36,0,0,2,356,389,1,0
9,111,1,0,2,968,386,1,0
10,41,0,0,2,577,390,1,0
11,141,0,0,2,724,265,1,0
12,59,1,0,2,356,295,1,0
13,45,1,0,2,428,255,1,0
14,114,0,0,2,456,563,1,0
15,42,1,0,2,461,275,1,0
16,143,1,0,2,455,961,1,0
17,39,0,0,2,794,351,1,0
18,118,1,0,2,534,454,1,0
19,173,1,0,2,560,255,1,0
20,140,0,0,2,747,389,1,0
1,41,0,1,2,488,283,1,0
2,84,1,1,2,801,957,1,2
3,136,0,1,2,360,391,1,0
4,74,0,1,2,716,373,1,0
5,88,1,1,2,488,735,1,0
6,70,1,1,2,877,391,1,0
7,115,0,1,2,306,278,1,0
8,31,1,1,2,877,278,1,0
9,72,1,1,2,341,957,1,0
10,164,0,1,2,866,957,1,0
11,30,1,1,2,866,727,1,0
12,129,0,1,2,318,277,1,0
13,49,1,1,2,488,725,1,0
14,130,0,1,2,605,391,1,0
15,43,1,1,2,318,525,1,0
16,83,0,1,2,341,663,1,0
17,136,0,1,2,877,424,1,0
18,160,1,1,2,748,279,1,0
19,115,1,1,2,391,601,1,0
20,105,0,1,2,488,716,1,0
1,26,0,2,2,351,270,1,0
2,155,1,2,2,797,605,1,2
3,58,1,2,2,937,252,1,0
4,64,0,2,2,965,465,1,0
5,84,0,2,2,506,464,1,0
6,89,1,2,2,667,286,1,0
7,33,0,2,2,937,286,1,0
8,98,0,2,2,381,599,1,0
9,50,1,2,2,508,396,1,0
10,146,0,2,2,415,589,1,0
11,171,0,2,2,457,389,1,0
12,166,1,2,2,270,442,1,0
13,32,0,2,2,577,579,1,0
14,68,1,2,2,457,880,1,0
15,112,0,2,2,256,504,1,0
16,82,1,2,2,351,252,1,0
17,56,1,2,2,256,748,1,0
18,150,0,2,2,932,679,1,0
19,104,1,2,2,256,277,1,0
20,38,1,2,2,577,388,1,0
1,30,1,3,2,398,424,1,2
2,57,1,3,2,390,795,1,0
3,112,0,3,2,342,508,1,0
4,147,0,3,2,319,315,1,0
5,82,1,3,2,287,280,1,0
6,33,0,3,2,334,617,1,0
7,144,1,3,2,286,550,1,0
8,150,0,3,2,289,494,1,0
9,90,1,3,2,319,635,1,0
10,92,1,3,2,453,916,1,0
11,138,0,3,2,598,549,1,0
12,96,1,3,2,287,371,1,0
13,110,0,3,2,342,296,1,0
14,113,0,3,2,912,772,1,0
15,33,1,3,2,589,705,1,0
16,167,0,3,2,624,492,1,0
17,25,0,3,2,675,296,1,0
18,82,1,3,2,276,492,1,0
19,129,0,3,2,894,371,1,0
20,47,1,3,2,945,280,1,0
1,80,1,4,2,749,506,1,2
2,39,0,4,2,451,550,1,0
3,134,1,4,2,434,270,1,0
4,91,1,4,2,627,391,1,0
5,133,0,4,2,392,372,1,0
6,174,1,4,2,392,601,1,0
7,98,0,4,2,749,632,1,0
8,155,1,4,2,317,410,1,0
9,45,0,4,2,497,906,1,0
10,36,0,4,2,812,661,1,0
11,114,1,4,2,311,661,1,0
12,77,1,4,2,786,800,1,0
13,52,0,4,2,278,959,1,0
14,142,0,4,2,943,473,1,0
15,152,1,4,2,311,438,1,0
16,99,0,4,2,592,550,1,0
17,52,1,4,2,604,595,1,0
18,120,0,4,2,749,410,1,0
19,101,0,4,2,893,704,1,0
20,140,1,4,2,434,751,1,0
1,174,1,5,2,381,399,1,2
2,34,0,5,2,611,714,1,0
3,69,1,5,2,780,306,1,0
4,77,0,5,2,847,647,1,0
5,26,0,5,2,856,823,1,0
6,118,1,5,2,572,425,1,0
7,33,0,5,2,553,776,1,0
8,139,1,5,2,375,447,1,0
9,70,0,5,2,855,356,1,0
10,34,0,5,2,261,467,1,0
11,60,1,5,2,625,647,1,0
12,150,1,5,2,345,924,1,0
13,122,0,5,2,261,721,1,0
14,131,1,5,2,553,412,1,0
15,63,1,5,2,271,372,1,0
16,132,0,5,2,668,399,1,0
17,170,0,5,2,572,306,1,0
18,104,1,5,2,431,537,1,0
19,32,0,5,2,675,425,1,0
20,108,1,5,2,373,924,1,0
1,95,0,0,2,576,371,2,0
2,31,1,0,2,990,503,2,0
3,54,0,0,2,377,413,2,0
4,37,0,0,2,311,786,2,0
5,156,1,0,2,311,786,2,0
6,49,1,0,2,467,278,2,0
7,132,0,0,2,323,549,2,0
8,67,0,0,2,424,329,2,0
9,101,1,0,2,387,786,2,0
10,67,0,0,2,387,780,2,0
11,91,1,0,2,377,371,2,0
12,172,0,0,2,275,403,2,0
13,96,1,0,2,383,786,2,0
14,140,1,0,2,527,611,2,0
15,97,0,0,2,953,445,2,0
16,138,1,0,2,300,503,2,0
17,145,0,0,2,703,780,2,0
18,115,1,0,2,733,780,2,0
19,85,1,0,2,401,501,2,0
20,44,0,0,2,789,383,2,0
1,115,1,1,2,369,410,2,0
2,98,0,1,2,308,366,2,0
3,99,1,1,2,613,930,2,0
4,138,0,1,2,258,472,2,0
5,150,0,1,2,423,672,2,0
6,163,1,1,2,613,269,2,0
7,74,1,1,2,393,331,2,0
8,161,0,1,2,775,527,2,0
9,75,1,1,2,945,648,2,0
10,92,1,1,2,393,891,2,0
11,62,0,1,2,838,648,2,0
12,116,1,1,2,862,366,2,0
13,106,0,1,2,556,480,2,0
14,123,1,1,2,323,527,2,0
15,80,0,1,2,619,930,2,0
16,39,1,1,2,442,258,2,0
17,119,0,1,2,556,596,2,0
18,163,0,1,2,613,476,2,0
19,100,1,1,2,256,410,2,0
20,37,0,1,2,336,258,2,0
1,70,1,2,2,308,281,2,0
2,143,0,2,2,294,689,2,0
3,157,0,2,2,467,793,2,0
4,124,1,2,2,287,817,2,0
5,137,1,2,2,647,817,2,0
6,44,0,2,2,977,272,2,0
7,127,1,2,2,685,357,2,0
8,76,0,2,2,467,567,2,0
9,119,1,2,2,467,533,2,0
10,79,0,2,2,785,653,2,0
11,30,0,2,2,510,793,2,0
12,34,1,2,2,287,320,2,0
13,52,1,2,2,571,689,2,0
14,103,0,2,2,309,995,2,0
15,75,0,2,2,693,817,2,0
16,134,1,2,2,467,491,2,0
17,127,0,2,2,785,566,2,0
18,74,1,2,2,467,281,2,0
19,86,1,2,2,467,566,2,0
20,66,0,2,2,634,357,2,0
1,55,0,3,2,498,820,2,0
2,26,1,3,2,292,343,2,0
3,61,0,3,2,285,363,2,0
4,169,1,3,2,268,524,2,0
5,97,1,3,2,952,418,2,0
6,81,0,3,2,551,820,2,0
7,43,0,3,2,576,396,2,0
8,73,1,3,2,542,407,2,0
9,122,0,3,2,818,407,2,0
10,52,1,3,2,576,562,2,0
11,120,1,3,2,989,339,2,0
12,152,0,3,2,271,339,2,0
13,107,1,3,2,403,806,2,0
14,144,0,3,2,985,418,2,0
15,38,1,3,2,268,341,2,0
16,166,0,3,2,748,414,2,0
17,119,0,3,2,472,252,2,0
