trial_n,rho,choice,condition,task,ITI,ISI,block,first
1,88,1,0,2,270,271,1,0
2,102,0,0,2,270,690,1,0
3,96,1,0,2,949,428,1,0
4,154,0,0,2,736,690,1,0
5,102,0,0,2,949,484,1,0
6,126,1,0,2,845,858,1,0
1,96,1,1,2,278,949,1,0
2,156,1,1,2,434,258,1,0
3,166,0,1,2,328,258,1,0
4,100,1,1,2,769,502,1,0
5,99,0,1,2,977,949,1,0
6,66,0,1,2,264,958,1,0
1,165,0,0,2,295,372,2,0
2,154,0,0,2,425,698,2,0
3,70,1,0,2,821,335,2,0
4,113,1,0,2,380,934,2,0
5,48,0,0,2,451,804,2,0
6,74,1,0,2,295,523,2,0
1,84,0,1,2,616,545,2,0
2,146,1,1,2,474,504,2,0
3,130,1,1,2,546,331,2,0
4,107,0,1,2,303,682,2,0
5,119,0,1,2,474,860,2,0
6,108,1,1,2,808,919,2,0
