trial_n,gen1,gen2,choice,order,condition,task,ITI,ISI,block
1,6,7,1,0,0,9,562,731,1
2,4,5,0,0,0,9,610,684,1
3,3,4,1,0,0,9,631,296,1
4,7,8,0,1,0,9,403,316,1
5,7,8,1,1,0,9,297,287,1
6,2,3,0,1,0,9,504,352,1
7,0,1,1,1,0,9,988,952,1
8,1,2,1,1,0,9,365,560,1
9,0,1,0,1,0,9,516,460,1
10,3,4,0,1,0,9,551,422,1
11,6,7,0,0,0,9,913,993,1
12,1,2,0,0,0,9,599,364,1
13,5,6,0,0,0,9,912,608,1
14,2,3,1,1,0,9,408,257,1
15,5,6,1,0,0,9,631,423,1
16,4,5,1,0,0,9,271,962,1
1,6,7,1,0,1,9,426,365,1
2,4,5,0,0,1,9,675,549,1
3,3,4,1,0,1,9,270,301,1
4,7,8,0,1,1,9,259,712,1
5,7,8,1,1,1,9,796,770,1
6,2,3,0,1,1,9,284,631,1
7,0,1,1,1,1,9,922,316,1
8,1,2,1,1,1,9,855,576,1
9,0,1,0,1,1,9,944,914,1
10,3,4,0,1,1,9,373,267,1
11,6,7,0,0,1,9,857,265,1
12,1,2,0,0,1,9,698,551,1
13,5,6,0,0,1,9,284,340,1
14,2,3,1,1,1,9,677,691,1
15,5,6,1,0,1,9,690,350,1
16,4,5,1,0,1,9,452,268,1
1,6,7,1,0,2,9,408,873,1
2,4,5,0,0,2,9,325,496,1
3,3,4,1,0,2,9,329,280,1
4,7,8,0,1,2,9,438,304,1
5,7,8,1,1,2,9,495,608,1
6,2,3,0,1,2,9,712,505,1
7,0,1,1,1,2,9,267,775,1
8,1,2,1,1,2,9,387,403,1
9,0,1,0,1,2,9,426,448,1
10,3,4,0,1,2,9,260,433,1
11,6,7,0,0,2,9,609,490,1
12,1,2,0,0,2,9,756,454,1
13,5,6,0,0,2,9,851,485,1
14,2,3,1,1,2,9,284,714,1
15,5,6,1,0,2,9,635,260,1
16,4,5,1,0,2,9,427,286,1
1,6,7,1,0,3,9,885,291,1
2,4,5,0,0,3,9,981,956,1
3,3,4,1,0,3,9,783,466,1
4,7,8,0,1,3,9,295,372,1
5,7,8,1,1,3,9,578,792,1
6,2,3,0,1,3,9,794,543,1
7,0,1,1,1,3,9,304,881,1
8,1,2,1,1,3,9,311,542,1
9,0,1,0,1,3,9,751,354,1
10,3,4,0,1,3,9,431,309,1
11,6,7,0,0,3,9,415,285,1
12,1,2,0,0,3,9,339,824,1
13,5,6,0,0,3,9,335,851,1
14,2,3,1,1,3,9,267,644,1
15,5,6,1,0,3,9,401,251,1
16,4,5,1,0,3,9,835,471,1
1,6,7,1,0,4,9,538,547,1
2,4,5,0,0,4,9,587,943,1
3,3,4,1,0,4,9,402,340,1
4,7,8,0,1,4,9,455,313,1
5,7,8,1,1,4,9,810,650,1
6,2,3,0,1,4,9,393,990,1
7,0,1,1,1,4,9,959,310,1
8,1,2,1,1,4,9,855,912,1
9,0,1,0,1,4,9,678,335,1
10,3,4,0,1,4,9,477,804,1
11,6,7,0,0,4,9,751,627,1
12,1,2,0,0,4,9,307,677,1
13,5,6,0,0,4,9,262,259,1
14,2,3,1,1,4,9,614,360,1
