trial_n,rho,choice,condition,task,ITI,ISI,block,first
1,106,1,0,2,351,710,1,0
2,94,0,0,2,798,643,1,0
3,87,0,0,2,351,865,1,0
4,96,1,0,2,358,877,1,0
5,145,1,0,2,626,507,1,0
6,59,0,0,2,564,865,1,0
1,131,0,1,2,500,409,1,0
2,64,1,1,2,256,409,1,0
3,103,0,1,2,775,840,1,0
4,160,1,1,2,332,409,1,0
5,132,0,1,2,366,334,1,0
6,42,1,1,2,570,745,1,0
1,81,1,0,2,459,814,2,0
2,133,0,0,2,802,331,2,0
3,29,1,0,2,454,554,2,0
4,84,1,0,2,929,292,2,0
5,64,0,0,2,375,273,2,0
6,63,0,0,2,375,292,2,0
1,131,1,1,2,384,923,2,0
2,112,0,1,2,555,672,2,0
3,32,0,1,2,874,467,2,0
4,84,1,1,2,874,760,2,0
5,42,0,1,2,446,855,2,0
6,60,1,1,2,735,760,2,0
