trial_n,gen1,gen2,choice,order,condition,task,ITI,ISI,block
1,6,7,1,0,0,9,550,444,1
2,4,5,0,0,0,9,670,963,1
3,3,4,1,0,0,9,858,292,1
4,7,8,0,1,0,9,968,391,1
5,7,8,1,1,0,9,389,653,1
6,2,3,0,1,0,9,435,707,1
7,0,1,1,1,0,9,300,353,1
8,1,2,1,1,0,9,901,565,1
9,0,1,0,1,0,9,315,322,1
10,3,4,0,1,0,9,412,831,1
11,6,7,0,0,0,9,464,789,1
12,1,2,0,0,0,9,491,386,1
13,5,6,0,0,0,9,846,607,1
14,2,3,1,1,0,9,536,263,1
15,5,6,1,0,0,9,455,394,1
16,4,5,1,0,0,9,496,894,1
1,6,7,1,0,1,9,611,797,1
2,4,5,0,0,1,9,269,358,1
3,3,4,1,0,1,9,503,503,1
4,7,8,0,1,1,9,414,331,1
5,7,8,1,1,1,9,406,350,1
6,2,3,0,1,1,9,447,616,1
7,0,1,1,1,1,9,252,402,1
8,1,2,1,1,1,9,259,432,1
9,0,1,0,1,1,9,398,517,1
10,3,4,0,1,1,9,932,306,1
11,6,7,0,0,1,9,584,457,1
12,1,2,0,0,1,9,302,633,1
13,5,6,0,0,1,9,434,769,1
14,2,3,1,1,1,9,252,392,1
15,5,6,1,0,1,9,455,258,1
16,4,5,1,0,1,9,826,580,1
1,6,7,1,0,2,9,743,487,1
2,4,5,0,0,2,9,674,467,1
3,3,4,1,0,2,9,562,547,1
4,7,8,0,1,2,9,797,835,1
5,7,8,1,1,2,9,426,368,1
6,2,3,0,1,2,9,365,613,1
7,0,1,1,1,2,9,661,985,1
8,1,2,1,1,2,9,966,363,1
9,0,1,0,1,2,9,305,483,1
10,3,4,0,1,2,9,667,473,1
11,6,7,0,0,2,9,539,290,1
12,1,2,0,0,2,9,677,426,1
13,5,6,0,0,2,9,435,339,1
14,2,3,1,1,2,9,510,810,1
15,5,6,1,0,2,9,954,336,1
16,4,5,1,0,2,9,634,725,1
1,6,7,1,0,3,9,321,467,1
2,4,5,0,0,3,9,413,982,1
3,3,4,1,0,3,9,307,442,1
4,7,8,0,1,3,9,745,826,1
5,7,8,1,1,3,9,960,329,1
6,2,3,0,1,3,9,788,609,1
7,0,1,1,1,3,9,251,264,1
8,1,2,1,1,3,9,317,462,1
9,0,1,0,1,3,9,277,340,1
10,3,4,0,1,3,9,871,305,1
11,6,7,0,0,3,9,773,366,1
12,1,2,0,0,3,9,911,367,1
13,5,6,0,0,3,9,488,421,1
14,2,3,1,1,3,9,311,355,1
15,5,6,1,0,3,9,968,481,1
16,4,5,1,0,3,9,954,264,1
1,6,7,1,0,4,9,595,744,1
2,4,5,0,0,4,9,471,394,1
3,3,4,1,0,4,9,467,286,1
4,7,8,0,1,4,9,541,493,1
5,7,8,1,1,4,9,385,366,1
6,2,3,0,1,4,9,358,481,1
7,0,1,1,1,4,9,681,305,1
8,1,2,1,1,4,9,510,559,1
9,0,1,0,1,4,9,621,506,1
10,3,4,0,1,4,9,882,560,1
11,6,7,0,0,4,9,475,539,1
12,1,2,0,0,4,9,475,270,1
13,5,6,0,0,4,9,451,575,1
14,2,3,1,1,4,9,683,476,1
15,5,6,1,0,4,9,257,508,1
16,4,5,1,0,4,9,359,581,1
1,6,7,1,0,5,9,545,524,1
2,4,5,0,0,5,9,381,850,1
3,3,4,1,0,5,9,631,720,1
4,7,8,0,1,5,9,499,391,1
5,7,8,1,1,5,9,391,266,1
6,2,3,0,1,5,9,523,282,1
7,0,1,1,1,5,9,934,684,1
8,1,2,1,1,5,9,790,457,1
9,0,1,0,1,5,9,909,487,1
10,3,4,0,1,5,9,561,490,1
11,6,7,0,0,5,9,838,838,1
12,1,2,0,0,5,9,527,462,1
13,5,6,0,0,5,9,707,252,1
14,2,3,1,1,5,9,709,626,1
15,5,6,1,0,5,9,550,971,1
16,4,5,1,0,5,9,482,922,1
1,6,7,1,0,0,9,419,531,2
2,4,5,0,0,0,9,839,597,2
3,3,4,1,0,0,9,526,345,2
4,7,8,0,1,0,9,512,883,2
5,7,8,1,1,0,9,271,261,2
6,2,3,0,1,0,9,661,403,2
