trial_n,gen1,gen2,choice,order,condition,task,ITI,ISI,block
1,6,7,1,0,0,9,822,353,1
2,4,5,0,0,0,9,426,342,1
3,3,4,1,0,0,9,532,984,1
4,7,8,0,1,0,9,477,341,1
5,7,8,1,1,0,9,300,545,1
6,2,3,0,1,0,9,338,267,1
7,0,1,1,1,0,9,544,517,1
8,1,2,1,1,0,9,552,949,1
9,0,1,0,1,0,9,438,311,1
10,3,4,0,1,0,9,726,478,1
11,6,7,0,0,0,9,268,400,1
12,1,2,0,0,0,9,577,939,1
13,5,6,0,0,0,9,306,488,1
14,2,3,1,1,0,9,872,300,1
15,5,6,1,0,0,9,623,836,1
16,4,5,1,0,0,9,745,312,1
1,6,7,1,0,1,9,600,658,1
2,4,5,0,0,1,9,818,518,1
3,3,4,1,0,1,9,327,520,1
4,7,8,0,1,1,9,305,489,1
5,7,8,1,1,1,9,417,384,1
6,2,3,0,1,1,9,507,290,1
7,0,1,1,1,1,9,511,256,1
8,1,2,1,1,1,9,677,469,1
9,0,1,0,1,1,9,254,634,1
10,3,4,0,1,1,9,376,376,1
11,6,7,0,0,1,9,387,303,1
12,1,2,0,0,1,9,493,539,1
13,5,6,0,0,1,9,409,879,1
14,2,3,1,1,1,9,374,376,1
15,5,6,1,0,1,9,734,384,1
16,4,5,1,0,1,9,395,344,1
1,6,7,1,0,2,9,354,999,1
2,4,5,0,0,2,9,429,681,1
3,3,4,1,0,2,9,301,286,1
4,7,8,0,1,2,9,286,371,1
5,7,8,1,1,2,9,617,644,1
6,2,3,0,1,2,9,817,387,1
7,0,1,1,1,2,9,279,562,1
8,1,2,1,1,2,9,509,523,1
9,0,1,0,1,2,9,899,310,1
10,3,4,0,1,2,9,669,425,1
11,6,7,0,0,2,9,340,591,1
12,1,2,0,0,2,9,626,875,1
13,5,6,0,0,2,9,746,432,1
14,2,3,1,1,2,9,443,345,1
15,5,6,1,0,2,9,304,814,1
16,4,5,1,0,2,9,373,978,1
1,6,7,1,0,3,9,711,410,1
2,4,5,0,0,3,9,510,453,1
3,3,4,1,0,3,9,576,766,1
4,7,8,0,1,3,9,340,619,1
5,7,8,1,1,3,9,493,466,1
6,2,3,0,1,3,9,390,413,1
7,0,1,1,1,3,9,461,365,1
8,1,2,1,1,3,9,296,436,1
9,0,1,0,1,3,9,605,671,1
10,3,4,0,1,3,9,658,357,1
11,6,7,0,0,3,9,365,400,1
12,1,2,0,0,3,9,284,572,1
13,5,6,0,0,3,9,255,880,1
14,2,3,1,1,3,9,473,744,1
15,5,6,1,0,3,9,835,978,1
16,4,5,1,0,3,9,978,328,1
1,6,7,1,0,4,9,362,396,1
2,4,5,0,0,4,9,819,873,1
3,3,4,1,0,4,9,812,849,1
4,7,8,0,1,4,9,364,483,1
5,7,8,1,1,4,9,321,616,1
6,2,3,0,1,4,9,519,307,1
7,0,1,1,1,4,9,747,592,1
8,1,2,1,1,4,9,258,450,1
9,0,1,0,1,4,9,650,664,1
10,3,4,0,1,4,9,481,562,1
11,6,7,0,0,4,9,431,805,1
12,1,2,0,0,4,9,467,632,1
13,5,6,0,0,4,9,380,314,1
14,2,3,1,1,4,9,479,495,1
15,5,6,1,0,4,9,788,388,1
16,4,5,1,0,4,9,460,629,1
1,6,7,1,0,5,9,386,414,1
2,4,5,0,0,5,9,954,519,1
3,3,4,1,0,5,9,358,268,1
4,7,8,0,1,5,9,603,499,1
5,7,8,1,1,5,9,476,295,1
6,2,3,0,1,5,9,447,411,1
7,0,1,1,1,5,9,357,929,1
8,1,2,1,1,5,9,718,551,1
9,0,1,0,1,5,9,747,973,1
10,3,4,0,1,5,9,563,487,1
11,6,7,0,0,5,9,307,395,1
12,1,2,0,0,5,9,683,372,1
13,5,6,0,0,5,9,267,491,1
14,2,3,1,1,5,9,459,603,1
15,5,6,1,0,5,9,348,501,1
16,4,5,1,0,5,9,823,778,1
1,6,7,1,0,0,9,334,877,2
2,4,5,0,0,0,9,996,779,2
3,3,4,1,0,0,9,620,859,2
4,7,8,0,1,0,9,831,372,2
5,7,8,1,1,0,9,549,407,2
6,2,3,0,1,0,9,523,291,2
7,0,1,1,1,0,9,728,430,2
8,1,2,1,1,0,9,272,563,2
9,0,1,0,1,0,9,376,587,2
10,3,4,0,1,0,9,785,618,2
11,6,7,0,0,0,9,940,451,2
12,1,2,0,0,0,9,579,389,2
13,5,6,0,0,0,9,315,769,2
14,2,3,1,1,0,9,631,468,2
15,5,6,1,0,0,9,323,313,2
16,4,5,1,0,0,9,377,600,2
1,6,7,1,0,1,9,507,327,2
2,4,5,0,0,1,9,707,840,2
3,3,4,1,0,1,9,373,375,2
4,7,8,0,1,1,9,378,694,2
5,7,8,1,1,1,9,608,787,2
6,2,3,0,1,1,9,334,647,2
7,0,1,1,1,1,9,303,882,2
8,1,2,1,1,1,9,413,672,2
9,0,1,0,1,1,9,358,668,2
10,3,4,0,1,1,9,530,719,2
11,6,7,0,0,1,9,585,884,2
12,1,2,0,0,1,9,284,430,2
13,5,6,0,0,1,9,470,348,2
14,2,3,1,1,1,9,560,359,2
15,5,6,1,0,1,9,474,675,2
16,4,5,1,0,1,9,867,422,2
1,6,7,1,0,2,9,861,313,2
2,4,5,0,0,2,9,792,681,2
3,3,4,1,0,2,9,461,606,2
4,7,8,0,1,2,9,710,726,2
5,7,8,1,1,2,9,808,642,2
6,2,3,0,1,2,9,383,948,2
7,0,1,1,1,2,9,464,521,2
8,1,2,1,1,2,9,600,292,2
9,0,1,0,1,2,9,740,311,2
10,3,4,0,1,2,9,656,550,2
11,6,7,0,0,2,9,310,730,2
12,1,2,0,0,2,9,283,273,2
13,5,6,0,0,2,9,399,771,2
14,2,3,1,1,2,9,821,259,2
15,5,6,1,0,2,9,520,516,2
16,4,5,1,0,2,9,346,745,2
1,6,7,1,0,3,9,443,294,2
2,4,5,0,0,3,9,265,895,2
3,3,4,1,0,3,9,620,267,2
4,7,8,0,1,3,9,655,608,2
5,7,8,1,1,3,9,952,594,2
6,2,3,0,1,3,9,743,515,2
7,0,1,1,1,3,9,437,339,2
8,1,2,1,1,3,9,556,291,2
9,0,1,0,1,3,9,437,307,2
10,3,4,0,1,3,9,381,444,2
11,6,7,0,0,3,9,450,454,2
12,1,2,0,0,3,9,608,415,2
13,5,6,0,0,3,9,443,361,2
14,2,3,1,1,3,9,313,890,2
15,5,6,1,0,3,9,593,926,2
16,4,5,1,0,3,9,825,339,2
1,6,7,1,0,4,9,336,302,2
2,4,5,0,0,4,9,418,710,2
3,3,4,1,0,4,9,344,610,2
4,7,8,0,1,4,9,279,329,2
5,7,8,1,1,4,9,276,610,2
6,2,3,0,1,4,9,255,642,2
7,0,1,1,1,4,9,432,473,2
8,1,2,1,1,4,9,345,425,2
9,0,1,0,1,4,9,313,611,2
10,3,4,0,1,4,9,404,723,2
11,6,7,0,0,4,9,627,980,2
12,1,2,0,0,4,9,483,788,2
13,5,6,0,0,4,9,332,261,2
14,2,3,1,1,4,9,889,408,2
15,5,6,1,0,4,9,839,779,2
16,4,5,1,0,4,9,903,571,2
1,6,7,1,0,5,9,612,668,2
2,4,5,0,0,5,9,448,383,2
3,3,4,1,0,5,9,902,703,2
4,7,8,0,1,5,9,511,275,2
5,7,8,1,1,5,9,303,394,2
6,2,3,0,1,5,9,798,495,2
7,0,1,1,1,5,9,760,326,2
8,1,2,1,1,5,9,283,700,2
9,0,1,0,1,5,9,443,344,2
10,3,4,0,1,5,9,526,355,2
11,6,7,0,0,5,9,865,436,2
12,1,2,0,0,5,9,364,773,2
13,5,6,0,0,5,9,450,332,2
14,2,3,1,1,5,9,456,419,2
15,5,6,1,0,5,9,529,353,2
16,4,5,1,0,5,9,754,367,2
