trial_n,rho,choice,condition,task,ITI,ISI,block,first
1,125,1,0,2,777,953,1,2
2,130,1,0,2,942,520,1,0
3,133,0,0,2,275,938,1,0
4,141,1,0,2,777,361,1,0
5,173,0,0,2,275,293,1,0
6,65,1,0,2,263,351,1,0
7,56,0,0,2,359,533,1,0
8,143,1,0,2,374,938,1,0
9,128,0,0,2,402,406,1,0
10,150,1,0,2,359,533,1,0
11,55,0,0,2,468,760,1,0
12,33,1,0,2,690,589,1,0
13,162,0,0,2,433,760,1,0
14,136,0,0,2,369,270,1,0
15,35,1,0,2,551,953,1,0
16,61,1,0,2,450,520,1,0
17,139,0,0,2,763,589,1,0
18,161,0,0,2,562,272,1,0
19,104,1,0,2,942,953,1,0
20,150,0,0,2,374,282,1,0
1,122,1,1,2,714,573,1,2
2,102,0,1,2,594,755,1,0
3,117,1,1,2,312,760,1,0
4,68,0,1,2,399,760,1,0
5,163,0,1,2,916,251,1,0
6,143,1,1,2,452,645,1,0
7,98,0,1,2,502,460,1,0
8,142,0,1,2,312,285,1,0
9,157,1,1,2,579,555,1,0
10,121,0,1,2,563,343,1,0
11,86,1,1,2,452,958,1,0
12,139,0,1,2,879,895,1,0
13,142,1,1,2,645,518,1,0
14,161,0,1,2,287,373,1,0
15,47,1,1,2,353,502,1,0
16,70,0,1,2,452,481,1,0
17,85,1,1,2,380,958,1,0
18,63,1,1,2,354,698,1,0
19,76,0,1,2,714,266,1,0
20,104,1,1,2,312,645,1,0
1,139,1,2,2,659,596,1,2
2,54,1,2,2,478,581,1,0
3,166,0,2,2,537,348,1,0
4,59,0,2,2,462,532,1,0
5,144,1,2,2,251,348,1,0
6,56,1,2,2,477,535,1,0
7,58,0,2,2,481,348,1,0
8,44,0,2,2,284,451,1,0
9,79,1,2,2,537,427,1,0
10,104,1,2,2,659,593,1,0
11,156,0,2,2,251,535,1,0
12,165,0,2,2,659,401,1,0
13,70,1,2,2,586,930,1,0
14,146,0,2,2,586,593,1,0
15,126,0,2,2,455,401,1,0
16,143,1,2,2,444,607,1,0
17,129,0,2,2,417,531,1,0
18,85,0,2,2,855,970,1,0
19,88,1,2,2,441,596,1,0
20,121,1,2,2,831,930,1,0
1,117,1,3,2,554,377,1,2
2,27,1,3,2,548,532,1,0
3,174,0,3,2,371,618,1,0
4,46,1,3,2,687,265,1,0
5,89,0,3,2,746,341,1,0
6,41,0,3,2,548,654,1,0
7,50,1,3,2,530,826,1,0
8,144,1,3,2,548,835,1,0
9,26,0,3,2,371,618,1,0
10,25,0,3,2,336,341,1,0
11,28,1,3,2,791,265,1,0
12,97,0,3,2,361,377,1,0
13,79,1,3,2,523,654,1,0
14,115,0,3,2,487,584,1,0
15,101,0,3,2,361,285,1,0
16,127,1,3,2,498,760,1,0
17,78,1,3,2,824,566,1,0
18,61,0,3,2,523,298,1,0
19,29,0,3,2,548,275,1,0
20,55,1,3,2,371,646,1,0
1,42,1,4,2,514,271,1,2
2,32,1,4,2,921,577,1,0
3,59,0,4,2,256,317,1,0
4,154,1,4,2,333,807,1,0
5,51,0,4,2,522,752,1,0
6,141,0,4,2,298,261,1,0
7,169,1,4,2,317,255,1,0
8,125,0,4,2,860,807,1,0
9,48,0,4,2,743,262,1,0
10,151,1,4,2,321,729,1,0
11,51,0,4,2,284,485,1,0
12,80,1,4,2,847,349,1,0
13,40,1,4,2,921,730,1,0
14,154,0,4,2,836,543,1,0
15,28,1,4,2,511,255,1,0
16,64,0,4,2,836,915,1,0
17,44,1,4,2,360,662,1,0
18,66,1,4,2,405,807,1,0
19,70,0,4,2,770,307,1,0
20,77,0,4,2,900,485,1,0
1,110,1,5,2,430,508,1,2
2,80,0,5,2,313,790,1,0
3,158,1,5,2,778,254,1,0
4,123,1,5,2,296,721,1,0
5,133,0,5,2,778,272,1,0
6,109,1,5,2,910,581,1,0
7,111,0,5,2,383,486,1,0
8,128,1,5,2,821,721,1,0
9,98,0,5,2,402,652,1,0
10,110,1,5,2,398,790,1,0
11,48,0,5,2,510,410,1,0
12,47,1,5,2,569,499,1,0
13,96,0,5,2,268,844,1,0
14,142,0,5,2,359,581,1,0
15,85,1,5,2,434,253,1,0
16,122,0,5,2,910,844,1,0
17,169,1,5,2,268,486,1,0
18,139,0,5,2,440,272,1,0
19,158,1,5,2,710,581,1,0
20,62,0,5,2,430,547,1,0
1,52,0,0,2,475,906,2,0
2,34,1,0,2,861,525,2,0
3,111,1,0,2,302,663,2,0
4,169,0,0,2,305,466,2,0
5,75,1,0,2,702,299,2,0
6,136,0,0,2,445,271,2,0
7,116,1,0,2,336,737,2,0
8,123,1,0,2,584,927,2,0
9,69,0,0,2,584,656,2,0
10,57,1,0,2,569,728,2,0
11,148,1,0,2,337,578,2,0
12,32,0,0,2,440,361,2,0
13,100,0,0,2,488,334,2,0
14,160,1,0,2,617,833,2,0
15,85,1,0,2,867,614,2,0
16,52,0,0,2,413,420,2,0
17,91,0,0,2,697,466,2,0
18,105,1,0,2,364,887,2,0
19,47,0,0,2,880,812,2,0
20,146,0,0,2,846,361,2,0
1,90,1,1,2,582,669,2,0
2,156,1,1,2,872,623,2,0
3,151,0,1,2,934,501,2,0
4,120,0,1,2,591,501,2,0
5,38,1,1,2,414,339,2,0
6,139,1,1,2,507,442,2,0
7,171,0,1,2,263,286,2,0
8,34,1,1,2,872,339,2,0
9,115,0,1,2,507,501,2,0
10,81,0,1,2,992,957,2,0
11,89,1,1,2,367,717,2,0
12,147,1,1,2,563,873,2,0
13,101,0,1,2,606,442,2,0
14,119,0,1,2,591,777,2,0
15,79,1,1,2,934,576,2,0
16,136,0,1,2,581,358,2,0
17,60,1,1,2,581,777,2,0
18,95,0,1,2,480,770,2,0
19,70,0,1,2,523,590,2,0
20,44,1,1,2,990,862,2,0
1,97,1,2,2,524,999,2,0
2,27,1,2,2,524,451,2,0
3,103,0,2,2,317,512,2,0
4,116,1,2,2,505,451,2,0
5,122,0,2,2,978,535,2,0
6,112,0,2,2,394,744,2,0
7,160,1,2,2,726,463,2,0
8,47,0,2,2,289,257,2,0
9,80,0,2,2,978,422,2,0
10,132,1,2,2,255,503,2,0
11,150,0,2,2,607,305,2,0
12,111,0,2,2,422,490,2,0
13,114,1,2,2,262,628,2,0
14,152,0,2,2,741,463,2,0
15,43,1,2,2,388,744,2,0
16,165,0,2,2,555,785,2,0
17,131,1,2,2,370,305,2,0
18,119,0,2,2,422,503,2,0
19,54,1,2,2,255,646,2,0
20,38,1,2,2,726,490,2,0
1,174,0,3,2,457,337,2,0
2,47,1,3,2,332,437,2,0
3,134,0,3,2,512,772,2,0
4,101,0,3,2,665,775,2,0
5,74,1,3,2,349,713,2,0
6,155,1,3,2,300,426,2,0
7,88,0,3,2,348,326,2,0
8,91,1,3,2,280,775,2,0
9,138,0,3,2,983,261,2,0
10,64,1,3,2,983,454,2,0
11,89,1,3,2,300,910,2,0
12,162,0,3,2,428,752,2,0
13,144,0,3,2,428,553,2,0
14,94,1,3,2,344,596,2,0
15,84,1,3,2,998,454,2,0
16,60,0,3,2,665,426,2,0
17,166,0,3,2,983,711,2,0
18,172,1,3,2,609,786,2,0
19,47,1,3,2,300,545,2,0
20,69,0,3,2,998,713,2,0
1,128,1,4,2,638,354,2,0
2,172,0,4,2,339,633,2,0
3,82,0,4,2,346,488,2,0
4,91,1,4,2,652,255,2,0
5,88,0,4,2,330,265,2,0
6,134,0,4,2,330,287,2,0
7,123,1,4,2,382,280,2,0
8,122,0,4,2,339,749,2,0
9,71,1,4,2,863,861,2,0
10,122,0,4,2,810,287,2,0
11,172,1,4,2,339,287,2,0
12,32,1,4,2,532,378,2,0
13,70,0,4,2,783,815,2,0
14,51,1,4,2,339,488,2,0
15,77,1,4,2,334,622,2,0
16,64,0,4,2,532,571,2,0
17,43,0,4,2,697,305,2,0
18,169,1,4,2,374,633,2,0
19,114,0,4,2,454,749,2,0
20,34,1,4,2,334,378,2,0
1,105,0,5,2,384,511,2,0
2,82,1,5,2,423,322,2,0
3,174,0,5,2,960,711,2,0
4,120,1,5,2,586,886,2,0
5,82,0,5,2,384,976,2,0
6,77,1,5,2,320,511,2,0
7,153,0,5,2,468,511,2,0
8,106,1,5,2,308,656,2,0
9,153,0,5,2,722,537,2,0
10,108,1,5,2,598,909,2,0
11,174,1,5,2,598,696,2,0
12,51,0,5,2,358,301,2,0
13,105,0,5,2,348,842,2,0
14,108,1,5,2,871,711,2,0
15,63,1,5,2,317,340,2,0
16,84,0,5,2,416,696,2,0
17,30,1,5,2,577,672,2,0
18,107,0,5,2,859,689,2,0
19,93,1,5,2,348,459,2,0
20,115,0,5,2,722,292,2,0
