trial_n,gen1,gen2,choice,order,condition,task,ITI,ISI,block
1,6,7,1,0,0,9,261,595,1
2,4,5,0,0,0,9,431,359,1
3,3,4,1,0,0,9,353,947,1
4,7,8,0,1,0,9,274,980,1
5,7,8,1,1,0,9,351,387,1
6,2,3,0,1,0,9,310,714,1
7,0,1,1,1,0,9,772,957,1
8,1,2,1,1,0,9,586,274,1
9,0,1,0,1,0,9,419,650,1
10,3,4,0,1,0,9,505,490,1
11,6,7,0,0,0,9,427,615,1
12,1,2,0,0,0,9,628,253,1
13,5,6,0,0,0,9,343,399,1
14,2,3,1,1,0,9,762,871,1
15,5,6,1,0,0,9,498,377,1
16,4,5,1,0,0,9,309,698,1
1,6,7,1,0,1,9,929,746,1
2,4,5,0,0,1,9,627,670,1
3,3,4,1,0,1,9,535,302,1
4,7,8,0,1,1,9,546,589,1
5,7,8,1,1,1,9,277,747,1
6,2,3,0,1,1,9,959,267,1
7,0,1,1,1,1,9,927,630,1
8,1,2,1,1,1,9,437,325,1
9,0,1,0,1,1,9,487,269,1
10,3,4,0,1,1,9,404,310,1
11,6,7,0,0,1,9,337,296,1
12,1,2,0,0,1,9,597,424,1
13,5,6,0,0,1,9,522,842,1
14,2,3,1,1,1,9,349,360,1
15,5,6,1,0,1,9,442,547,1
16,4,5,1,0,1,9,547,273,1
1,6,7,1,0,2,9,786,300,1
2,4,5,0,0,2,9,330,646,1
3,3,4,1,0,2,9,749,598,1
4,7,8,0,1,2,9,391,267,1
5,7,8,1,1,2,9,440,465,1
6,2,3,0,1,2,9,320,679,1
7,0,1,1,1,2,9,298,822,1
8,1,2,1,1,2,9,578,399,1
9,0,1,0,1,2,9,715,533,1
10,3,4,0,1,2,9,276,557,1
11,6,7,0,0,2,9,582,864,1
12,1,2,0,0,2,9,483,266,1
13,5,6,0,0,2,9,578,387,1
14,2,3,1,1,2,9,526,251,1
15,5,6,1,0,2,9,336,403,1
16,4,5,1,0,2,9,863,537,1
1,6,7,1,0,3,9,285,395,1
2,4,5,0,0,3,9,262,421,1
3,3,4,1,0,3,9,827,817,1
4,7,8,0,1,3,9,385,429,1
5,7,8,1,1,3,9,684,832,1
6,2,3,0,1,3,9,443,341,1
7,0,1,1,1,3,9,425,797,1
8,1,2,1,1,3,9,621,261,1
9,0,1,0,1,3,9,355,263,1
10,3,4,0,1,3,9,325,299,1
11,6,7,0,0,3,9,792,907,1
12,1,2,0,0,3,9,990,447,1
13,5,6,0,0,3,9,348,292,1
14,2,3,1,1,3,9,732,868,1
15,5,6,1,0,3,9,708,337,1
16,4,5,1,0,3,9,839,385,1
1,6,7,1,0,4,9,902,791,1
2,4,5,0,0,4,9,690,337,1
3,3,4,1,0,4,9,573,401,1
4,7,8,0,1,4,9,337,627,1
5,7,8,1,1,4,9,502,339,1
6,2,3,0,1,4,9,385,433,1
7,0,1,1,1,4,9,579,360,1
8,1,2,1,1,4,9,432,408,1
9,0,1,0,1,4,9,356,725,1
10,3,4,0,1,4,9,382,418,1
11,6,7,0,0,4,9,381,749,1
12,1,2,0,0,4,9,632,274,1
13,5,6,0,0,4,9,399,298,1
14,2,3,1,1,4,9,505,313,1
15,5,6,1,0,4,9,642,595,1
16,4,5,1,0,4,9,450,715,1
1,6,7,1,0,5,9,301,292,1
2,4,5,0,0,5,9,277,411,1
3,3,4,1,0,5,9,855,893,1
4,7,8,0,1,5,9,848,844,1
5,7,8,1,1,5,9,618,373,1
6,2,3,0,1,5,9,668,255,1
7,0,1,1,1,5,9,394,302,1
8,1,2,1,1,5,9,392,706,1
9,0,1,0,1,5,9,522,905,1
10,3,4,0,1,5,9,270,294,1
11,6,7,0,0,5,9,595,600,1
12,1,2,0,0,5,9,276,455,1
13,5,6,0,0,5,9,299,597,1
14,2,3,1,1,5,9,818,834,1
15,5,6,1,0,5,9,337,459,1
16,4,5,1,0,5,9,706,452,1
1,6,7,1,0,0,9,347,805,2
2,4,5,0,0,0,9,710,894,2
3,3,4,1,0,0,9,388,484,2
4,7,8,0,1,0,9,449,265,2
5,7,8,1,1,0,9,317,902,2
6,2,3,0,1,0,9,541,322,2
7,0,1,1,1,0,9,262,621,2
8,1,2,1,1,0,9,329,302,2
9,0,1,0,1,0,9,356,286,2
10,3,4,0,1,0,9,509,783,2
11,6,7,0,0,0,9,369,907,2
12,1,2,0,0,0,9,833,642,2
13,5,6,0,0,0,9,573,496,2
14,2,3,1,1,0,9,521,765,2
15,5,6,1,0,0,9,657,596,2
16,4,5,1,0,0,9,339,544,2
1,6,7,1,0,1,9,445,419,2
2,4,5,0,0,1,9,382,690,2
3,3,4,1,0,1,9,499,405,2
4,7,8,0,1,1,9,726,391,2
5,7,8,1,1,1,9,458,983,2
6,2,3,0,1,1,9,359,481,2
7,0,1,1,1,1,9,574,426,2
8,1,2,1,1,1,9,343,367,2
9,0,1,0,1,1,9,514,532,2
10,3,4,0,1,1,9,468,275,2
11,6,7,0,0,1,9,321,841,2
12,1,2,0,0,1,9,876,298,2
13,5,6,0,0,1,9,693,256,2
14,2,3,1,1,1,9,627,464,2
15,5,6,1,0,1,9,380,437,2
16,4,5,1,0,1,9,689,366,2
1,6,7,1,0,2,9,550,329,2
2,4,5,0,0,2,9,312,392,2
3,3,4,1,0,2,9,540,331,2
4,7,8,0,1,2,9,330,573,2
5,7,8,1,1,2,9,949,821,2
6,2,3,0,1,2,9,487,885,2
7,0,1,1,1,2,9,595,518,2
8,1,2,1,1,2,9,410,420,2
9,0,1,0,1,2,9,282,589,2
10,3,4,0,1,2,9,399,730,2
11,6,7,0,0,2,9,371,619,2
12,1,2,0,0,2,9,953,503,2
13,5,6,0,0,2,9,350,574,2
14,2,3,1,1,2,9,856,749,2
15,5,6,1,0,2,9,281,271,2
16,4,5,1,0,2,9,462,865,2
1,6,7,1,0,3,9,663,700,2
2,4,5,0,0,3,9,851,697,2
3,3,4,1,0,3,9,591,260,2
4,7,8,0,1,3,9,521,271,2
5,7,8,1,1,3,9,949,439,2
6,2,3,0,1,3,9,523,354,2
7,0,1,1,1,3,9,255,662,2
8,1,2,1,1,3,9,323,280,2
9,0,1,0,1,3,9,428,509,2
10,3,4,0,1,3,9,455,580,2
11,6,7,0,0,3,9,284,781,2
12,1,2,0,0,3,9,421,458,2
13,5,6,0,0,3,9,818,451,2
14,2,3,1,1,3,9,450,855,2
15,5,6,1,0,3,9,515,269,2
16,4,5,1,0,3,9,324,327,2
1,6,7,1,0,4,9,285,924,2
2,4,5,0,0,4,9,448,853,2
3,3,4,1,0,4,9,779,337,2
4,7,8,0,1,4,9,706,480,2
5,7,8,1,1,4,9,265,817,2
6,2,3,0,1,4,9,454,371,2
7,0,1,1,1,4,9,859,825,2
8,1,2,1,1,4,9,474,437,2
9,0,1,0,1,4,9,930,763,2
10,3,4,0,1,4,9,359,285,2
11,6,7,0,0,4,9,760,526,2
12,1,2,0,0,4,9,306,314,2
13,5,6,0,0,4,9,551,804,2
14,2,3,1,1,4,9,384,272,2
15,5,6,1,0,4,9,648,525,2
16,4,5,1,0,4,9,306,390,2
1,6,7,1,0,5,9,678,833,2
2,4,5,0,0,5,9,402,533,2
3,3,4,1,0,5,9,748,704,2
4,7,8,0,1,5,9,512,757,2
5,7,8,1,1,5,9,857,642,2
6,2,3,0,1,5,9,315,596,2
7,0,1,1,1,5,9,814,990,2
8,1,2,1,1,5,9,673,841,2
9,0,1,0,1,5,9,283,812,2
10,3,4,0,1,5,9,799,633,2
11,6,7,0,0,5,9,287,480,2
12,1,2,0,0,5,9,260,321,2
13,5,6,0,0,5,9,889,448,2
14,2,3,1,1,5,9,337,794,2
15,5,6,1,0,5,9,801,362,2
16,4,5,1,0,5,9,770,490,2
