trial_n,rho,choice,condition,task,ITI,ISI,block,first
1,121,0,0,2,813,529,1,0
2,170,1,0,2,813,423,1,0
3,93,1,0,2,649,947,1,0
4,115,0,0,2,659,839,1,0
5,53,1,0,2,479,947,1,0
6,57,0,0,2,315,305,1,0
1,41,0,1,2,353,659,1,0
2,163,1,1,2,851,474,1,0
3,98,1,1,2,647,952,1,0
4,141,0,1,2,392,474,1,0
5,59,1,1,2,425,659,1,0
6,26,1,1,2,392,911,1,0
1,130,0,0,2,554,290,2,0
2,153,0,0,2,321,741,2,0
3,133,1,0,2,961,599,2,0
4,93,0,0,2,729,599,2,0
5,118,1,0,2,435,655,2,0
6,88,1,0,2,554,435,2,0
1,166,1,1,2,977,439,2,0
2,41,1,1,2,560,439,2,0
3,68,0,1,2,714,779,2,0
4,126,0,1,2,654,394,2,0
5,67,1,1,2,654,439,2,0
6,153,0,1,2,294,394,2,0
