trial_n,rho,condition,task,ITI,ISI,block,ouA,ouB,ouC
1,100,0,3,789,1160,1,0,1,1
2,100,0,3,786,1091,1,0,1,0
3,100,0,3,794,1439,1,1,0,1
4,100,0,3,1104,973,1,0,1,1
5,100,0,3,1286,1404,1,0,0,0
6,100,0,3,867,1275,1,0,0,1
7,100,0,3,891,769,1,1,1,1
8,100,0,3,1265,1053,1,0,0,1
9,100,0,3,1232,967,1,1,0,0
10,100,0,3,1145,1453,1,0,1,1
11,100,0,3,1332,941,1,0,0,1
12,100,0,3,1211,1480,1,0,1,1
1,100,1,3,931,1113,1,0,0,1
2,100,1,3,1022,1213,1,0,1,0
3,100,1,3,1006,1118,1,0,1,1
4,100,1,3,918,1186,1,1,1,1
5,100,1,3,952,1061,1,0,0,0
6,100,1,3,1331,899,1,0,0,1
7,100,1,3,805,1013,1,0,0,1
8,100,1,3,921,1236,1,1,1,1
9,100,1,3,1376,825,1,0,0,0
10,100,1,3,1086,1374,1,1,0,1
11,100,1,3,1176,800,1,0,1,1
12,100,1,3,850,941,1,0,1,1
1,100,2,3,838,1002,1,0,1,1
2,100,2,3,781,935,1,0,0,1
3,100,2,3,782,1144,1,0,1,0
4,100,2,3,875,949,1,1,1,1
5,100,2,3,814,973,1,0,0,1
6,100,2,3,1057,786,1,1,1,0
7,100,2,3,852,1108,1,0,0,1
8,100,2,3,1185,1327,1,0,0,1
9,100,2,3,1027,878,1,0,1,0
10,100,2,3,1253,1043,1,1,1,1
11,100,2,3,1251,1272,1,0,0,1
12,100,2,3,1327,1049,1,0,0,1
1,100,3,3,999,1160,1,0,1,1
2,100,3,3,1095,1464,1,0,0,0
3,100,3,3,1355,932,1,0,1,1
4,100,3,3,931,1337,1,1,0,1
5,100,3,3,1163,786,1,0,0,1
6,100,3,3,916,1007,1,0,0,0
7,100,3,3,1340,807,1,1,1,1
8,100,3,3,1052,752,1,0,1,1
9,100,3,3,1128,890,1,0,0,1
10,100,3,3,899,852,1,1,1,0
11,100,3,3,1001,888,1,0,0,1
12,100,3,3,968,989,1,0,1,1
1,100,4,3,761,791,1,0,1,1
2,100,4,3,1493,793,1,0,0,1
3,100,4,3,917,923,1,1,0,1
4,100,4,3,929,910,1,0,1,0
5,100,4,3,835,895,1,0,1,1
6,100,4,3,1320,1078,1,0,0,1
7,100,4,3,1190,865,1,1,1,1
8,100,4,3,1171,1220,1,0,1,0
9,100,4,3,1130,790,1,0,0,1
10,100,4,3,823,873,1,0,0,0
11,100,4,3,1163,1384,1,1,1,1
12,100,4,3,1201,1347,1,0,0,1
1,100,5,3,758,974,1,0,1,1
2,100,5,3,925,1091,1,0,1,1
3,100,5,3,1168,1328,1,0,0,1
