trial_n,gen1,gen2,choice,order,condition,task,ITI,ISI,block
1,6,7,1,0,0,9,342,392,1
2,4,5,0,0,0,9,538,965,1
3,3,4,1,0,0,9,764,971,1
4,7,8,0,1,0,9,285,619,1
5,7,8,1,1,0,9,380,441,1
6,2,3,0,1,0,9,521,474,1
7,0,1,1,1,0,9,438,334,1
8,1,2,1,1,0,9,376,318,1
9,0,1,0,1,0,9,353,259,1
10,3,4,0,1,0,9,765,646,1
11,6,7,0,0,0,9,854,772,1
12,1,2,0,0,0,9,603,471,1
13,5,6,0,0,0,9,269,412,1
14,2,3,1,1,0,9,366,616,1
15,5,6,1,0,0,9,407,898,1
16,4,5,1,0,0,9,682,484,1
1,6,7,1,0,1,9,525,472,1
2,4,5,0,0,1,9,492,679,1
3,3,4,1,0,1,9,835,640,1
4,7,8,0,1,1,9,323,790,1
5,7,8,1,1,1,9,425,394,1
6,2,3,0,1,1,9,682,694,1
7,0,1,1,1,1,9,492,606,1
8,1,2,1,1,1,9,378,368,1
9,0,1,0,1,1,9,383,383,1
10,3,4,0,1,1,9,324,833,1
11,6,7,0,0,1,9,632,310,1
12,1,2,0,0,1,9,918,319,1
13,5,6,0,0,1,9,657,273,1
14,2,3,1,1,1,9,251,271,1
15,5,6,1,0,1,9,806,696,1
16,4,5,1,0,1,9,434,262,1
1,6,7,1,0,2,9,414,391,1
2,4,5,0,0,2,9,466,401,1
3,3,4,1,0,2,9,529,362,1
4,7,8,0,1,2,9,819,356,1
5,7,8,1,1,2,9,349,333,1
6,2,3,0,1,2,9,593,526,1
7,0,1,1,1,2,9,327,329,1
8,1,2,1,1,2,9,408,602,1
9,0,1,0,1,2,9,970,583,1
10,3,4,0,1,2,9,353,901,1
11,6,7,0,0,2,9,818,449,1
12,1,2,0,0,2,9,372,392,1
13,5,6,0,0,2,9,551,395,1
14,2,3,1,1,2,9,423,931,1
15,5,6,1,0,2,9,727,569,1
16,4,5,1,0,2,9,668,620,1
1,6,7,1,0,3,9,425,268,1
2,4,5,0,0,3,9,450,485,1
3,3,4,1,0,3,9,555,486,1
4,7,8,0,1,3,9,505,735,1
5,7,8,1,1,3,9,261,351,1
6,2,3,0,1,3,9,497,808,1
7,0,1,1,1,3,9,793,546,1
8,1,2,1,1,3,9,447,291,1
9,0,1,0,1,3,9,416,253,1
10,3,4,0,1,3,9,333,404,1
11,6,7,0,0,3,9,271,419,1
12,1,2,0,0,3,9,262,496,1
13,5,6,0,0,3,9,525,588,1
14,2,3,1,1,3,9,473,520,1
15,5,6,1,0,3,9,732,808,1
16,4,5,1,0,3,9,459,601,1
1,6,7,1,0,4,9,389,547,1
2,4,5,0,0,4,9,354,505,1
3,3,4,1,0,4,9,435,354,1
4,7,8,0,1,4,9,448,844,1
5,7,8,1,1,4,9,277,447,1
6,2,3,0,1,4,9,377,747,1
7,0,1,1,1,4,9,287,411,1
8,1,2,1,1,4,9,397,389,1
9,0,1,0,1,4,9,637,462,1
10,3,4,0,1,4,9,467,626,1
11,6,7,0,0,4,9,413,963,1
12,1,2,0,0,4,9,338,327,1
13,5,6,0,0,4,9,756,408,1
14,2,3,1,1,4,9,713,438,1
15,5,6,1,0,4,9,396,538,1
16,4,5,1,0,4,9,985,413,1
1,6,7,1,0,5,9,386,846,1
2,4,5,0,0,5,9,383,517,1
3,3,4,1,0,5,9,512,458,1
4,7,8,0,1,5,9,342,310,1
5,7,8,1,1,5,9,271,538,1
6,2,3,0,1,5,9,859,538,1
7,0,1,1,1,5,9,268,679,1
8,1,2,1,1,5,9,692,330,1
9,0,1,0,1,5,9,348,922,1
10,3,4,0,1,5,9,280,274,1
11,6,7,0,0,5,9,784,311,1
12,1,2,0,0,5,9,303,836,1
13,5,6,0,0,5,9,711,391,1
14,2,3,1,1,5,9,743,704,1
15,5,6,1,0,5,9,726,394,1
16,4,5,1,0,5,9,352,309,1
1,6,7,1,0,0,9,288,585,2
2,4,5,0,0,0,9,686,381,2
3,3,4,1,0,0,9,275,415,2
4,7,8,0,1,0,9,817,269,2
5,7,8,1,1,0,9,584,742,2
6,2,3,0,1,0,9,507,913,2
7,0,1,1,1,0,9,535,503,2
8,1,2,1,1,0,9,788,388,2
9,0,1,0,1,0,9,319,312,2
10,3,4,0,1,0,9,660,547,2
11,6,7,0,0,0,9,256,532,2
12,1,2,0,0,0,9,826,656,2
13,5,6,0,0,0,9,424,305,2
14,2,3,1,1,0,9,541,399,2
15,5,6,1,0,0,9,949,561,2
16,4,5,1,0,0,9,619,423,2
1,6,7,1,0,1,9,410,469,2
2,4,5,0,0,1,9,496,388,2
3,3,4,1,0,1,9,777,382,2
4,7,8,0,1,1,9,320,956,2
5,7,8,1,1,1,9,309,806,2
6,2,3,0,1,1,9,999,765,2
7,0,1,1,1,1,9,327,492,2
8,1,2,1,1,1,9,644,986,2
9,0,1,0,1,1,9,465,553,2
10,3,4,0,1,1,9,676,749,2
11,6,7,0,0,1,9,891,378,2
12,1,2,0,0,1,9,273,479,2
13,5,6,0,0,1,9,269,986,2
14,2,3,1,1,1,9,485,408,2
15,5,6,1,0,1,9,375,794,2
16,4,5,1,0,1,9,277,549,2
1,6,7,1,0,2,9,420,995,2
2,4,5,0,0,2,9,419,435,2
3,3,4,1,0,2,9,334,268,2
4,7,8,0,1,2,9,877,285,2
5,7,8,1,1,2,9,439,783,2
6,2,3,0,1,2,9,311,348,2
7,0,1,1,1,2,9,409,336,2
8,1,2,1,1,2,9,434,268,2
9,0,1,0,1,2,9,534,794,2
10,3,4,0,1,2,9,933,802,2
11,6,7,0,0,2,9,397,390,2
12,1,2,0,0,2,9,557,504,2
13,5,6,0,0,2,9,272,372,2
14,2,3,1,1,2,9,428,727,2
15,5,6,1,0,2,9,256,388,2
16,4,5,1,0,2,9,362,798,2
1,6,7,1,0,3,9,477,862,2
2,4,5,0,0,3,9,281,281,2
3,3,4,1,0,3,9,335,585,2
4,7,8,0,1,3,9,473,257,2
5,7,8,1,1,3,9,323,971,2
6,2,3,0,1,3,9,394,456,2
7,0,1,1,1,3,9,986,371,2
8,1,2,1,1,3,9,452,557,2
9,0,1,0,1,3,9,645,925,2
10,3,4,0,1,3,9,800,506,2
11,6,7,0,0,3,9,818,429,2
12,1,2,0,0,3,9,365,357,2
13,5,6,0,0,3,9,564,867,2
14,2,3,1,1,3,9,918,644,2
15,5,6,1,0,3,9,882,935,2
16,4,5,1,0,3,9,356,480,2
1,6,7,1,0,4,9,547,323,2
2,4,5,0,0,4,9,542,778,2
3,3,4,1,0,4,9,894,438,2
4,7,8,0,1,4,9,913,554,2
5,7,8,1,1,4,9,290,774,2
6,2,3,0,1,4,9,674,797,2
7,0,1,1,1,4,9,322,469,2
8,1,2,1,1,4,9,792,515,2
9,0,1,0,1,4,9,648,741,2
10,3,4,0,1,4,9,263,781,2
11,6,7,0,0,4,9,450,740,2
12,1,2,0,0,4,9,614,328,2
13,5,6,0,0,4,9,594,505,2
14,2,3,1,1,4,9,638,883,2
15,5,6,1,0,4,9,639,649,2
16,4,5,1,0,4,9,260,842,2
1,6,7,1,0,5,9,703,751,2
2,4,5,0,0,5,9,358,263,2
3,3,4,1,0,5,9,780,309,2
4,7,8,0,1,5,9,442,277,2
5,7,8,1,1,5,9,447,323,2
6,2,3,0,1,5,9,651,686,2
7,0,1,1,1,5,9,403,773,2
8,1,2,1,1,5,9,751,699,2
9,0,1,0,1,5,9,697,660,2
10,3,4,0,1,5,9,277,419,2
11,6,7,0,0,5,9,464,314,2
12,1,2,0,0,5,9,636,351,2
13,5,6,0,0,5,9,458,550,2
14,2,3,1,1,5,9,951,517,2
15,5,6,1,0,5,9,513,698,2
16,4,5,1,0,5,9,671,372,2
