trial_n,rho,condition,task,ITI,ISI,block,ouA,ouB,ouC
1,100,0,3,1002,879,1,0,1,1
2,100,0,3,1287,807,1,0,0,1
3,100,0,3,821,1204,1,0,0,0
4,100,0,3,1018,1006,1,1,1,1
5,100,0,3,870,1030,1,1,0,1
6,100,0,3,990,1005,1,0,0,1
7,100,0,3,1145,942,1,0,1,0
8,100,0,3,873,811,1,0,0,1
9,100,0,3,1496,1393,1,1,1,1
10,100,0,3,824,774,1,0,1,1
11,100,0,3,773,1027,1,0,1,0
12,100,0,3,1458,1026,1,0,0,1
1,100,1,3,793,1033,1,0,0,1
2,100,1,3,1054,1304,1,0,1,1
3,100,1,3,842,882,1,1,0,0
4,100,1,3,890,1142,1,0,1,1
5,100,1,3,1212,1143,1,0,1,1
6,100,1,3,838,833,1,0,0,0
7,100,1,3,1375,852,1,1,0,1
8,100,1,3,1105,757,1,0,1,1
9,100,1,3,1344,1185,1,1,0,0
10,100,1,3,1004,924,1,0,0,1
11,100,1,3,1285,752,1,0,1,1
12,100,1,3,999,892,1,0,1,1
1,100,2,3,773,1471,1,0,0,1
2,100,2,3,900,814,1,0,0,1
3,100,2,3,1117,1098,1,1,0,0
4,100,2,3,800,1364,1,0,1,1
5,100,2,3,787,758,1,0,0,1
6,100,2,3,1031,1033,1,0,1,1
7,100,2,3,886,872,1,1,1,0
8,100,2,3,996,1014,1,0,0,1
9,100,2,3,1382,1346,1,1,1,0
10,100,2,3,1044,1263,1,0,1,1
11,100,2,3,1225,1473,1,0,0,1
12,100,2,3,928,800,1,0,1,1
1,100,3,3,1408,1077,1,0,0,1
2,100,3,3,841,1007,1,0,1,1
3,100,3,3,1202,1345,1,1,1,1
4,100,3,3,784,1007,1,0,0,0
5,100,3,3,1063,1343,1,0,1,1
6,100,3,3,1070,1199,1,1,1,1
7,100,3,3,1406,1330,1,0,0,1
8,100,3,3,1154,1049,1,0,0,0
9,100,3,3,945,751,1,1,1,1
10,100,3,3,801,1236,1,0,0,1
11,100,3,3,1292,753,1,0,1,0
12,100,3,3,1043,831,1,0,0,1
1,100,4,3,1449,1027,1,0,0,1
