trial_n,rho,condition,task,ITI,ISI,block,ouA,ouB,ouC
1,100,0,3,779,1076,1,0,1,1
2,100,0,3,1380,1466,1,1,0,1
3,100,0,3,971,873,1,0,1,0
4,100,0,3,954,1201,1,0,0,1
5,100,0,3,975,989,1,0,0,1
6,100,0,3,1316,995,1,1,1,1
7,100,0,3,1279,938,1,0,0,0
8,100,0,3,1101,1118,1,0,1,1
9,100,0,3,922,793,1,1,1,1
10,100,0,3,968,1334,1,0,0,1
11,100,0,3,799,919,1,0,0,0
12,100,0,3,1135,1421,1,0,1,1
1,100,1,3,1248,820,1,0,1,1
2,100,1,3,1330,1083,1,0,0,1
3,100,1,3,1058,1227,1,0,1,1
4,100,1,3,939,834,1,1,0,0
5,100,1,3,969,1235,1,0,0,1
6,100,1,3,1329,1196,1,1,0,1
7,100,1,3,979,863,1,0,1,1
8,100,1,3,1030,811,1,0,1,0
9,100,1,3,1438,1012,1,0,0,1
10,100,1,3,784,836,1,1,0,1
11,100,1,3,783,1366,1,0,1,0
12,100,1,3,902,1319,1,0,1,1
1,100,2,3,911,784,1,0,1,1
2,100,2,3,929,807,1,0,0,1
3,100,2,3,1004,870,1,0,1,0
4,100,2,3,1223,849,1,1,1,1
5,100,2,3,834,802,1,0,0,1
6,100,2,3,902,972,1,0,1,1
7,100,2,3,1301,923,1,0,1,0
8,100,2,3,1122,1113,1,1,0,1
9,100,2,3,1046,841,1,0,1,0
10,100,2,3,920,1081,1,0,0,1
11,100,2,3,870,879,1,1,0,1
12,100,2,3,918,1474,1,0,0,1
1,100,3,3,759,770,1,1,1,1
2,100,3,3,1236,801,1,0,1,1
3,100,3,3,1385,1005,1,0,0,0
4,100,3,3,1395,760,1,0,0,1
5,100,3,3,1068,1487,1,1,1,0
6,100,3,3,944,974,1,0,1,1
7,100,3,3,1155,842,1,0,1,1
8,100,3,3,1206,1120,1,0,0,1
9,100,3,3,1033,1036,1,1,1,0
10,100,3,3,1116,1448,1,0,0,1
11,100,3,3,776,1052,1,0,0,1
12,100,3,3,1013,762,1,0,0,1
1,100,4,3,967,1488,1,0,1,1
2,100,4,3,1395,1129,1,0,0,1
3,100,4,3,1190,924,1,0,1,1
4,100,4,3,1129,1039,1,1,0,0
5,100,4,3,891,1077,1,0,1,1
6,100,4,3,978,1338,1,0,1,1
7,100,4,3,1332,1190,1,0,0,1
8,100,4,3,794,766,1,1,1,0
9,100,4,3,1429,1131,1,1,0,0
10,100,4,3,914,1292,1,0,1,1
11,100,4,3,1221,811,1,0,0,1
12,100,4,3,865,878,1,0,0,1
1,100,5,3,818,853,1,0,1,1
2,100,5,3,836,1265,1,0,1,1
3,100,5,3,828,1139,1,0,0,1
4,100,5,3,821,980,1,1,1,0
5,100,5,3,758,1156,1,0,0,1
6,100,5,3,862,1230,1,0,1,1
7,100,5,3,850,750,1,0,0,0
8,100,5,3,1188,958,1,1,0,1
9,100,5,3,1021,858,1,0,1,1
10,100,5,3,770,1093,1,0,0,0
11,100,5,3,785,901,1,0,0,1
12,100,5,3,1266,843,1,1,1,1
1,100,0,3,907,898,2,0,0,1
2,100,0,3,1115,917,2,0,1,1
3,100,0,3,775,897,2,1,1,0
4,100,0,3,1285,928,2,0,0,1
5,100,0,3,1000,1258,2,0,1,1
6,100,0,3,880,1122,2,0,1,0
7,100,0,3,1214,1433,2,1,0,1
8,100,0,3,1399,814,2,0,0,1
9,100,0,3,867,1101,2,0,0,0
10,100,0,3,972,1148,2,1,1,1
11,100,0,3,1037,798,2,0,1,1
12,100,0,3,1023,751,2,0,0,1
1,100,1,3,795,810,2,0,0,1
2,100,1,3,801,994,2,0,0,1
3,100,1,3,896,751,2,0,0,1
4,100,1,3,1225,1213,2,1,1,0
5,100,1,3,825,1102,2,0,1,1
6,100,1,3,843,1043,2,0,1,0
7,100,1,3,1106,809,2,1,0,1
8,100,1,3,781,1279,2,0,1,1
9,100,1,3,1000,1007,2,0,0,1
10,100,1,3,1262,1268,2,0,0,0
11,100,1,3,1128,984,2,1,1,1
12,100,1,3,996,966,2,0,1,1
1,100,2,3,1308,1358,2,0,1,1
2,100,2,3,1190,1091,2,0,1,1
3,100,2,3,896,1217,2,0,0,1
4,100,2,3,1067,762,2,1,1,0
5,100,2,3,1253,903,2,0,0,1
6,100,2,3,1014,1367,2,0,0,1
7,100,2,3,882,846,2,1,1,1
8,100,2,3,984,852,2,0,0,0
9,100,2,3,972,1015,2,1,1,1
10,100,2,3,786,971,2,0,1,0
11,100,2,3,786,929,2,0,0,1
12,100,2,3,1026,1109,2,0,0,1
1,100,3,3,916,996,2,0,0,1
2,100,3,3,864,1120,2,0,1,1
3,100,3,3,1235,775,2,0,1,0
4,100,3,3,762,1367,2,1,1,1
5,100,3,3,1089,837,2,0,0,1
6,100,3,3,1017,901,2,1,1,1
7,100,3,3,786,750,2,0,0,0
8,100,3,3,918,892,2,0,0,1
9,100,3,3,1392,814,2,0,1,1
10,100,3,3,1315,1437,2,1,0,0
11,100,3,3,904,767,2,0,1,1
12,100,3,3,955,1085,2,0,0,1
1,100,4,3,905,1065,2,0,0,1
2,100,4,3,1268,1145,2,1,0,0
3,100,4,3,937,1068,2,0,1,1
4,100,4,3,879,1088,2,0,0,1
5,100,4,3,950,1142,2,0,1,1
6,100,4,3,1234,1258,2,1,1,0
7,100,4,3,1425,1358,2,0,0,1
8,100,4,3,887,1217,2,0,1,1
9,100,4,3,1126,766,2,1,1,0
10,100,4,3,787,832,2,0,0,1
11,100,4,3,753,1065,2,0,1,1
12,100,4,3,752,1339,2,0,0,1
1,100,5,3,1147,789,2,0,1,1
2,100,5,3,1241,874,2,0,0,1
3,100,5,3,754,793,2,1,0,1
4,100,5,3,804,933,2,0,1,0
5,100,5,3,932,1036,2,0,1,1
6,100,5,3,1485,930,2,1,0,1
7,100,5,3,1162,1235,2,0,1,1
8,100,5,3,938,1286,2,0,0,0
9,100,5,3,814,1027,2,1,1,1
10,100,5,3,1482,940,2,0,0,0
11,100,5,3,1221,951,2,0,0,1
12,100,5,3,1353,779,2,0,1,1
