trial_n,rho,choice,condition,task,ITI,ISI,block,first
1,115,0,0,2,466,745,1,0
2,91,0,0,2,407,603,1,0
3,147,1,0,2,859,535,1,0
4,36,1,0,2,304,484,1,0
5,107,0,0,2,859,745,1,0
6,95,0,0,2,952,645,1,0
1,65,0,1,2,643,287,1,0
2,45,0,1,2,264,433,1,0
3,79,1,1,2,901,777,1,0
4,48,1,1,2,304,282,1,0
5,25,0,1,2,304,777,1,0
6,75,1,1,2,585,287,1,0
1,154,0,0,2,325,901,2,0
2,104,1,0,2,592,917,2,0
3,51,1,0,2,311,901,2,0
4,29,0,0,2,752,857,2,0
5,130,1,0,2,752,917,2,0
6,129,0,0,2,419,917,2,0
1,30,0,1,2,404,874,2,0
2,48,1,1,2,297,558,2,0
3,154,0,1,2,877,292,2,0
4,108,1,1,2,877,292,2,0
5,44,1,1,2,341,412,2,0
6,129,0,1,2,732,377,2,0
