trial_n,rho,choice,condition,task,ITI,ISI,block,first
1,151,1,0,2,520,548,1,2
2,72,0,0,2,612,524,1,0
3,59,1,0,2,267,625,1,0
4,111,0,0,2,342,403,1,0
5,151,0,0,2,284,667,1,0
6,70,1,0,2,252,835,1,0
7,93,0,0,2,824,571,1,0
8,59,1,0,2,817,403,1,0
9,101,0,0,2,757,341,1,0
10,135,0,0,2,490,318,1,0
11,173,1,0,2,612,341,1,0
12,73,1,0,2,718,342,1,0
13,39,0,0,2,925,835,1,0
14,172,0,0,2,806,763,1,0
15,125,1,0,2,520,829,1,0
16,101,0,0,2,863,403,1,0
17,89,1,0,2,480,860,1,0
18,78,1,0,2,797,318,1,0
19,145,0,0,2,520,351,1,0
20,64,1,0,2,480,341,1,0
1,134,1,1,2,390,828,1,2
2,55,0,1,2,815,275,1,0
3,158,1,1,2,296,275,1,0
4,125,0,1,2,407,252,1,0
5,63,0,1,2,996,426,1,0
6,100,1,1,2,954,426,1,0
7,28,1,1,2,703,500,1,0
8,139,0,1,2,703,895,1,0
9,69,1,1,2,260,307,1,0
10,40,0,1,2,593,252,1,0
11,31,0,1,2,365,828,1,0
12,118,1,1,2,454,252,1,0
13,99,0,1,2,784,408,1,0
14,110,1,1,2,530,978,1,0
15,29,0,1,2,954,439,1,0
16,127,1,1,2,501,374,1,0
17,98,0,1,2,454,828,1,0
18,60,0,1,2,369,642,1,0
19,53,1,1,2,593,571,1,0
20,141,1,1,2,791,895,1,0
1,108,0,2,2,319,968,1,0
2,63,0,2,2,385,262,1,0
3,64,1,2,2,260,589,1,2
4,84,0,2,2,306,968,1,0
5,90,1,2,2,500,988,1,0
6,147,1,2,2,500,460,1,0
7,100,0,2,2,689,460,1,0
8,30,0,2,2,306,688,1,0
9,125,1,2,2,516,300,1,0
10,95,0,2,2,260,627,1,0
11,81,1,2,2,682,363,1,0
12,160,1,2,2,528,892,1,0
13,50,0,2,2,871,432,1,0
14,132,1,2,2,412,831,1,0
15,91,0,2,2,278,681,1,0
16,90,1,2,2,261,412,1,0
17,108,0,2,2,272,627,1,0
18,139,1,2,2,345,460,1,0
19,52,0,2,2,871,627,1,0
20,149,1,2,2,871,994,1,0
1,130,1,3,2,323,406,1,2
2,50,0,3,2,447,505,1,0
3,88,0,3,2,277,465,1,0
4,124,1,3,2,460,384,1,0
5,155,0,3,2,580,532,1,0
6,107,1,3,2,546,637,1,0
7,132,0,3,2,592,465,1,0
8,125,0,3,2,460,260,1,0
9,88,1,3,2,764,582,1,0
10,101,1,3,2,327,537,1,0
11,135,0,3,2,333,384,1,0
12,133,0,3,2,580,260,1,0
13,151,1,3,2,764,505,1,0
14,71,0,3,2,580,291,1,0
15,96,1,3,2,509,611,1,0
16,55,1,3,2,277,961,1,0
17,160,0,3,2,635,611,1,0
18,145,1,3,2,421,637,1,0
19,118,1,3,2,460,747,1,0
20,69,0,3,2,283,582,1,0
1,95,0,4,2,434,319,1,0
2,171,1,4,2,725,531,1,2
3,37,1,4,2,342,298,1,0
4,163,0,4,2,879,836,1,0
5,59,0,4,2,365,296,1,0
6,93,1,4,2,685,674,1,0
7,81,0,4,2,469,355,1,0
8,49,1,4,2,777,348,1,0
9,164,1,4,2,577,601,1,0
10,60,0,4,2,342,674,1,0
11,34,0,4,2,685,412,1,0
12,149,1,4,2,725,576,1,0
13,173,1,4,2,527,430,1,0
14,101,0,4,2,733,304,1,0
15,69,1,4,2,527,298,1,0
16,166,0,4,2,740,674,1,0
17,116,1,4,2,343,980,1,0
18,91,0,4,2,342,298,1,0
19,166,1,4,2,342,306,1,0
20,55,0,4,2,663,304,1,0
1,156,0,5,2,782,757,1,0
2,56,1,5,2,464,427,1,2
3,57,1,5,2,295,543,1,0
4,27,0,5,2,485,757,1,0
5,56,1,5,2,530,543,1,0
6,68,0,5,2,933,422,1,0
7,94,1,5,2,922,427,1,0
8,142,1,5,2,782,396,1,0
9,59,0,5,2,502,312,1,0
10,96,1,5,2,492,822,1,0
11,104,0,5,2,320,499,1,0
12,116,1,5,2,295,422,1,0
13,168,0,5,2,577,262,1,0
14,87,1,5,2,562,269,1,0
15,27,0,5,2,492,949,1,0
16,41,1,5,2,515,427,1,0
17,166,0,5,2,979,655,1,0
18,90,1,5,2,276,621,1,0
19,135,0,5,2,577,686,1,0
20,48,0,5,2,320,949,1,0
1,172,1,0,2,502,504,2,0
2,141,0,0,2,479,273,2,0
3,54,0,0,2,303,504,2,0
4,50,1,0,2,411,680,2,0
5,162,0,0,2,661,736,2,0
6,35,0,0,2,661,324,2,0
7,38,1,0,2,635,296,2,0
8,137,1,0,2,377,324,2,0
9,159,0,0,2,452,871,2,0
10,125,1,0,2,452,538,2,0
11,129,0,0,2,271,311,2,0
12,57,1,0,2,303,882,2,0
13,51,0,0,2,811,650,2,0
14,88,1,0,2,661,466,2,0
15,157,1,0,2,990,891,2,0
16,63,0,0,2,333,874,2,0
17,59,0,0,2,661,944,2,0
18,55,1,0,2,333,549,2,0
19,103,0,0,2,502,538,2,0
20,173,1,0,2,333,688,2,0
1,128,0,1,2,589,667,2,0
2,93,1,1,2,325,281,2,0
3,38,1,1,2,729,668,2,0
4,26,0,1,2,665,457,2,0
5,60,1,1,2,526,464,2,0
6,60,0,1,2,300,939,2,0
7,146,1,1,2,473,849,2,0
8,47,0,1,2,607,407,2,0
9,74,0,1,2,767,928,2,0
10,154,1,1,2,285,473,2,0
11,78,0,1,2,325,668,2,0
12,92,1,1,2,325,549,2,0
13,134,0,1,2,695,549,2,0
14,143,1,1,2,473,273,2,0
