trial_n,rho,condition,task,ITI,ISI,block,ouA,ouB,ouC
1,100,0,3,893,1217,1,0,1,0
2,100,0,3,780,1485,1,0,0,1
3,100,0,3,786,1120,1,0,1,1
4,100,0,3,988,1275,1,1,1,1
5,100,0,3,1190,923,1,0,0,0
6,100,0,3,859,1437,1,0,1,1
7,100,0,3,847,1495,1,0,0,1
8,100,0,3,1319,882,1,1,0,1
9,100,0,3,887,945,1,0,1,0
10,100,0,3,909,1462,1,0,0,1
11,100,0,3,1284,778,1,0,0,1
12,100,0,3,824,932,1,1,1,1
1,100,1,3,772,869,1,0,1,1
2,100,1,3,1069,1225,1,0,1,1
3,100,1,3,1262,1469,1,0,0,1
4,100,1,3,1425,1219,1,1,0,0
5,100,1,3,1041,1195,1,0,1,1
6,100,1,3,777,1274,1,1,0,1
7,100,1,3,875,1376,1,0,1,1
8,100,1,3,897,1064,1,0,1,0
9,100,1,3,952,1304,1,0,1,1
10,100,1,3,856,785,1,1,0,1
11,100,1,3,901,772,1,0,0,1
12,100,1,3,1384,1133,1,0,0,0
1,100,2,3,995,1336,1,0,0,1
2,100,2,3,1173,873,1,0,1,0
3,100,2,3,912,1272,1,1,0,1
4,100,2,3,1413,1004,1,0,1,1
5,100,2,3,1368,869,1,0,0,0
6,100,2,3,851,941,1,0,1,1
7,100,2,3,801,1119,1,1,1,1
8,100,2,3,1051,785,1,0,0,1
9,100,2,3,1026,1238,1,1,0,0
10,100,2,3,1130,1188,1,0,0,1
11,100,2,3,1169,773,1,0,1,1
12,100,2,3,871,807,1,0,1,1
1,100,3,3,983,1061,1,0,0,1
2,100,3,3,1131,964,1,1,0,1
3,100,3,3,1361,798,1,0,1,1
4,100,3,3,961,847,1,0,1,0
5,100,3,3,778,845,1,0,1,1
6,100,3,3,797,1354,1,1,0,1
7,100,3,3,1411,1190,1,0,1,0
8,100,3,3,765,810,1,0,0,1
9,100,3,3,1247,1492,1,0,0,1
10,100,3,3,1263,759,1,1,1,1
11,100,3,3,1029,1029,1,0,0,0
12,100,3,3,1229,877,1,0,1,1
1,100,4,3,1021,765,1,0,0,1
2,100,4,3,923,1240,1,0,0,1
3,100,4,3,1242,816,1,1,0,1
4,100,4,3,850,914,1,0,1,0
5,100,4,3,1263,1188,1,0,0,1
6,100,4,3,916,837,1,0,0,1
7,100,4,3,979,989,1,1,1,0
8,100,4,3,1006,785,1,0,1,1
9,100,4,3,1196,800,1,1,1,0
10,100,4,3,1338,1193,1,0,0,1
11,100,4,3,814,1047,1,0,1,1
12,100,4,3,1453,1463,1,0,1,1
1,100,5,3,1271,988,1,0,1,1
2,100,5,3,1433,1367,1,0,0,1
3,100,5,3,957,767,1,1,1,1
4,100,5,3,1073,1302,1,0,0,0
5,100,5,3,780,940,1,0,1,1
6,100,5,3,1081,858,1,0,0,1
7,100,5,3,858,925,1,1,0,0
8,100,5,3,1102,862,1,0,0,1
9,100,5,3,767,1329,1,1,1,1
10,100,5,3,795,1234,1,0,0,1
11,100,5,3,790,878,1,0,1,0
12,100,5,3,925,963,1,0,1,1
1,100,0,3,762,943,2,0,1,1
2,100,0,3,797,859,2,0,0,1
3,100,0,3,1323,801,2,0,0,1
4,100,0,3,1219,1445,2,1,1,0
5,100,0,3,1192,1381,2,0,0,0
6,100,0,3,1179,1127,2,1,0,1
7,100,0,3,1399,1459,2,0,1,1
8,100,0,3,1153,1112,2,0,0,1
9,100,0,3,885,1367,2,0,1,0
10,100,0,3,1421,859,2,1,1,1
11,100,0,3,1075,1306,2,0,1,1
12,100,0,3,937,937,2,0,0,1
1,100,1,3,954,1374,2,0,1,1
2,100,1,3,1214,1031,2,0,1,1
3,100,1,3,889,1107,2,1,0,1
4,100,1,3,1296,1409,2,0,1,0
5,100,1,3,1436,902,2,0,0,0
6,100,1,3,1223,1498,2,1,0,1
7,100,1,3,1093,1308,2,0,1,1
8,100,1,3,963,1305,2,0,0,1
9,100,1,3,1392,1121,2,0,1,0
10,100,1,3,1150,769,2,1,0,1
11,100,1,3,819,832,2,0,1,1
12,100,1,3,803,834,2,0,0,1
1,100,2,3,771,1453,2,0,0,1
2,100,2,3,1117,1167,2,0,1,1
3,100,2,3,851,849,2,0,1,1
4,100,2,3,1376,1318,2,1,0,0
5,100,2,3,845,1460,2,0,1,1
6,100,2,3,1053,1320,2,0,1,1
7,100,2,3,1360,1319,2,1,1,1
8,100,2,3,1248,1006,2,0,0,0
9,100,2,3,1151,1053,2,0,0,1
10,100,2,3,1250,1314,2,0,0,1
11,100,2,3,1003,1183,2,1,1,0
12,100,2,3,881,1000,2,0,0,1
1,100,3,3,1330,854,2,0,1,1
2,100,3,3,1075,1179,2,1,0,1
3,100,3,3,984,942,2,0,1,1
4,100,3,3,1064,1421,2,0,0,0
5,100,3,3,946,854,2,1,1,1
6,100,3,3,1113,799,2,0,1,1
7,100,3,3,1093,1082,2,0,0,1
8,100,3,3,883,1113,2,0,0,0
9,100,3,3,1088,882,2,1,1,1
10,100,3,3,1326,1094,2,0,0,0
11,100,3,3,864,1382,2,0,1,1
12,100,3,3,1193,1319,2,0,0,1
1,100,4,3,1165,899,2,0,1,1
2,100,4,3,1010,1143,2,0,0,1
3,100,4,3,802,973,2,0,0,0
4,100,4,3,1114,1272,2,1,1,1
5,100,4,3,1183,883,2,0,0,0
6,100,4,3,832,1499,2,1,0,1
7,100,4,3,913,839,2,0,0,1
8,100,4,3,758,984,2,0,1,1
9,100,4,3,781,1336,2,1,1,0
10,100,4,3,1141,811,2,0,0,1
11,100,4,3,1321,1034,2,0,1,1
12,100,4,3,1040,1037,2,0,1,1
1,100,5,3,1354,1422,2,0,0,1
2,100,5,3,1140,1181,2,0,1,1
3,100,5,3,795,1405,2,0,0,0
4,100,5,3,1203,1099,2,1,0,1
5,100,5,3,1197,987,2,1,1,1
6,100,5,3,821,847,2,0,1,0
7,100,5,3,1151,1103,2,0,0,1
8,100,5,3,789,1216,2,0,1,1
9,100,5,3,886,1018,2,1,1,0
10,100,5,3,964,1090,2,0,1,1
11,100,5,3,835,760,2,0,0,1
12,100,5,3,980,1029,2,0,0,1
