trial_n,rho,choice,condition,task,ITI,ISI,block,first
1,93,1,0,2,542,683,1,2
2,31,1,0,2,599,796,1,0
3,156,0,0,2,771,796,1,0
4,148,0,0,2,568,308,1,0
5,138,1,0,2,850,275,1,0
6,62,0,0,2,556,310,1,0
7,91,1,0,2,644,418,1,0
8,92,0,0,2,445,796,1,0
9,134,1,0,2,863,299,1,0
10,151,1,0,2,739,308,1,0
11,72,0,0,2,358,441,1,0
12,95,1,0,2,646,441,1,0
13,162,0,0,2,287,332,1,0
14,118,1,0,2,343,700,1,0
15,153,0,0,2,771,275,1,0
16,39,0,0,2,351,325,1,0
17,103,1,0,2,513,268,1,0
18,74,0,0,2,326,310,1,0
19,109,1,0,2,863,299,1,0
20,117,0,0,2,351,504,1,0
1,60,1,1,2,704,308,1,2
2,55,0,1,2,867,869,1,0
3,103,1,1,2,704,286,1,0
4,169,1,1,2,502,454,1,0
5,152,0,1,2,325,811,1,0
6,72,1,1,2,881,822,1,0
7,147,0,1,2,624,616,1,0
8,62,1,1,2,800,454,1,0
9,111,1,1,2,271,869,1,0
10,110,0,1,2,725,640,1,0
11,161,0,1,2,624,935,1,0
12,102,1,1,2,363,746,1,0
13,164,0,1,2,881,311,1,0
14,145,1,1,2,319,560,1,0
15,164,1,1,2,838,560,1,0
16,164,0,1,2,724,512,1,0
17,163,0,1,2,624,276,1,0
18,30,1,1,2,724,560,1,0
19,63,0,1,2,704,935,1,0
20,82,0,1,2,363,895,1,0
1,54,0,2,2,313,905,1,0
2,127,0,2,2,697,366,1,0
3,84,1,2,2,943,410,1,2
4,162,0,2,2,479,408,1,0
5,132,1,2,2,704,905,1,0
6,114,0,2,2,877,761,1,0
7,27,1,2,2,412,431,1,0
8,84,0,2,2,258,408,1,0
9,128,1,2,2,412,761,1,0
10,47,0,2,2,516,458,1,0
11,152,1,2,2,516,441,1,0
12,164,0,2,2,403,471,1,0
13,65,1,2,2,310,307,1,0
14,119,1,2,2,827,471,1,0
15,145,0,2,2,479,408,1,0
16,159,1,2,2,489,717,1,0
17,167,0,2,2,516,939,1,0
18,139,1,2,2,697,333,1,0
19,114,0,2,2,310,410,1,0
20,72,1,2,2,479,294,1,0
1,92,0,3,2,258,526,1,0
2,88,0,3,2,448,526,1,0
3,52,1,3,2,305,512,1,2
4,126,0,3,2,601,548,1,0
5,28,1,3,2,628,734,1,0
6,172,0,3,2,302,734,1,0
7,95,1,3,2,284,750,1,0
8,49,1,3,2,628,485,1,0
9,33,0,3,2,305,301,1,0
10,76,0,3,2,559,915,1,0
11,33,1,3,2,879,950,1,0
12,108,1,3,2,322,627,1,0
13,69,0,3,2,601,343,1,0
14,112,1,3,2,267,312,1,0
15,43,0,3,2,305,426,1,0
16,152,1,3,2,685,485,1,0
17,71,0,3,2,591,627,1,0
18,108,1,3,2,282,627,1,0
19,63,0,3,2,685,750,1,0
20,32,1,3,2,365,475,1,0
1,33,1,4,2,788,508,1,2
2,40,0,4,2,802,696,1,0
3,154,0,4,2,802,610,1,0
4,51,1,4,2,498,285,1,0
5,61,1,4,2,847,328,1,0
6,137,0,4,2,433,839,1,0
7,116,1,4,2,348,696,1,0
8,69,0,4,2,661,829,1,0
9,135,0,4,2,350,490,1,0
10,173,1,4,2,469,705,1,0
11,31,0,4,2,570,686,1,0
12,45,1,4,2,461,686,1,0
13,52,0,4,2,273,328,1,0
14,41,0,4,2,661,836,1,0
15,76,1,4,2,453,466,1,0
16,106,1,4,2,847,705,1,0
17,74,0,4,2,883,360,1,0
18,101,0,4,2,498,534,1,0
19,137,1,4,2,636,285,1,0
20,145,1,4,2,348,776,1,0
1,168,0,5,2,816,631,1,0
2,37,0,5,2,263,418,1,0
3,140,1,5,2,297,642,1,2
4,81,1,5,2,433,373,1,0
5,88,0,5,2,263,320,1,0
6,117,0,5,2,297,272,1,0
7,159,1,5,2,816,282,1,0
8,137,0,5,2,483,619,1,0
