trial_n,rho,choice,condition,task,ITI,ISI,block,first
1,97,1,0,2,296,740,1,0
2,137,0,0,2,871,498,1,0
3,85,1,0,2,315,624,1,0
4,114,0,0,2,422,580,1,0
5,130,1,0,2,318,740,1,0
6,70,0,0,2,315,467,1,0
1,40,1,1,2,396,289,1,0
2,129,0,1,2,360,843,1,0
3,167,1,1,2,472,999,1,0
4,35,1,1,2,847,340,1,0
5,147,0,1,2,396,749,1,0
6,100,1,1,2,919,402,1,0
1,117,0,0,2,291,683,2,0
2,44,1,0,2,871,375,2,0
3,60,0,0,2,671,307,2,0
4,36,1,0,2,671,777,2,0
5,68,0,0,2,291,777,2,0
6,146,1,0,2,871,683,2,0
1,68,1,1,2,717,492,2,0
2,31,0,1,2,717,266,2,0
3,58,1,1,2,756,893,2,0
4,134,0,1,2,651,384,2,0
5,148,0,1,2,299,893,2,0
6,98,1,1,2,756,368,2,0
