trial_n,rho,choice,condition,task,ITI,ISI,block,first
1,149,0,0,2,630,288,1,0
2,98,1,0,2,458,707,1,2
3,118,1,0,2,554,708,1,0
4,52,0,0,2,670,381,1,0
5,62,0,0,2,604,351,1,0
6,33,1,0,2,630,708,1,0
7,96,1,0,2,906,319,1,0
8,114,0,0,2,600,708,1,0
9,30,1,0,2,709,538,1,0
10,123,1,0,2,538,468,1,0
11,103,0,0,2,630,410,1,0
12,157,0,0,2,294,798,1,0
13,45,1,0,2,906,349,1,0
14,77,0,0,2,646,288,1,0
15,117,0,0,2,666,798,1,0
16,127,1,0,2,796,669,1,0
17,80,0,0,2,794,542,1,0
18,112,1,0,2,528,475,1,0
19,118,0,0,2,554,485,1,0
20,132,1,0,2,940,538,1,0
1,54,0,1,2,428,390,1,0
2,54,1,1,2,856,780,1,2
3,54,0,1,2,296,578,1,0
4,170,1,1,2,528,399,1,0
5,72,0,1,2,296,515,1,0
6,49,1,1,2,300,578,1,0
7,62,0,1,2,423,390,1,0
8,137,0,1,2,452,697,1,0
9,137,1,1,2,683,411,1,0
10,65,1,1,2,427,411,1,0
11,137,0,1,2,528,864,1,0
12,64,0,1,2,546,493,1,0
13,104,1,1,2,334,341,1,0
14,98,0,1,2,528,347,1,0
15,120,1,1,2,546,311,1,0
16,91,0,1,2,606,390,1,0
17,121,1,1,2,427,487,1,0
18,133,1,1,2,369,504,1,0
19,41,0,1,2,335,515,1,0
20,127,1,1,2,938,867,1,0
1,158,1,2,2,303,512,1,2
2,117,1,2,2,292,393,1,0
3,42,0,2,2,829,716,1,0
4,135,0,2,2,705,255,1,0
5,76,1,2,2,919,393,1,0
6,58,0,2,2,548,483,1,0
7,113,0,2,2,303,602,1,0
8,167,1,2,2,953,845,1,0
9,162,0,2,2,303,889,1,0
10,41,0,2,2,697,393,1,0
11,133,1,2,2,497,845,1,0
12,127,0,2,2,303,468,1,0
13,172,1,2,2,697,598,1,0
14,167,1,2,2,378,713,1,0
15,58,0,2,2,285,343,1,0
16,112,1,2,2,295,797,1,0
17,76,1,2,2,928,647,1,0
18,132,0,2,2,697,392,1,0
19,125,1,2,2,303,359,1,0
20,27,0,2,2,953,442,1,0
1,36,1,3,2,476,267,1,2
2,158,0,3,2,526,426,1,0
3,104,0,3,2,346,316,1,0
4,122,1,3,2,524,338,1,0
5,136,0,3,2,440,490,1,0
6,113,0,3,2,346,927,1,0
7,66,1,3,2,829,291,1,0
8,39,1,3,2,639,288,1,0
9,61,0,3,2,535,661,1,0
10,89,1,3,2,357,597,1,0
11,81,0,3,2,346,367,1,0
12,123,1,3,2,357,367,1,0
13,115,0,3,2,346,417,1,0
14,38,1,3,2,549,568,1,0
15,132,0,3,2,381,394,1,0
16,163,1,3,2,648,821,1,0
17,132,1,3,2,910,252,1,0
18,65,0,3,2,467,338,1,0
19,122,0,3,2,682,821,1,0
20,140,1,3,2,547,817,1,0
1,91,0,4,2,834,421,1,0
2,139,1,4,2,330,765,1,2
3,78,0,4,2,956,646,1,0
4,59,1,4,2,269,343,1,0
5,159,0,4,2,417,713,1,0
6,63,1,4,2,305,501,1,0
7,93,1,4,2,417,867,1,0
8,84,0,4,2,359,501,1,0
9,46,1,4,2,302,693,1,0
10,86,1,4,2,414,421,1,0
11,93,0,4,2,614,490,1,0
12,76,0,4,2,586,693,1,0
13,92,1,4,2,694,765,1,0
14,133,0,4,2,332,736,1,0
15,85,0,4,2,486,765,1,0
16,171,1,4,2,675,539,1,0
17,132,1,4,2,489,501,1,0
18,171,0,4,2,269,617,1,0
19,110,1,4,2,685,283,1,0
20,96,0,4,2,834,765,1,0
1,44,1,5,2,334,411,1,2
2,135,1,5,2,918,266,1,0
3,110,0,5,2,607,906,1,0
4,37,1,5,2,506,647,1,0
5,95,0,5,2,502,786,1,0
6,81,0,5,2,277,266,1,0
7,83,1,5,2,522,978,1,0
8,105,0,5,2,992,325,1,0
9,159,1,5,2,918,814,1,0
10,132,0,5,2,976,491,1,0
11,95,1,5,2,482,407,1,0
12,83,0,5,2,522,470,1,0
13,48,1,5,2,990,661,1,0
14,27,1,5,2,708,562,1,0
15,42,0,5,2,542,295,1,0
16,123,1,5,2,482,641,1,0
17,80,0,5,2,611,491,1,0
18,79,0,5,2,320,732,1,0
19,123,1,5,2,542,263,1,0
20,69,0,5,2,992,491,1,0
1,45,1,0,2,996,330,2,0
2,153,1,0,2,706,479,2,0
3,60,0,0,2,874,448,2,0
4,115,1,0,2,288,310,2,0
5,48,0,0,2,383,659,2,0
6,42,1,0,2,907,425,2,0
7,153,1,0,2,367,385,2,0
8,174,0,0,2,737,448,2,0
9,80,0,0,2,335,421,2,0
10,59,1,0,2,383,479,2,0
11,45,1,0,2,482,385,2,0
12,128,0,0,2,363,823,2,0
13,170,0,0,2,482,402,2,0
14,35,1,0,2,411,385,2,0
15,107,0,0,2,411,501,2,0
16,44,0,0,2,346,402,2,0
17,63,1,0,2,585,577,2,0
18,97,0,0,2,288,483,2,0
19,92,0,0,2,412,613,2,0
20,79,1,0,2,845,685,2,0
1,67,1,1,2,892,474,2,0
2,43,0,1,2,817,279,2,0
3,150,0,1,2,459,807,2,0
4,112,1,1,2,731,548,2,0
5,136,0,1,2,741,263,2,0
6,59,1,1,2,495,807,2,0
7,168,1,1,2,456,822,2,0
8,75,0,1,2,348,503,2,0
9,114,1,1,2,257,348,2,0
10,118,0,1,2,536,417,2,0
11,108,1,1,2,316,263,2,0
12,167,0,1,2,731,716,2,0
13,46,1,1,2,731,854,2,0
14,73,0,1,2,284,417,2,0
15,34,0,1,2,462,620,2,0
16,124,1,1,2,252,548,2,0
17,158,0,1,2,252,298,2,0
18,149,1,1,2,715,499,2,0
19,115,1,1,2,258,474,2,0
20,77,0,1,2,892,348,2,0
1,160,1,2,2,390,846,2,0
2,53,0,2,2,830,634,2,0
3,86,1,2,2,656,270,2,0
4,51,0,2,2,400,416,2,0
5,37,1,2,2,656,564,2,0
6,158,0,2,2,271,493,2,0
7,28,1,2,2,367,643,2,0
8,39,1,2,2,356,634,2,0
9,104,0,2,2,556,757,2,0
10,144,0,2,2,293,279,2,0
11,58,1,2,2,293,316,2,0
12,172,1,2,2,591,263,2,0
13,64,0,2,2,547,846,2,0
14,108,0,2,2,438,497,2,0
15,117,1,2,2,747,713,2,0
16,98,1,2,2,666,564,2,0
17,76,0,2,2,869,520,2,0
18,95,1,2,2,747,263,2,0
19,159,0,2,2,666,757,2,0
20,143,0,2,2,543,493,2,0
1,79,1,3,2,784,327,2,0
2,85,0,3,2,939,905,2,0
3,125,1,3,2,550,309,2,0
4,27,1,3,2,784,309,2,0
5,29,0,3,2,856,332,2,0
6,99,0,3,2,322,569,2,0
7,39,1,3,2,893,676,2,0
8,136,0,3,2,479,302,2,0
9,166,1,3,2,290,439,2,0
10,160,1,3,2,930,403,2,0
11,61,0,3,2,567,439,2,0
12,29,0,3,2,322,292,2,0
13,163,1,3,2,939,437,2,0
14,78,0,3,2,516,309,2,0
15,99,0,3,2,930,434,2,0
16,83,1,3,2,388,270,2,0
17,142,1,3,2,290,378,2,0
18,115,0,3,2,916,271,2,0
19,84,0,3,2,930,426,2,0
20,161,1,3,2,872,285,2,0
1,40,0,4,2,764,319,2,0
2,151,1,4,2,620,574,2,0
3,66,0,4,2,321,932,2,0
4,145,1,4,2,941,292,2,0
5,43,1,4,2,956,574,2,0
6,72,0,4,2,351,821,2,0
7,172,1,4,2,351,414,2,0
8,67,1,4,2,321,346,2,0
9,60,0,4,2,654,741,2,0
10,124,0,4,2,280,344,2,0
11,105,1,4,2,801,378,2,0
12,131,0,4,2,341,657,2,0
13,148,0,4,2,392,574,2,0
14,79,1,4,2,801,932,2,0
15,139,0,4,2,468,741,2,0
16,137,1,4,2,468,261,2,0
17,75,1,4,2,673,273,2,0
18,65,0,4,2,392,471,2,0
19,31,1,4,2,451,574,2,0
20,106,0,4,2,392,261,2,0
1,171,1,5,2,482,393,2,0
2,159,1,5,2,297,543,2,0
3,125,0,5,2,638,810,2,0
4,122,1,5,2,560,295,2,0
5,68,0,5,2,735,393,2,0
6,36,0,5,2,297,577,2,0
7,61,1,5,2,482,420,2,0
8,32,1,5,2,843,810,2,0
9,93,0,5,2,638,577,2,0
10,112,0,5,2,328,437,2,0
11,121,1,5,2,806,487,2,0
12,68,1,5,2,371,373,2,0
13,104,0,5,2,847,274,2,0
14,110,0,5,2,380,770,2,0
15,59,1,5,2,320,668,2,0
16,171,0,5,2,514,967,2,0
17,77,1,5,2,328,433,2,0
18,90,0,5,2,843,676,2,0
19,130,1,5,2,306,373,2,0
20,64,0,5,2,568,967,2,0
