trial_n,rho,choice,condition,task,ITI,ISI,block,first
1,26,0,0,2,905,927,1,0
2,28,1,0,2,278,683,1,2
3,36,1,0,2,892,927,1,0
4,124,0,0,2,253,949,1,0
5,28,0,0,2,294,409,1,0
6,170,1,0,2,322,472,1,0
7,84,1,0,2,469,767,1,0
8,26,0,0,2,264,372,1,0
9,161,0,0,2,376,654,1,0
10,150,1,0,2,487,667,1,0
11,106,0,0,2,262,328,1,0
12,109,1,0,2,425,749,1,0
13,172,1,0,2,983,323,1,0
14,168,0,0,2,262,884,1,0
15,91,0,0,2,342,654,1,0
16,168,1,0,2,512,379,1,0
17,94,0,0,2,930,297,1,0
18,80,1,0,2,284,377,1,0
19,95,1,0,2,425,409,1,0
20,63,0,0,2,996,328,1,0
1,65,1,1,2,733,592,1,2
2,97,0,1,2,306,378,1,0
3,141,1,1,2,690,503,1,0
4,150,1,1,2,451,901,1,0
5,171,0,1,2,536,270,1,0
6,29,1,1,2,816,670,1,0
7,129,1,1,2,760,593,1,0
8,160,0,1,2,451,829,1,0
9,60,0,1,2,258,829,1,0
10,51,1,1,2,670,865,1,0
11,97,0,1,2,537,593,1,0
12,65,1,1,2,306,378,1,0
13,72,0,1,2,290,346,1,0
14,116,0,1,2,320,589,1,0
15,82,1,1,2,391,476,1,0
16,111,0,1,2,709,398,1,0
17,158,0,1,2,480,622,1,0
18,130,1,1,2,537,385,1,0
19,29,0,1,2,537,476,1,0
20,91,1,1,2,655,546,1,0
1,75,0,2,2,255,283,1,0
2,98,0,2,2,415,291,1,0
3,104,1,2,2,714,260,1,2
4,91,0,2,2,679,541,1,0
5,145,0,2,2,714,755,1,0
6,41,1,2,2,255,634,1,0
7,38,1,2,2,662,735,1,0
8,133,0,2,2,324,283,1,0
9,26,0,2,2,276,265,1,0
10,81,1,2,2,350,360,1,0
11,90,0,2,2,276,673,1,0
12,150,1,2,2,679,968,1,0
13,85,1,2,2,276,260,1,0
14,60,0,2,2,276,312,1,0
15,104,1,2,2,851,363,1,0
16,62,1,2,2,408,421,1,0
17,149,0,2,2,784,283,1,0
18,25,1,2,2,408,421,1,0
19,168,0,2,2,255,421,1,0
20,86,1,2,2,674,673,1,0
1,111,1,3,2,429,719,1,2
2,99,0,3,2,392,704,1,0
3,169,1,3,2,365,416,1,0
4,57,0,3,2,927,839,1,0
5,158,0,3,2,464,367,1,0
6,29,1,3,2,730,613,1,0
7,88,1,3,2,404,839,1,0
8,73,0,3,2,293,347,1,0
9,174,1,3,2,289,784,1,0
10,85,0,3,2,642,271,1,0
11,173,0,3,2,293,426,1,0
12,147,1,3,2,477,276,1,0
13,148,1,3,2,623,490,1,0
14,98,0,3,2,437,634,1,0
15,70,0,3,2,294,719,1,0
16,136,1,3,2,477,890,1,0
17,73,1,3,2,924,634,1,0
18,158,0,3,2,256,839,1,0
19,31,0,3,2,654,537,1,0
20,73,1,3,2,429,426,1,0
1,119,1,4,2,642,357,1,2
2,132,1,4,2,963,749,1,0
3,135,0,4,2,360,401,1,0
4,146,0,4,2,580,502,1,0
5,98,1,4,2,461,299,1,0
6,102,0,4,2,461,302,1,0
7,92,0,4,2,963,283,1,0
8,162,1,4,2,284,775,1,0
9,151,0,4,2,642,580,1,0
10,28,1,4,2,828,775,1,0
11,144,0,4,2,963,782,1,0
12,26,0,4,2,397,283,1,0
13,122,1,4,2,828,528,1,0
14,96,1,4,2,849,903,1,0
15,125,0,4,2,397,357,1,0
16,63,0,4,2,326,860,1,0
17,174,1,4,2,849,386,1,0
18,50,1,4,2,680,519,1,0
19,33,0,4,2,461,311,1,0
20,43,1,4,2,432,903,1,0
1,55,0,5,2,598,346,1,0
2,86,1,5,2,419,319,1,2
3,130,1,5,2,987,361,1,0
4,81,0,5,2,586,542,1,0
5,157,0,5,2,504,902,1,0
6,45,1,5,2,598,333,1,0
7,121,1,5,2,455,333,1,0
8,149,0,5,2,710,872,1,0
9,49,1,5,2,504,388,1,0
10,104,0,5,2,671,430,1,0
11,76,1,5,2,440,379,1,0
12,56,0,5,2,523,299,1,0
13,169,0,5,2,671,379,1,0
14,64,1,5,2,264,966,1,0
15,152,1,5,2,253,319,1,0
16,68,0,5,2,671,388,1,0
17,80,0,5,2,781,311,1,0
18,31,1,5,2,504,436,1,0
19,159,0,5,2,556,319,1,0
20,120,1,5,2,470,320,1,0
1,168,1,0,2,595,370,2,0
2,54,0,0,2,355,508,2,0
3,139,1,0,2,350,760,2,0
4,26,1,0,2,674,919,2,0
5,158,0,0,2,532,788,2,0
6,95,0,0,2,897,515,2,0
7,170,1,0,2,632,451,2,0
8,130,0,0,2,751,673,2,0
9,150,1,0,2,564,876,2,0
10,71,1,0,2,589,451,2,0
11,87,0,0,2,584,919,2,0
12,42,0,0,2,350,543,2,0
13,71,1,0,2,564,271,2,0
14,97,0,0,2,532,788,2,0
15,80,0,0,2,564,788,2,0
16,117,1,0,2,674,694,2,0
17,58,1,0,2,394,694,2,0
18,83,0,0,2,511,300,2,0
19,151,0,0,2,897,276,2,0
20,120,1,0,2,927,561,2,0
1,123,0,1,2,950,716,2,0
2,35,0,1,2,817,549,2,0
3,143,1,1,2,512,641,2,0
4,164,1,1,2,683,396,2,0
5,25,0,1,2,329,473,2,0
6,119,1,1,2,843,317,2,0
7,60,0,1,2,481,345,2,0
8,146,0,1,2,966,454,2,0
9,74,1,1,2,309,933,2,0
10,171,0,1,2,898,347,2,0
11,49,1,1,2,512,889,2,0
12,40,0,1,2,486,933,2,0
13,128,1,1,2,512,396,2,0
14,34,1,1,2,486,347,2,0
15,98,0,1,2,966,641,2,0
16,91,1,1,2,316,889,2,0
17,63,0,1,2,447,454,2,0
18,140,1,1,2,900,506,2,0
19,146,1,1,2,950,889,2,0
20,101,0,1,2,951,494,2,0
1,54,0,2,2,275,456,2,0
2,125,0,2,2,295,746,2,0
3,35,1,2,2,939,402,2,0
4,174,1,2,2,460,813,2,0
5,136,0,2,2,744,450,2,0
6,129,0,2,2,843,271,2,0
7,114,1,2,2,843,560,2,0
8,64,1,2,2,925,522,2,0
9,108,0,2,2,939,450,2,0
10,147,1,2,2,939,532,2,0
11,153,0,2,2,473,636,2,0
12,93,1,2,2,744,456,2,0
13,151,0,2,2,315,698,2,0
14,77,1,2,2,460,636,2,0
15,72,0,2,2,460,522,2,0
16,94,1,2,2,304,308,2,0
17,103,1,2,2,721,532,2,0
18,154,0,2,2,295,372,2,0
19,73,0,2,2,697,264,2,0
20,84,1,2,2,547,522,2,0
1,66,0,3,2,957,276,2,0
2,114,0,3,2,537,880,2,0
3,117,1,3,2,730,521,2,0
4,93,1,3,2,353,790,2,0
5,163,0,3,2,762,445,2,0
6,169,1,3,2,946,300,2,0
7,116,0,3,2,329,304,2,0
8,114,0,3,2,418,445,2,0
9,106,1,3,2,418,790,2,0
10,162,1,3,2,465,266,2,0
11,168,0,3,2,387,880,2,0
12,60,1,3,2,293,445,2,0
13,53,0,3,2,386,890,2,0
14,160,1,3,2,403,276,2,0
15,80,0,3,2,444,951,2,0
16,145,1,3,2,946,326,2,0
17,131,1,3,2,362,309,2,0
18,82,0,3,2,946,617,2,0
19,122,0,3,2,501,309,2,0
20,57,1,3,2,353,601,2,0
1,60,1,4,2,425,720,2,0
2,114,0,4,2,642,669,2,0
3,135,0,4,2,477,455,2,0
4,46,1,4,2,406,324,2,0
5,153,0,4,2,409,729,2,0
6,126,0,4,2,359,779,2,0
7,26,1,4,2,976,396,2,0
8,159,1,4,2,826,683,2,0
9,158,0,4,2,344,753,2,0
10,160,0,4,2,738,286,2,0
11,74,1,4,2,613,753,2,0
12,73,0,4,2,354,263,2,0
13,103,1,4,2,293,286,2,0
14,172,0,4,2,553,254,2,0
15,94,1,4,2,543,363,2,0
16,145,0,4,2,738,327,2,0
17,103,1,4,2,584,363,2,0
18,25,1,4,2,359,887,2,0
19,41,0,4,2,370,720,2,0
20,98,1,4,2,477,683,2,0
1,87,0,5,2,857,427,2,0
2,98,1,5,2,251,453,2,0
3,69,0,5,2,343,338,2,0
4,89,1,5,2,427,415,2,0
5,64,1,5,2,615,338,2,0
6,130,0,5,2,624,295,2,0
7,56,1,5,2,327,551,2,0
8,137,1,5,2,544,378,2,0
9,112,0,5,2,510,766,2,0
10,113,1,5,2,940,295,2,0
11,96,1,5,2,327,341,2,0
12,42,0,5,2,560,785,2,0
13,134,1,5,2,624,733,2,0
14,95,0,5,2,579,422,2,0
15,60,1,5,2,549,308,2,0
16,166,0,5,2,318,415,2,0
17,98,0,5,2,442,529,2,0
18,154,1,5,2,610,529,2,0
19,75,0,5,2,615,453,2,0
20,34,0,5,2,549,274,2,0
