trial_n,rho,choice,condition,task,ITI,ISI,block,first
1,92,1,0,2,284,437,1,0
2,124,1,0,2,845,825,1,0
3,40,0,0,2,721,327,1,0
4,60,1,0,2,284,327,1,0
5,82,1,0,2,845,825,1,0
6,75,0,0,2,424,327,1,0
1,108,1,1,2,757,744,1,0
2,142,0,1,2,757,742,1,0
3,56,0,1,2,592,742,1,0
4,43,1,1,2,290,784,1,0
5,172,1,1,2,347,744,1,0
6,51,0,1,2,292,501,1,0
1,145,0,0,2,261,464,2,0
2,81,1,0,2,567,470,2,0
3,121,1,0,2,381,591,2,0
4,78,0,0,2,746,640,2,0
5,170,1,0,2,397,743,2,0
6,105,0,0,2,394,591,2,0
1,71,1,1,2,620,518,2,0
2,44,1,1,2,554,518,2,0
3,54,0,1,2,620,518,2,0
4,91,1,1,2,912,371,2,0
5,148,0,1,2,659,318,2,0
6,109,1,1,2,259,797,2,0
