trial_n,rho,condition,task,ITI,ISI,block,ouA,ouB,ouC
1,100,0,3,800,1147,1,0,0,1
2,100,0,3,775,862,1,1,1,1
3,100,0,3,781,984,1,0,0,0
4,100,0,3,767,826,1,0,1,1
5,100,0,3,1485,792,1,0,0,0
6,100,0,3,1145,814,1,1,0,1
7,100,0,3,753,979,1,0,0,1
8,100,0,3,1035,870,1,0,1,1
9,100,0,3,1203,750,1,0,0,0
10,100,0,3,1006,1038,1,1,1,1
11,100,0,3,1420,778,1,0,1,1
12,100,0,3,1100,1492,1,0,1,1
1,100,1,3,758,1300,1,0,0,1
2,100,1,3,774,893,1,0,1,1
3,100,1,3,1108,997,1,0,1,0
4,100,1,3,880,1066,1,1,0,1
5,100,1,3,805,1395,1,0,1,1
6,100,1,3,841,1208,1,1,1,1
7,100,1,3,965,887,1,0,1,0
8,100,1,3,818,819,1,0,0,1
9,100,1,3,1336,809,1,1,0,1
10,100,1,3,984,919,1,0,0,1
11,100,1,3,1044,845,1,0,1,0
12,100,1,3,889,1165,1,0,0,1
1,100,2,3,886,996,1,0,0,1
2,100,2,3,998,1001,1,1,0,0
3,100,2,3,1305,761,1,0,1,1
4,100,2,3,863,887,1,0,1,1
5,100,2,3,942,796,1,1,0,0
6,100,2,3,1176,1259,1,0,0,1
7,100,2,3,1194,884,1,0,0,1
8,100,2,3,1295,1017,1,0,1,1
9,100,2,3,1253,843,1,1,1,0
10,100,2,3,1441,1031,1,0,0,1
11,100,2,3,940,1034,1,0,1,1
12,100,2,3,1330,1004,1,0,1,1
1,100,3,3,773,843,1,0,0,1
2,100,3,3,937,766,1,0,1,1
3,100,3,3,935,1003,1,0,1,0
4,100,3,3,1052,987,1,1,0,1
5,100,3,3,1023,993,1,0,0,1
6,100,3,3,1284,1274,1,0,0,1
7,100,3,3,777,1067,1,1,1,0
8,100,3,3,852,1167,1,0,0,1
9,100,3,3,850,1040,1,0,0,1
10,100,3,3,775,1022,1,1,1,0
11,100,3,3,1038,829,1,0,1,1
12,100,3,3,1379,966,1,0,1,1
1,100,4,3,819,1381,1,0,0,1
2,100,4,3,974,818,1,0,1,0
3,100,4,3,1382,1222,1,0,0,1
4,100,4,3,1373,954,1,1,1,1
5,100,4,3,778,1383,1,0,1,1
6,100,4,3,1062,1174,1,0,0,0
7,100,4,3,908,957,1,1,0,1
8,100,4,3,765,1235,1,0,0,1
9,100,4,3,813,1077,1,0,1,0
10,100,4,3,781,984,1,0,1,1
11,100,4,3,1298,752,1,1,0,1
12,100,4,3,946,891,1,0,1,1
1,100,5,3,1098,1149,1,0,0,1
2,100,5,3,1120,1290,1,0,0,1
3,100,5,3,868,752,1,0,1,1
4,100,5,3,887,1376,1,1,0,0
5,100,5,3,1395,906,1,0,1,1
6,100,5,3,756,1215,1,1,1,1
7,100,5,3,1244,952,1,0,0,1
8,100,5,3,955,950,1,0,1,0
9,100,5,3,860,1282,1,0,0,1
10,100,5,3,1442,865,1,1,0,1
11,100,5,3,876,759,1,0,1,1
12,100,5,3,983,1049,1,0,1,0
1,100,0,3,1029,1225,2,0,0,1
2,100,0,3,831,949,2,1,0,1
3,100,0,3,1039,849,2,0,1,1
4,100,0,3,1186,1370,2,0,1,0
5,100,0,3,998,875,2,0,0,1
6,100,0,3,890,786,2,1,0,1
7,100,0,3,1452,803,2,0,1,1
8,100,0,3,795,964,2,0,0,0
