trial_n,rho,choice,condition,task,ITI,ISI,block,first
1,30,0,0,2,351,366,1,0
2,30,1,0,2,463,701,1,2
3,152,0,0,2,315,494,1,0
4,91,0,0,2,351,494,1,0
5,170,1,0,2,536,364,1,0
6,135,0,0,2,463,640,1,0
7,137,1,0,2,606,640,1,0
8,87,1,0,2,929,336,1,0
9,87,0,0,2,776,308,1,0
10,166,1,0,2,314,567,1,0
11,61,1,0,2,314,866,1,0
12,166,0,0,2,259,366,1,0
13,140,1,0,2,314,633,1,0
14,114,1,0,2,330,947,1,0
15,101,0,0,2,510,317,1,0
16,119,0,0,2,810,317,1,0
17,153,1,0,2,455,494,1,0
18,30,0,0,2,588,336,1,0
19,144,0,0,2,314,352,1,0
20,173,1,0,2,463,750,1,0
1,67,1,1,2,321,435,1,2
2,65,1,1,2,552,882,1,0
3,174,0,1,2,568,435,1,0
4,53,1,1,2,626,269,1,0
5,58,0,1,2,973,633,1,0
6,102,1,1,2,949,348,1,0
7,93,0,1,2,478,556,1,0
8,81,0,1,2,848,403,1,0
9,110,1,1,2,569,557,1,0
10,149,0,1,2,569,882,1,0
11,149,0,1,2,503,997,1,0
12,135,1,1,2,829,341,1,0
13,25,0,1,2,433,294,1,0
14,103,0,1,2,482,559,1,0
15,66,1,1,2,552,539,1,0
16,114,0,1,2,495,432,1,0
17,101,1,1,2,992,539,1,0
18,52,1,1,2,609,557,1,0
19,57,0,1,2,568,655,1,0
20,77,1,1,2,848,435,1,0
1,46,1,2,2,604,708,1,2
2,99,1,2,2,555,532,1,0
3,103,0,2,2,503,301,1,0
4,86,1,2,2,272,817,1,0
5,82,1,2,2,325,708,1,0
6,167,0,2,2,827,651,1,0
7,94,0,2,2,325,569,1,0
8,59,1,2,2,439,934,1,0
9,59,0,2,2,394,343,1,0
10,26,0,2,2,736,609,1,0
11,144,1,2,2,736,392,1,0
12,165,0,2,2,454,392,1,0
13,125,0,2,2,503,837,1,0
14,47,1,2,2,367,586,1,0
15,62,0,2,2,375,316,1,0
16,79,0,2,2,367,426,1,0
17,115,1,2,2,641,333,1,0
18,94,0,2,2,294,817,1,0
19,35,1,2,2,610,817,1,0
20,123,1,2,2,439,343,1,0
1,97,1,3,2,855,323,1,2
2,45,1,3,2,302,799,1,0
3,106,0,3,2,461,581,1,0
4,54,0,3,2,488,860,1,0
5,109,1,3,2,488,703,1,0
6,131,0,3,2,454,546,1,0
7,59,1,3,2,590,700,1,0
8,90,0,3,2,584,581,1,0
9,157,0,3,2,846,703,1,0
10,36,1,3,2,664,323,1,0
11,170,1,3,2,646,703,1,0
12,108,0,3,2,958,323,1,0
13,46,1,3,2,674,445,1,0
14,158,0,3,2,288,556,1,0
15,111,1,3,2,336,546,1,0
16,40,0,3,2,805,365,1,0
17,30,0,3,2,846,507,1,0
18,45,1,3,2,288,700,1,0
19,170,1,3,2,552,706,1,0
20,56,0,3,2,552,432,1,0
1,169,1,4,2,314,697,1,2
2,91,1,4,2,756,500,1,0
3,143,0,4,2,632,625,1,0
4,151,0,4,2,432,986,1,0
5,143,1,4,2,432,986,1,0
6,83,0,4,2,256,781,1,0
7,96,1,4,2,567,654,1,0
8,91,0,4,2,258,263,1,0
9,158,1,4,2,417,515,1,0
10,169,0,4,2,514,959,1,0
11,139,1,4,2,867,654,1,0
12,59,0,4,2,258,869,1,0
13,133,0,4,2,518,869,1,0
14,141,1,4,2,518,460,1,0
15,120,1,4,2,567,894,1,0
16,52,0,4,2,584,799,1,0
17,138,1,4,2,633,371,1,0
18,172,0,4,2,432,371,1,0
19,143,1,4,2,632,357,1,0
20,169,0,4,2,417,263,1,0
1,84,1,5,2,436,464,1,2
