trial_n,rho,choice,condition,task,ITI,ISI,block,first
1,29,0,0,2,748,267,1,0
2,161,1,0,2,558,394,1,2
3,172,0,0,2,258,270,1,0
4,91,1,0,2,437,540,1,0
5,119,0,0,2,490,846,1,0
6,73,1,0,2,748,336,1,0
7,105,1,0,2,300,536,1,0
8,42,0,0,2,294,376,1,0
9,41,1,0,2,620,412,1,0
10,29,1,0,2,319,344,1,0
11,83,0,0,2,445,780,1,0
12,92,0,0,2,505,336,1,0
13,131,1,0,2,930,371,1,0
14,134,1,0,2,294,457,1,0
15,86,0,0,2,447,501,1,0
16,162,0,0,2,748,809,1,0
17,38,1,0,2,437,415,1,0
18,168,0,0,2,581,415,1,0
19,170,1,0,2,294,371,1,0
20,160,0,0,2,292,498,1,0
1,47,1,1,2,537,287,1,2
2,33,1,1,2,303,478,1,0
3,107,0,1,2,327,517,1,0
4,30,1,1,2,800,329,1,0
5,82,0,1,2,327,332,1,0
6,151,1,1,2,504,388,1,0
7,130,0,1,2,996,445,1,0
8,164,1,1,2,996,432,1,0
9,172,0,1,2,978,259,1,0
10,164,0,1,2,537,664,1,0
11,142,1,1,2,263,439,1,0
12,100,0,1,2,479,831,1,0
13,137,1,1,2,327,432,1,0
14,97,0,1,2,253,329,1,0
15,42,0,1,2,800,305,1,0
16,79,1,1,2,966,259,1,0
17,135,0,1,2,479,469,1,0
18,129,1,1,2,419,469,1,0
19,115,0,1,2,419,251,1,0
20,84,1,1,2,416,342,1,0
1,113,0,2,2,311,303,1,0
2,118,0,2,2,268,408,1,0
3,36,1,2,2,793,550,1,2
4,121,1,2,2,495,989,1,0
5,119,0,2,2,716,996,1,0
6,59,1,2,2,573,303,1,0
7,117,0,2,2,573,455,1,0
8,61,1,2,2,793,350,1,0
9,105,1,2,2,625,350,1,0
10,45,0,2,2,381,305,1,0
11,63,0,2,2,820,659,1,0
12,85,1,2,2,312,868,1,0
13,62,1,2,2,280,303,1,0
14,52,0,2,2,651,480,1,0
15,151,0,2,2,280,716,1,0
16,171,1,2,2,765,399,1,0
17,38,0,2,2,716,707,1,0
18,82,0,2,2,639,361,1,0
19,144,1,2,2,793,303,1,0
20,137,1,2,2,264,978,1,0
1,114,1,3,2,977,701,1,2
2,33,1,3,2,265,797,1,0
3,148,0,3,2,744,561,1,0
4,41,1,3,2,276,797,1,0
5,73,0,3,2,423,899,1,0
6,60,1,3,2,314,415,1,0
7,81,1,3,2,581,287,1,0
8,106,0,3,2,265,529,1,0
9,59,1,3,2,265,899,1,0
10,26,0,3,2,744,382,1,0
11,96,0,3,2,977,449,1,0
12,170,1,3,2,301,287,1,0
13,86,1,3,2,334,560,1,0
14,46,0,3,2,581,797,1,0
15,39,0,3,2,854,533,1,0
16,138,1,3,2,669,797,1,0
17,165,0,3,2,265,805,1,0
18,153,1,3,2,346,364,1,0
19,52,0,3,2,423,399,1,0
20,78,0,3,2,413,324,1,0
1,155,0,4,2,520,388,1,0
2,159,1,4,2,276,768,1,2
3,118,0,4,2,430,360,1,0
4,121,1,4,2,425,388,1,0
5,141,0,4,2,316,546,1,0
6,169,0,4,2,430,697,1,0
7,153,1,4,2,627,388,1,0
8,57,1,4,2,379,697,1,0
9,73,0,4,2,273,1000,1,0
10,79,0,4,2,544,811,1,0
11,105,1,4,2,296,697,1,0
12,136,0,4,2,987,725,1,0
13,57,1,4,2,544,1000,1,0
14,45,1,4,2,455,486,1,0
15,161,0,4,2,667,829,1,0
16,148,0,4,2,292,768,1,0
17,158,1,4,2,860,360,1,0
18,37,0,4,2,273,651,1,0
19,168,1,4,2,772,664,1,0
20,148,1,4,2,292,697,1,0
1,99,0,5,2,563,357,1,0
2,91,1,5,2,406,318,1,2
3,134,1,5,2,467,431,1,0
4,149,0,5,2,273,318,1,0
5,69,0,5,2,297,533,1,0
6,145,1,5,2,953,669,1,0
7,91,0,5,2,591,297,1,0
8,35,1,5,2,388,481,1,0
9,116,1,5,2,275,270,1,0
10,54,0,5,2,428,252,1,0
11,28,1,5,2,359,277,1,0
12,81,0,5,2,825,533,1,0
13,109,1,5,2,825,422,1,0
14,145,0,5,2,297,406,1,0
15,138,0,5,2,663,277,1,0
16,65,1,5,2,359,899,1,0
17,86,0,5,2,388,541,1,0
18,118,1,5,2,451,481,1,0
19,103,1,5,2,953,422,1,0
20,129,0,5,2,428,781,1,0
1,74,1,0,2,665,558,2,0
2,106,0,0,2,302,545,2,0
3,119,0,0,2,915,545,2,0
4,152,1,0,2,363,841,2,0
5,45,0,0,2,620,554,2,0
6,101,1,0,2,795,468,2,0
7,152,0,0,2,387,385,2,0
8,111,0,0,2,432,349,2,0
9,127,1,0,2,979,497,2,0
10,45,0,0,2,299,292,2,0
11,37,0,0,2,986,849,2,0
12,141,1,0,2,299,849,2,0
13,41,1,0,2,387,771,2,0
14,139,0,0,2,432,545,2,0
15,119,1,0,2,432,856,2,0
16,81,0,0,2,665,771,2,0
17,58,1,0,2,432,292,2,0
18,44,0,0,2,414,468,2,0
19,149,1,0,2,299,554,2,0
20,147,1,0,2,986,327,2,0
1,109,0,1,2,548,277,2,0
2,85,0,1,2,321,988,2,0
3,131,1,1,2,647,277,2,0
4,124,1,1,2,503,975,2,0
5,31,0,1,2,376,615,2,0
6,82,0,1,2,743,411,2,0
7,94,1,1,2,420,463,2,0
8,40,0,1,2,647,604,2,0
9,38,0,1,2,630,975,2,0
10,56,1,1,2,717,988,2,0
11,133,0,1,2,743,269,2,0
12,104,1,1,2,384,318,2,0
13,147,1,1,2,378,417,2,0
14,57,0,1,2,384,879,2,0
15,159,1,1,2,401,975,2,0
16,28,0,1,2,548,549,2,0
17,117,1,1,2,732,988,2,0
18,169,0,1,2,401,277,2,0
19,46,1,1,2,277,672,2,0
20,49,1,1,2,743,263,2,0
1,76,1,2,2,515,570,2,0
2,93,0,2,2,576,885,2,0
3,78,0,2,2,387,494,2,0
4,161,1,2,2,715,494,2,0
5,125,1,2,2,794,885,2,0
6,146,0,2,2,676,285,2,0
7,110,0,2,2,694,494,2,0
8,70,1,2,2,314,385,2,0
9,63,0,2,2,906,320,2,0
10,37,1,2,2,794,344,2,0
11,168,0,2,2,539,337,2,0
12,102,1,2,2,273,885,2,0
13,117,1,2,2,715,721,2,0
14,63,0,2,2,282,912,2,0
15,95,0,2,2,772,912,2,0
16,70,1,2,2,708,934,2,0
17,44,0,2,2,414,315,2,0
18,110,1,2,2,529,812,2,0
19,74,0,2,2,694,408,2,0
20,32,1,2,2,477,562,2,0
1,123,1,3,2,256,372,2,0
2,110,0,3,2,707,476,2,0
3,75,1,3,2,500,508,2,0
4,158,0,3,2,703,347,2,0
5,36,0,3,2,413,450,2,0
6,61,1,3,2,471,460,2,0
7,27,0,3,2,413,592,2,0
8,84,1,3,2,416,668,2,0
9,110,0,3,2,374,502,2,0
10,90,1,3,2,630,668,2,0
11,131,0,3,2,799,337,2,0
12,143,1,3,2,780,415,2,0
13,48,0,3,2,901,502,2,0
14,107,0,3,2,808,395,2,0
15,31,1,3,2,828,263,2,0
16,109,1,3,2,648,508,2,0
17,169,0,3,2,780,347,2,0
18,76,1,3,2,412,858,2,0
19,121,0,3,2,452,283,2,0
20,111,1,3,2,649,395,2,0
1,54,0,4,2,748,300,2,0
2,63,1,4,2,299,777,2,0
3,130,0,4,2,748,603,2,0
4,145,1,4,2,618,589,2,0
5,119,1,4,2,471,352,2,0
6,84,0,4,2,254,578,2,0
7,42,0,4,2,729,292,2,0
8,161,1,4,2,470,578,2,0
9,38,0,4,2,606,603,2,0
10,31,0,4,2,280,500,2,0
11,64,1,4,2,299,819,2,0
12,38,1,4,2,701,292,2,0
13,140,0,4,2,589,300,2,0
14,141,0,4,2,252,383,2,0
15,162,1,4,2,445,489,2,0
16,127,1,4,2,589,352,2,0
17,57,0,4,2,445,300,2,0
18,86,1,4,2,905,308,2,0
19,28,1,4,2,432,768,2,0
20,53,0,4,2,254,839,2,0
1,104,0,5,2,943,278,2,0
2,98,1,5,2,514,950,2,0
3,148,0,5,2,432,299,2,0
4,97,1,5,2,482,351,2,0
5,93,0,5,2,263,624,2,0
6,165,0,5,2,717,622,2,0
7,127,1,5,2,531,356,2,0
8,87,0,5,2,450,356,2,0
9,37,1,5,2,655,269,2,0
10,47,1,5,2,720,622,2,0
11,44,0,5,2,358,713,2,0
12,123,0,5,2,943,350,2,0
13,53,1,5,2,661,388,2,0
14,134,1,5,2,606,752,2,0
15,159,0,5,2,432,955,2,0
16,73,1,5,2,769,327,2,0
17,153,1,5,2,720,722,2,0
18,173,0,5,2,943,624,2,0
19,95,0,5,2,910,297,2,0
20,145,1,5,2,358,622,2,0
