trial_n,rho,choice,condition,task,ITI,ISI,block,first
1,40,1,0,2,534,411,1,2
2,116,0,0,2,794,841,1,0
3,109,0,0,2,260,389,1,0
4,57,1,0,2,409,501,1,0
5,107,0,0,2,454,301,1,0
6,85,0,0,2,373,271,1,0
7,147,1,0,2,739,394,1,0
8,142,1,0,2,262,590,1,0
9,74,0,0,2,255,617,1,0
10,79,1,0,2,420,347,1,0
11,174,0,0,2,582,394,1,0
12,56,1,0,2,381,973,1,0
13,98,0,0,2,499,301,1,0
14,153,1,0,2,409,508,1,0
15,92,0,0,2,373,394,1,0
16,108,1,0,2,280,301,1,0
17,31,0,0,2,848,501,1,0
18,111,1,0,2,409,742,1,0
19,158,1,0,2,454,399,1,0
20,44,0,0,2,373,541,1,0
1,162,0,1,2,621,756,1,0
2,153,0,1,2,380,260,1,0
3,143,1,1,2,543,876,1,2
4,77,1,1,2,942,540,1,0
5,159,0,1,2,727,590,1,0
6,83,0,1,2,393,494,1,0
7,119,1,1,2,380,614,1,0
8,62,1,1,2,543,756,1,0
9,56,0,1,2,615,586,1,0
10,75,1,1,2,615,756,1,0
11,76,1,1,2,457,745,1,0
12,86,0,1,2,486,614,1,0
13,129,1,1,2,391,312,1,0
14,154,0,1,2,500,931,1,0
15,29,1,1,2,769,364,1,0
16,120,0,1,2,927,872,1,0
17,95,1,1,2,813,630,1,0
18,139,0,1,2,610,251,1,0
19,160,1,1,2,927,586,1,0
20,42,0,1,2,953,872,1,0
1,49,0,2,2,874,312,1,0
2,57,1,2,2,537,760,1,2
3,70,0,2,2,830,330,1,0
4,29,0,2,2,306,355,1,0
5,169,1,2,2,965,733,1,0
6,47,1,2,2,537,333,1,0
7,83,0,2,2,678,561,1,0
8,88,1,2,2,433,543,1,0
9,107,1,2,2,678,543,1,0
10,140,0,2,2,295,312,1,0
11,155,1,2,2,704,435,1,0
12,27,0,2,2,533,892,1,0
13,159,1,2,2,478,459,1,0
14,27,0,2,2,299,543,1,0
15,139,0,2,2,526,330,1,0
16,157,1,2,2,936,504,1,0
17,149,1,2,2,704,414,1,0
18,85,0,2,2,929,312,1,0
19,103,1,2,2,295,809,1,0
20,63,0,2,2,478,279,1,0
1,162,1,3,2,550,417,1,2
2,43,0,3,2,924,290,1,0
3,135,1,3,2,605,952,1,0
4,121,0,3,2,601,609,1,0
5,91,1,3,2,588,760,1,0
6,95,1,3,2,937,330,1,0
7,126,0,3,2,824,330,1,0
8,103,0,3,2,485,323,1,0
9,153,1,3,2,614,254,1,0
10,118,0,3,2,924,741,1,0
11,67,0,3,2,770,453,1,0
12,115,1,3,2,614,609,1,0
13,96,1,3,2,333,404,1,0
14,57,0,3,2,439,264,1,0
15,30,0,3,2,614,417,1,0
16,69,1,3,2,614,609,1,0
17,40,1,3,2,770,667,1,0
18,42,0,3,2,439,759,1,0
19,54,0,3,2,347,667,1,0
20,126,1,3,2,861,417,1,0
1,79,1,4,2,546,360,1,2
2,100,0,4,2,320,647,1,0
3,160,0,4,2,339,494,1,0
4,65,1,4,2,546,752,1,0
5,92,0,4,2,392,582,1,0
6,84,0,4,2,802,545,1,0
7,98,1,4,2,907,274,1,0
8,166,1,4,2,907,360,1,0
9,64,0,4,2,369,382,1,0
10,70,1,4,2,439,951,1,0
11,82,1,4,2,392,647,1,0
12,80,0,4,2,687,752,1,0
13,106,0,4,2,442,307,1,0
14,149,1,4,2,986,407,1,0
15,124,1,4,2,977,274,1,0
16,40,0,4,2,320,663,1,0
17,133,1,4,2,285,754,1,0
18,100,0,4,2,780,790,1,0
19,102,0,4,2,434,332,1,0
20,54,1,4,2,907,332,1,0
1,46,1,5,2,470,634,1,2
2,120,0,5,2,743,634,1,0
3,78,1,5,2,388,655,1,0
4,136,0,5,2,381,300,1,0
5,117,0,5,2,971,470,1,0
6,68,1,5,2,399,970,1,0
7,110,1,5,2,686,569,1,0
8,33,0,5,2,301,518,1,0
9,33,1,5,2,971,470,1,0
10,63,0,5,2,672,327,1,0
11,35,1,5,2,260,322,1,0
12,101,1,5,2,470,352,1,0
13,62,0,5,2,744,514,1,0
14,47,0,5,2,478,606,1,0
15,74,1,5,2,785,518,1,0
16,71,0,5,2,610,300,1,0
17,103,0,5,2,301,622,1,0
18,159,1,5,2,478,456,1,0
19,125,1,5,2,723,969,1,0
20,31,0,5,2,534,501,1,0
1,117,0,0,2,352,713,2,0
2,130,0,0,2,551,391,2,0
3,127,1,0,2,295,423,2,0
4,83,0,0,2,858,904,2,0
5,75,1,0,2,283,544,2,0
6,118,1,0,2,846,549,2,0
7,141,0,0,2,885,504,2,0
8,150,1,0,2,352,320,2,0
9,158,1,0,2,885,800,2,0
10,51,0,0,2,341,567,2,0
11,66,0,0,2,695,420,2,0
12,61,1,0,2,420,800,2,0
13,109,0,0,2,826,423,2,0
14,50,0,0,2,846,549,2,0
15,86,1,0,2,304,565,2,0
16,153,0,0,2,357,506,2,0
17,160,1,0,2,936,306,2,0
18,100,1,0,2,299,549,2,0
19,93,0,0,2,352,700,2,0
20,153,1,0,2,251,489,2,0
1,147,1,1,2,350,324,2,0
2,102,1,1,2,910,898,2,0
3,131,0,1,2,341,762,2,0
4,173,1,1,2,346,332,2,0
5,158,0,1,2,251,917,2,0
6,34,0,1,2,874,581,2,0
7,43,1,1,2,290,329,2,0
8,121,1,1,2,346,762,2,0
9,71,0,1,2,350,639,2,0
10,148,1,1,2,251,442,2,0
11,121,1,1,2,668,581,2,0
12,168,0,1,2,408,825,2,0
13,153,1,1,2,804,299,2,0
14,34,0,1,2,408,852,2,0
15,84,0,1,2,346,404,2,0
16,92,1,1,2,360,329,2,0
17,131,0,1,2,379,395,2,0
18,58,1,1,2,255,314,2,0
19,54,0,1,2,304,314,2,0
20,146,0,1,2,769,825,2,0
1,104,0,2,2,527,654,2,0
2,126,1,2,2,800,266,2,0
3,146,1,2,2,907,629,2,0
4,49,0,2,2,306,291,2,0
5,149,0,2,2,295,607,2,0
6,59,1,2,2,901,444,2,0
7,68,1,2,2,989,607,2,0
8,157,0,2,2,563,307,2,0
9,143,1,2,2,295,392,2,0
10,148,1,2,2,989,692,2,0
11,172,0,2,2,295,410,2,0
12,90,0,2,2,968,406,2,0
13,120,1,2,2,845,828,2,0
14,76,0,2,2,261,410,2,0
15,70,0,2,2,301,291,2,0
16,124,1,2,2,989,620,2,0
17,146,1,2,2,848,392,2,0
18,42,0,2,2,346,457,2,0
19,74,0,2,2,578,424,2,0
20,32,1,2,2,295,457,2,0
1,78,1,3,2,635,561,2,0
2,131,0,3,2,799,482,2,0
3,159,1,3,2,560,495,2,0
4,163,0,3,2,745,561,2,0
5,28,0,3,2,861,292,2,0
6,105,1,3,2,624,512,2,0
7,62,0,3,2,635,805,2,0
8,58,1,3,2,582,462,2,0
9,46,1,3,2,520,971,2,0
10,107,0,3,2,745,727,2,0
11,66,0,3,2,371,446,2,0
12,91,1,3,2,582,495,2,0
13,124,1,3,2,292,446,2,0
14,53,0,3,2,745,460,2,0
15,107,1,3,2,560,482,2,0
16,163,0,3,2,635,292,2,0
17,91,1,3,2,897,727,2,0
18,68,0,3,2,799,410,2,0
19,151,0,3,2,747,421,2,0
20,84,1,3,2,938,460,2,0
1,91,1,4,2,630,778,2,0
2,107,0,4,2,692,814,2,0
3,108,1,4,2,550,778,2,0
4,49,0,4,2,692,783,2,0
5,145,0,4,2,277,725,2,0
6,53,1,4,2,828,887,2,0
7,108,0,4,2,262,327,2,0
8,162,1,4,2,569,783,2,0
9,83,1,4,2,297,406,2,0
10,165,0,4,2,405,464,2,0
11,44,1,4,2,356,813,2,0
12,111,0,4,2,782,268,2,0
13,76,1,4,2,744,916,2,0
14,144,0,4,2,280,813,2,0
15,90,1,4,2,503,264,2,0
16,126,0,4,2,550,916,2,0
17,79,1,4,2,760,460,2,0
18,96,0,4,2,850,406,2,0
19,94,0,4,2,405,460,2,0
20,140,1,4,2,782,887,2,0
1,63,0,5,2,333,633,2,0
2,34,1,5,2,256,891,2,0
3,70,1,5,2,610,722,2,0
4,135,0,5,2,451,537,2,0
5,34,1,5,2,717,887,2,0
6,51,0,5,2,333,722,2,0
7,34,1,5,2,285,373,2,0
8,164,0,5,2,339,385,2,0
9,163,0,5,2,285,891,2,0
10,96,1,5,2,610,489,2,0
11,32,0,5,2,451,488,2,0
12,153,0,5,2,936,663,2,0
13,126,1,5,2,706,373,2,0
14,163,1,5,2,527,514,2,0
15,155,0,5,2,381,278,2,0
16,111,0,5,2,657,633,2,0
17,136,1,5,2,333,663,2,0
18,154,0,5,2,610,453,2,0
19,101,1,5,2,610,296,2,0
20,36,1,5,2,989,488,2,0
