trial_n,rho,choice,condition,task,ITI,ISI,block,first
1,46,0,0,2,576,441,1,0
2,143,1,0,2,812,401,1,0
3,110,0,0,2,736,838,1,0
4,31,1,0,2,736,429,1,0
5,38,1,0,2,788,838,1,0
6,65,0,0,2,351,451,1,0
1,171,0,1,2,618,317,1,0
2,110,1,1,2,831,317,1,0
3,96,0,1,2,886,770,1,0
4,100,0,1,2,508,356,1,0
5,162,1,1,2,886,366,1,0
6,127,1,1,2,392,367,1,0
1,124,0,0,2,937,379,2,0
2,121,1,0,2,636,682,2,0
3,34,0,0,2,750,401,2,0
4,166,1,0,2,937,350,2,0
5,46,1,0,2,727,526,2,0
6,84,0,0,2,727,836,2,0
1,145,1,1,2,634,997,2,0
2,69,0,1,2,771,950,2,0
3,114,1,1,2,257,497,2,0
4,174,0,1,2,926,447,2,0
5,43,0,1,2,486,300,2,0
6,39,1,1,2,257,950,2,0
