trial_n,gen1,gen2,choice,order,condition,task,ITI,ISI,block
1,6,7,1,0,0,9,818,616,1
2,4,5,0,0,0,9,630,676,1
3,3,4,1,0,0,9,255,264,1
4,7,8,0,1,0,9,369,481,1
5,7,8,1,1,0,9,389,702,1
6,2,3,0,1,0,9,905,526,1
7,0,1,1,1,0,9,461,858,1
8,1,2,1,1,0,9,410,743,1
9,0,1,0,1,0,9,446,961,1
10,3,4,0,1,0,9,308,440,1
11,6,7,0,0,0,9,354,450,1
12,1,2,0,0,0,9,646,856,1
13,5,6,0,0,0,9,899,380,1
14,2,3,1,1,0,9,267,589,1
15,5,6,1,0,0,9,480,740,1
16,4,5,1,0,0,9,267,499,1
1,6,7,1,0,1,9,441,352,1
2,4,5,0,0,1,9,441,478,1
3,3,4,1,0,1,9,821,722,1
4,7,8,0,1,1,9,287,303,1
5,7,8,1,1,1,9,366,548,1
6,2,3,0,1,1,9,650,514,1
7,0,1,1,1,1,9,462,292,1
8,1,2,1,1,1,9,292,760,1
9,0,1,0,1,1,9,380,768,1
10,3,4,0,1,1,9,269,360,1
11,6,7,0,0,1,9,266,407,1
12,1,2,0,0,1,9,341,285,1
13,5,6,0,0,1,9,416,392,1
14,2,3,1,1,1,9,324,817,1
15,5,6,1,0,1,9,658,254,1
16,4,5,1,0,1,9,696,570,1
1,6,7,1,0,2,9,415,323,1
2,4,5,0,0,2,9,483,549,1
3,3,4,1,0,2,9,778,469,1
4,7,8,0,1,2,9,608,457,1
5,7,8,1,1,2,9,342,312,1
6,2,3,0,1,2,9,862,523,1
7,0,1,1,1,2,9,343,539,1
8,1,2,1,1,2,9,603,252,1
9,0,1,0,1,2,9,273,363,1
10,3,4,0,1,2,9,589,437,1
11,6,7,0,0,2,9,516,301,1
12,1,2,0,0,2,9,263,928,1
13,5,6,0,0,2,9,446,612,1
14,2,3,1,1,2,9,788,258,1
15,5,6,1,0,2,9,639,744,1
16,4,5,1,0,2,9,731,722,1
1,6,7,1,0,3,9,722,268,1
2,4,5,0,0,3,9,986,694,1
3,3,4,1,0,3,9,330,396,1
4,7,8,0,1,3,9,312,346,1
5,7,8,1,1,3,9,572,352,1
6,2,3,0,1,3,9,336,927,1
7,0,1,1,1,3,9,439,502,1
8,1,2,1,1,3,9,605,413,1
9,0,1,0,1,3,9,390,459,1
10,3,4,0,1,3,9,866,432,1
11,6,7,0,0,3,9,922,536,1
12,1,2,0,0,3,9,474,719,1
13,5,6,0,0,3,9,354,805,1
14,2,3,1,1,3,9,876,334,1
15,5,6,1,0,3,9,269,413,1
16,4,5,1,0,3,9,552,298,1
1,6,7,1,0,4,9,859,432,1
2,4,5,0,0,4,9,509,999,1
3,3,4,1,0,4,9,668,358,1
4,7,8,0,1,4,9,356,334,1
5,7,8,1,1,4,9,459,293,1
6,2,3,0,1,4,9,527,393,1
7,0,1,1,1,4,9,425,396,1
8,1,2,1,1,4,9,349,603,1
9,0,1,0,1,4,9,256,442,1
10,3,4,0,1,4,9,485,426,1
11,6,7,0,0,4,9,706,622,1
12,1,2,0,0,4,9,725,717,1
13,5,6,0,0,4,9,595,541,1
14,2,3,1,1,4,9,781,1000,1
15,5,6,1,0,4,9,953,363,1
16,4,5,1,0,4,9,560,755,1
1,6,7,1,0,5,9,342,881,1
2,4,5,0,0,5,9,969,731,1
3,3,4,1,0,5,9,830,269,1
4,7,8,0,1,5,9,510,395,1
5,7,8,1,1,5,9,662,271,1
6,2,3,0,1,5,9,933,488,1
7,0,1,1,1,5,9,447,905,1
8,1,2,1,1,5,9,585,400,1
9,0,1,0,1,5,9,305,339,1
10,3,4,0,1,5,9,558,745,1
11,6,7,0,0,5,9,959,288,1
12,1,2,0,0,5,9,471,430,1
13,5,6,0,0,5,9,378,294,1
14,2,3,1,1,5,9,741,251,1
15,5,6,1,0,5,9,699,680,1
16,4,5,1,0,5,9,367,263,1
1,6,7,1,0,0,9,930,986,2
2,4,5,0,0,0,9,683,659,2
3,3,4,1,0,0,9,647,921,2
4,7,8,0,1,0,9,531,467,2
5,7,8,1,1,0,9,734,545,2
6,2,3,0,1,0,9,842,620,2
7,0,1,1,1,0,9,326,608,2
8,1,2,1,1,0,9,580,909,2
9,0,1,0,1,0,9,479,540,2
10,3,4,0,1,0,9,882,486,2
11,6,7,0,0,0,9,315,628,2
12,1,2,0,0,0,9,314,727,2
13,5,6,0,0,0,9,308,456,2
14,2,3,1,1,0,9,956,417,2
15,5,6,1,0,0,9,638,590,2
16,4,5,1,0,0,9,277,977,2
1,6,7,1,0,1,9,735,351,2
2,4,5,0,0,1,9,860,604,2
3,3,4,1,0,1,9,804,736,2
4,7,8,0,1,1,9,309,647,2
5,7,8,1,1,1,9,271,597,2
6,2,3,0,1,1,9,803,396,2
7,0,1,1,1,1,9,491,778,2
8,1,2,1,1,1,9,788,753,2
9,0,1,0,1,1,9,782,810,2
10,3,4,0,1,1,9,343,440,2
11,6,7,0,0,1,9,307,532,2
12,1,2,0,0,1,9,284,394,2
13,5,6,0,0,1,9,629,494,2
14,2,3,1,1,1,9,414,686,2
15,5,6,1,0,1,9,386,255,2
16,4,5,1,0,1,9,288,540,2
1,6,7,1,0,2,9,489,428,2
2,4,5,0,0,2,9,355,320,2
3,3,4,1,0,2,9,364,253,2
4,7,8,0,1,2,9,405,392,2
5,7,8,1,1,2,9,406,434,2
6,2,3,0,1,2,9,324,252,2
7,0,1,1,1,2,9,984,794,2
8,1,2,1,1,2,9,373,619,2
9,0,1,0,1,2,9,406,666,2
10,3,4,0,1,2,9,441,332,2
11,6,7,0,0,2,9,304,702,2
12,1,2,0,0,2,9,383,842,2
13,5,6,0,0,2,9,477,276,2
14,2,3,1,1,2,9,534,545,2
15,5,6,1,0,2,9,494,556,2
16,4,5,1,0,2,9,767,716,2
1,6,7,1,0,3,9,745,718,2
2,4,5,0,0,3,9,963,495,2
3,3,4,1,0,3,9,362,802,2
4,7,8,0,1,3,9,301,471,2
5,7,8,1,1,3,9,814,527,2
6,2,3,0,1,3,9,820,986,2
7,0,1,1,1,3,9,790,402,2
8,1,2,1,1,3,9,617,562,2
9,0,1,0,1,3,9,275,386,2
10,3,4,0,1,3,9,361,644,2
11,6,7,0,0,3,9,267,762,2
12,1,2,0,0,3,9,944,723,2
13,5,6,0,0,3,9,559,664,2
14,2,3,1,1,3,9,397,526,2
15,5,6,1,0,3,9,848,369,2
16,4,5,1,0,3,9,263,392,2
1,6,7,1,0,4,9,266,998,2
2,4,5,0,0,4,9,838,664,2
3,3,4,1,0,4,9,313,286,2
4,7,8,0,1,4,9,547,645,2
5,7,8,1,1,4,9,591,997,2
6,2,3,0,1,4,9,372,663,2
7,0,1,1,1,4,9,497,743,2
8,1,2,1,1,4,9,376,543,2
9,0,1,0,1,4,9,888,357,2
10,3,4,0,1,4,9,548,451,2
11,6,7,0,0,4,9,315,317,2
12,1,2,0,0,4,9,758,819,2
13,5,6,0,0,4,9,275,371,2
14,2,3,1,1,4,9,539,882,2
15,5,6,1,0,4,9,457,271,2
16,4,5,1,0,4,9,422,369,2
1,6,7,1,0,5,9,806,469,2
2,4,5,0,0,5,9,530,383,2
3,3,4,1,0,5,9,589,421,2
4,7,8,0,1,5,9,431,814,2
5,7,8,1,1,5,9,934,482,2
6,2,3,0,1,5,9,262,386,2
7,0,1,1,1,5,9,306,880,2
8,1,2,1,1,5,9,303,603,2
9,0,1,0,1,5,9,844,551,2
10,3,4,0,1,5,9,875,310,2
11,6,7,0,0,5,9,591,288,2
12,1,2,0,0,5,9,694,838,2
13,5,6,0,0,5,9,741,597,2
14,2,3,1,1,5,9,502,262,2
15,5,6,1,0,5,9,476,422,2
16,4,5,1,0,5,9,437,333,2
