trial_n,rho,choice,condition,task,ITI,ISI,block,first
1,125,1,0,2,558,355,1,2
2,48,0,0,2,382,656,1,0
3,32,1,0,2,688,893,1,0
4,86,0,0,2,635,838,1,0
5,156,1,0,2,382,303,1,0
6,75,0,0,2,381,534,1,0
7,53,1,0,2,838,775,1,0
8,43,0,0,2,296,724,1,0
9,40,1,0,2,496,656,1,0
10,105,0,0,2,838,893,1,0
11,100,0,0,2,838,656,1,0
12,80,1,0,2,635,372,1,0
13,35,0,0,2,461,814,1,0
14,109,0,0,2,464,602,1,0
15,45,1,0,2,558,355,1,0
16,51,1,0,2,931,400,1,0
17,54,0,0,2,496,736,1,0
18,132,1,0,2,464,441,1,0
19,67,1,0,2,635,339,1,0
20,121,0,0,2,498,372,1,0
1,68,1,1,2,358,783,1,2
2,63,0,1,2,627,474,1,0
3,123,0,1,2,402,539,1,0
4,80,1,1,2,759,551,1,0
5,70,0,1,2,627,309,1,0
6,85,1,1,2,352,623,1,0
7,142,0,1,2,352,392,1,0
8,53,1,1,2,383,362,1,0
9,65,0,1,2,315,641,1,0
10,100,0,1,2,346,455,1,0
11,86,1,1,2,346,391,1,0
12,173,0,1,2,383,539,1,0
13,85,1,1,2,318,551,1,0
14,161,1,1,2,431,375,1,0
15,67,0,1,2,752,698,1,0
16,100,1,1,2,718,324,1,0
17,83,0,1,2,919,698,1,0
18,68,1,1,2,358,286,1,0
19,169,0,1,2,354,375,1,0
20,39,1,1,2,352,783,1,0
1,162,1,2,2,363,374,1,2
2,104,0,2,2,481,488,1,0
3,75,0,2,2,373,257,1,0
4,61,1,2,2,326,329,1,0
5,111,1,2,2,315,475,1,0
6,162,0,2,2,276,721,1,0
7,43,0,2,2,425,923,1,0
8,69,1,2,2,326,257,1,0
9,156,0,2,2,808,539,1,0
10,110,0,2,2,359,350,1,0
11,131,1,2,2,359,329,1,0
12,91,0,2,2,936,988,1,0
13,173,1,2,2,373,789,1,0
14,165,0,2,2,919,475,1,0
15,126,1,2,2,362,305,1,0
16,158,1,2,2,919,878,1,0
17,68,0,2,2,373,590,1,0
18,151,1,2,2,919,453,1,0
19,120,0,2,2,487,400,1,0
20,157,1,2,2,400,721,1,0
1,138,0,3,2,520,773,1,0
2,65,0,3,2,315,437,1,0
3,135,1,3,2,444,406,1,2
4,63,1,3,2,520,721,1,0
5,98,0,3,2,250,579,1,0
6,162,1,3,2,353,821,1,0
7,37,1,3,2,310,412,1,0
8,52,0,3,2,843,412,1,0
9,32,0,3,2,315,721,1,0
10,148,1,3,2,780,579,1,0
11,86,1,3,2,619,652,1,0
12,49,0,3,2,869,652,1,0
13,38,0,3,2,520,437,1,0
14,159,1,3,2,996,564,1,0
15,55,1,3,2,520,456,1,0
16,52,0,3,2,320,821,1,0
17,149,1,3,2,878,821,1,0
18,51,0,3,2,365,502,1,0
19,125,1,3,2,520,437,1,0
20,78,0,3,2,351,307,1,0
1,76,1,4,2,765,384,1,2
2,156,0,4,2,391,478,1,0
3,170,1,4,2,429,650,1,0
4,171,1,4,2,372,954,1,0
5,105,0,4,2,765,279,1,0
6,58,1,4,2,873,650,1,0
7,144,0,4,2,535,472,1,0
8,35,1,4,2,888,478,1,0
9,124,0,4,2,537,683,1,0
10,153,1,4,2,489,486,1,0
11,77,0,4,2,970,648,1,0
12,148,1,4,2,391,781,1,0
13,130,0,4,2,309,414,1,0
14,147,1,4,2,429,976,1,0
15,37,0,4,2,276,297,1,0
16,28,1,4,2,446,976,1,0
17,73,0,4,2,429,414,1,0
