trial_n,rho,choice,condition,task,ITI,ISI,block,first
1,67,0,0,2,728,938,1,0
2,117,0,0,2,783,469,1,0
3,89,1,0,2,728,671,1,0
4,120,1,0,2,289,627,1,0
5,27,0,0,2,989,322,1,0
6,89,1,0,2,707,285,1,0
1,165,0,1,2,419,513,1,0
2,163,0,1,2,521,806,1,0
3,158,1,1,2,625,393,1,0
4,146,1,1,2,283,534,1,0
5,52,0,1,2,521,762,1,0
6,154,1,1,2,869,513,1,0
1,140,0,0,2,515,691,2,0
2,28,1,0,2,471,936,2,0
3,101,1,0,2,856,936,2,0
4,42,0,0,2,680,446,2,0
5,113,1,0,2,859,388,2,0
6,39,0,0,2,507,388,2,0
1,156,1,1,2,409,574,2,0
2,61,0,1,2,677,762,2,0
3,98,0,1,2,877,795,2,0
4,117,1,1,2,419,934,2,0
5,165,0,1,2,877,418,2,0
6,151,0,1,2,677,795,2,0
