trial_n,gen1,gen2,choice,order,condition,task,ITI,ISI,block
1,6,7,1,0,0,9,685,384,1
2,4,5,0,0,0,9,566,624,1
3,3,4,1,0,0,9,492,498,1
4,7,8,0,1,0,9,689,658,1
5,7,8,1,1,0,9,257,398,1
6,2,3,0,1,0,9,386,266,1
7,0,1,1,1,0,9,321,353,1
8,1,2,1,1,0,9,822,883,1
9,0,1,0,1,0,9,621,262,1
10,3,4,0,1,0,9,948,974,1
11,6,7,0,0,0,9,276,275,1
12,1,2,0,0,0,9,837,854,1
13,5,6,0,0,0,9,375,286,1
14,2,3,1,1,0,9,589,553,1
15,5,6,1,0,0,9,438,383,1
16,4,5,1,0,0,9,506,283,1
1,6,7,1,0,1,9,600,481,1
2,4,5,0,0,1,9,302,954,1
3,3,4,1,0,1,9,414,510,1
4,7,8,0,1,1,9,692,451,1
5,7,8,1,1,1,9,468,293,1
6,2,3,0,1,1,9,530,676,1
7,0,1,1,1,1,9,337,470,1
8,1,2,1,1,1,9,381,886,1
9,0,1,0,1,1,9,842,443,1
10,3,4,0,1,1,9,956,274,1
11,6,7,0,0,1,9,320,905,1
12,1,2,0,0,1,9,423,587,1
13,5,6,0,0,1,9,399,706,1
14,2,3,1,1,1,9,411,513,1
15,5,6,1,0,1,9,829,364,1
16,4,5,1,0,1,9,706,551,1
1,6,7,1,0,2,9,418,703,1
2,4,5,0,0,2,9,743,359,1
3,3,4,1,0,2,9,511,339,1
4,7,8,0,1,2,9,395,415,1
5,7,8,1,1,2,9,688,415,1
6,2,3,0,1,2,9,695,398,1
7,0,1,1,1,2,9,529,798,1
8,1,2,1,1,2,9,434,376,1
9,0,1,0,1,2,9,957,483,1
10,3,4,0,1,2,9,355,736,1
11,6,7,0,0,2,9,392,486,1
12,1,2,0,0,2,9,995,963,1
13,5,6,0,0,2,9,287,552,1
14,2,3,1,1,2,9,984,424,1
15,5,6,1,0,2,9,271,844,1
16,4,5,1,0,2,9,441,322,1
1,6,7,1,0,3,9,345,493,1
2,4,5,0,0,3,9,343,691,1
3,3,4,1,0,3,9,372,620,1
4,7,8,0,1,3,9,848,499,1
5,7,8,1,1,3,9,321,378,1
6,2,3,0,1,3,9,625,337,1
