trial_n,rho,condition,task,ITI,ISI,block,ouA,ouB,ouC
1,100,0,3,1041,1335,1,0,0,0
2,100,0,3,891,815,1,0,0,1
3,100,0,3,779,766,1,0,0,1
4,100,0,3,881,940,1,1,1,1
5,100,0,3,799,1169,1,0,1,0
6,100,0,3,1104,873,1,0,0,1
7,100,0,3,1290,1268,1,0,1,1
8,100,0,3,869,1007,1,1,0,1
9,100,0,3,787,1118,1,1,1,0
10,100,0,3,1314,1271,1,0,0,1
11,100,0,3,956,923,1,0,1,1
12,100,0,3,1298,993,1,0,1,1
1,100,1,3,1207,1146,1,0,0,1
2,100,1,3,1103,1275,1,0,1,0
3,100,1,3,1251,1024,1,0,0,1
4,100,1,3,801,942,1,1,1,1
5,100,1,3,1403,1135,1,1,0,1
6,100,1,3,966,1433,1,0,1,0
7,100,1,3,1160,1376,1,0,0,1
8,100,1,3,1226,1296,1,0,0,1
9,100,1,3,1121,885,1,1,1,1
10,100,1,3,1219,1298,1,0,1,0
11,100,1,3,1290,1331,1,0,0,1
12,100,1,3,858,1488,1,0,1,1
1,100,2,3,932,1228,1,0,0,1
2,100,2,3,928,1103,1,0,0,1
3,100,2,3,1039,1103,1,1,1,0
4,100,2,3,1106,1019,1,0,1,1
5,100,2,3,935,960,1,0,0,1
6,100,2,3,780,1093,1,0,1,0
7,100,2,3,795,1046,1,1,1,1
8,100,2,3,992,876,1,0,1,1
9,100,2,3,1452,1409,1,0,0,0
10,100,2,3,1364,779,1,0,1,1
11,100,2,3,966,990,1,1,0,1
12,100,2,3,811,1130,1,0,0,1
1,100,3,3,1033,1079,1,0,1,0
2,100,3,3,857,1431,1,0,0,1
3,100,3,3,882,888,1,1,0,1
4,100,3,3,980,779,1,0,0,1
5,100,3,3,818,754,1,1,1,0
6,100,3,3,1005,1052,1,0,1,1
7,100,3,3,1274,1391,1,0,0,1
8,100,3,3,838,1435,1,0,1,1
9,100,3,3,1146,1415,1,1,1,0
10,100,3,3,793,1367,1,0,1,1
11,100,3,3,1264,1343,1,0,0,1
12,100,3,3,1110,770,1,0,0,1
1,100,4,3,1418,841,1,0,1,1
2,100,4,3,1016,1053,1,0,0,1
3,100,4,3,905,917,1,0,1,1
4,100,4,3,992,864,1,1,0,0
5,100,4,3,773,1472,1,0,1,1
6,100,4,3,794,828,1,0,0,1
7,100,4,3,1249,1368,1,0,1,1
8,100,4,3,879,890,1,1,0,0
9,100,4,3,1227,882,1,0,0,1
10,100,4,3,781,1108,1,0,0,1
11,100,4,3,759,870,1,0,1,0
12,100,4,3,1225,783,1,1,1,1
1,100,5,3,1184,971,1,0,1,1
2,100,5,3,860,931,1,0,1,1
3,100,5,3,769,1216,1,0,0,1
4,100,5,3,1001,942,1,1,0,0
5,100,5,3,811,977,1,0,1,1
6,100,5,3,937,1010,1,0,1,1
7,100,5,3,753,1146,1,0,1,0
8,100,5,3,793,756,1,1,0,1
9,100,5,3,1305,1010,1,0,0,1
10,100,5,3,928,1123,1,0,1,0
11,100,5,3,1004,923,1,0,0,1
12,100,5,3,1481,1464,1,1,0,1
1,100,0,3,1418,837,2,0,1,1
2,100,0,3,977,1149,2,0,0,1
3,100,0,3,926,834,2,0,0,1
4,100,0,3,1056,1195,2,1,1,0
5,100,0,3,993,972,2,1,0,1
6,100,0,3,916,839,2,0,1,1
7,100,0,3,895,1046,2,0,0,0
8,100,0,3,1042,1176,2,0,1,1
9,100,0,3,986,1272,2,1,1,1
10,100,0,3,847,935,2,0,1,1
11,100,0,3,1163,1184,2,0,0,0
12,100,0,3,1078,966,2,0,0,1
1,100,1,3,1089,1102,2,0,1,1
2,100,1,3,881,777,2,0,1,1
3,100,1,3,1046,1023,2,1,0,1
4,100,1,3,1497,923,2,0,0,0
5,100,1,3,756,889,2,0,0,1
6,100,1,3,874,869,2,0,1,1
7,100,1,3,1360,797,2,1,0,0
8,100,1,3,1358,1496,2,0,1,1
9,100,1,3,873,880,2,0,1,0
10,100,1,3,896,783,2,0,1,1
11,100,1,3,875,879,2,1,0,1
12,100,1,3,913,791,2,0,0,1
1,100,2,3,835,1404,2,0,0,1
2,100,2,3,1132,993,2,0,1,1
3,100,2,3,1461,820,2,0,1,1
4,100,2,3,792,755,2,1,0,0
5,100,2,3,1157,1186,2,0,1,1
6,100,2,3,938,838,2,0,1,1
7,100,2,3,1263,752,2,0,0,1
8,100,2,3,791,1263,2,1,1,0
9,100,2,3,1316,1444,2,0,0,1
10,100,2,3,1365,1190,2,0,0,1
11,100,2,3,1395,1143,2,0,1,1
12,100,2,3,815,936,2,1,0,0
1,100,3,3,1148,801,2,0,0,1
2,100,3,3,876,1083,2,0,1,1
3,100,3,3,910,786,2,1,0,1
4,100,3,3,991,765,2,0,1,0
5,100,3,3,1108,1130,2,0,1,1
6,100,3,3,1040,1206,2,1,1,1
7,100,3,3,1085,1386,2,0,0,0
8,100,3,3,828,829,2,0,0,1
9,100,3,3,1378,1116,2,1,0,0
10,100,3,3,856,820,2,0,1,1
11,100,3,3,811,787,2,0,0,1
12,100,3,3,753,914,2,0,1,1
1,100,4,3,1097,1031,2,0,0,1
2,100,4,3,850,767,2,0,1,1
3,100,4,3,859,1151,2,0,0,0
4,100,4,3,1145,1008,2,1,0,1
5,100,4,3,830,1205,2,0,1,0
6,100,4,3,1259,1453,2,0,1,1
7,100,4,3,998,836,2,0,0,1
8,100,4,3,926,1172,2,1,1,1
9,100,4,3,1096,1165,2,0,1,0
10,100,4,3,807,1491,2,1,1,1
11,100,4,3,851,1150,2,0,0,1
12,100,4,3,862,1208,2,0,0,1
1,100,5,3,793,1139,2,0,0,1
2,100,5,3,1285,796,2,0,0,1
3,100,5,3,1106,1320,2,0,1,0
4,100,5,3,893,852,2,1,1,1
5,100,5,3,1007,778,2,0,0,1
6,100,5,3,1020,993,2,1,1,1
7,100,5,3,829,931,2,0,0,0
8,100,5,3,1006,907,2,0,1,1
9,100,5,3,808,755,2,0,0,1
10,100,5,3,752,956,2,1,1,0
11,100,5,3,1402,1293,2,0,0,1
12,100,5,3,1072,866,2,0,1,1
