trial_n,gen1,gen2,choice,order,condition,task,ITI,ISI,block
1,6,7,1,0,0,9,507,551,1
2,4,5,0,0,0,9,381,300,1
3,3,4,1,0,0,9,620,707,1
4,7,8,0,1,0,9,448,340,1
5,7,8,1,1,0,9,305,932,1
6,2,3,0,1,0,9,886,388,1
7,0,1,1,1,0,9,441,493,1
8,1,2,1,1,0,9,649,821,1
9,0,1,0,1,0,9,521,294,1
10,3,4,0,1,0,9,796,759,1
11,6,7,0,0,0,9,276,443,1
12,1,2,0,0,0,9,387,362,1
13,5,6,0,0,0,9,283,280,1
14,2,3,1,1,0,9,274,376,1
15,5,6,1,0,0,9,454,375,1
16,4,5,1,0,0,9,723,577,1
1,6,7,1,0,1,9,440,540,1
2,4,5,0,0,1,9,275,932,1
3,3,4,1,0,1,9,378,301,1
4,7,8,0,1,1,9,291,715,1
5,7,8,1,1,1,9,267,524,1
6,2,3,0,1,1,9,494,494,1
7,0,1,1,1,1,9,386,348,1
8,1,2,1,1,1,9,304,418,1
9,0,1,0,1,1,9,322,517,1
10,3,4,0,1,1,9,550,766,1
11,6,7,0,0,1,9,499,339,1
12,1,2,0,0,1,9,836,398,1
13,5,6,0,0,1,9,752,285,1
14,2,3,1,1,1,9,715,869,1
15,5,6,1,0,1,9,284,905,1
16,4,5,1,0,1,9,806,531,1
1,6,7,1,0,2,9,494,291,1
2,4,5,0,0,2,9,683,538,1
3,3,4,1,0,2,9,336,771,1
4,7,8,0,1,2,9,320,350,1
5,7,8,1,1,2,9,571,256,1
6,2,3,0,1,2,9,506,484,1
7,0,1,1,1,2,9,552,333,1
8,1,2,1,1,2,9,324,726,1
9,0,1,0,1,2,9,330,754,1
10,3,4,0,1,2,9,343,702,1
11,6,7,0,0,2,9,588,468,1
12,1,2,0,0,2,9,322,668,1
13,5,6,0,0,2,9,910,434,1
14,2,3,1,1,2,9,783,408,1
15,5,6,1,0,2,9,905,721,1
16,4,5,1,0,2,9,324,374,1
1,6,7,1,0,3,9,602,396,1
2,4,5,0,0,3,9,275,854,1
3,3,4,1,0,3,9,862,591,1
4,7,8,0,1,3,9,404,477,1
5,7,8,1,1,3,9,514,446,1
6,2,3,0,1,3,9,391,713,1
7,0,1,1,1,3,9,603,418,1
8,1,2,1,1,3,9,532,579,1
9,0,1,0,1,3,9,538,351,1
10,3,4,0,1,3,9,436,659,1
11,6,7,0,0,3,9,805,650,1
12,1,2,0,0,3,9,673,404,1
