trial_n,gen1,gen2,choice,order,condition,task,ITI,ISI,block
1,6,7,1,0,0,9,344,592,1
2,4,5,0,0,0,9,421,644,1
3,3,4,1,0,0,9,417,361,1
4,7,8,0,1,0,9,552,473,1
5,7,8,1,1,0,9,424,568,1
6,2,3,0,1,0,9,584,519,1
7,0,1,1,1,0,9,867,878,1
8,1,2,1,1,0,9,789,289,1
9,0,1,0,1,0,9,514,402,1
10,3,4,0,1,0,9,735,801,1
11,6,7,0,0,0,9,425,728,1
12,1,2,0,0,0,9,299,745,1
13,5,6,0,0,0,9,376,276,1
14,2,3,1,1,0,9,392,505,1
15,5,6,1,0,0,9,421,326,1
16,4,5,1,0,0,9,645,290,1
1,6,7,1,0,1,9,514,733,1
2,4,5,0,0,1,9,400,407,1
3,3,4,1,0,1,9,388,620,1
4,7,8,0,1,1,9,876,616,1
5,7,8,1,1,1,9,610,927,1
6,2,3,0,1,1,9,293,445,1
7,0,1,1,1,1,9,662,338,1
8,1,2,1,1,1,9,584,818,1
9,0,1,0,1,1,9,745,591,1
10,3,4,0,1,1,9,564,828,1
11,6,7,0,0,1,9,353,981,1
12,1,2,0,0,1,9,272,979,1
13,5,6,0,0,1,9,763,320,1
14,2,3,1,1,1,9,628,549,1
15,5,6,1,0,1,9,372,404,1
16,4,5,1,0,1,9,746,637,1
1,6,7,1,0,2,9,280,407,1
2,4,5,0,0,2,9,607,532,1
3,3,4,1,0,2,9,886,817,1
4,7,8,0,1,2,9,432,971,1
5,7,8,1,1,2,9,452,545,1
6,2,3,0,1,2,9,522,722,1
7,0,1,1,1,2,9,300,315,1
8,1,2,1,1,2,9,852,476,1
9,0,1,0,1,2,9,459,666,1
10,3,4,0,1,2,9,657,527,1
11,6,7,0,0,2,9,287,400,1
12,1,2,0,0,2,9,251,872,1
13,5,6,0,0,2,9,325,391,1
14,2,3,1,1,2,9,767,377,1
15,5,6,1,0,2,9,434,401,1
16,4,5,1,0,2,9,539,531,1
1,6,7,1,0,3,9,309,311,1
2,4,5,0,0,3,9,768,724,1
3,3,4,1,0,3,9,680,302,1
4,7,8,0,1,3,9,354,286,1
5,7,8,1,1,3,9,570,857,1
6,2,3,0,1,3,9,621,366,1
7,0,1,1,1,3,9,408,627,1
8,1,2,1,1,3,9,450,718,1
9,0,1,0,1,3,9,254,574,1
10,3,4,0,1,3,9,287,257,1
11,6,7,0,0,3,9,572,357,1
12,1,2,0,0,3,9,283,327,1
13,5,6,0,0,3,9,293,263,1
14,2,3,1,1,3,9,396,254,1
15,5,6,1,0,3,9,781,255,1
16,4,5,1,0,3,9,278,313,1
1,6,7,1,0,4,9,331,334,1
2,4,5,0,0,4,9,570,594,1
3,3,4,1,0,4,9,677,328,1
4,7,8,0,1,4,9,607,291,1
5,7,8,1,1,4,9,616,326,1
6,2,3,0,1,4,9,446,901,1
7,0,1,1,1,4,9,543,349,1
8,1,2,1,1,4,9,701,775,1
9,0,1,0,1,4,9,649,352,1
10,3,4,0,1,4,9,917,423,1
11,6,7,0,0,4,9,567,256,1
12,1,2,0,0,4,9,467,282,1
13,5,6,0,0,4,9,936,298,1
14,2,3,1,1,4,9,447,700,1
15,5,6,1,0,4,9,412,262,1
16,4,5,1,0,4,9,290,548,1
1,6,7,1,0,5,9,881,391,1
2,4,5,0,0,5,9,444,322,1
3,3,4,1,0,5,9,605,485,1
4,7,8,0,1,5,9,848,329,1
5,7,8,1,1,5,9,531,527,1
6,2,3,0,1,5,9,327,488,1
7,0,1,1,1,5,9,647,252,1
8,1,2,1,1,5,9,255,632,1
9,0,1,0,1,5,9,274,367,1
10,3,4,0,1,5,9,548,578,1
11,6,7,0,0,5,9,316,468,1
12,1,2,0,0,5,9,335,311,1
13,5,6,0,0,5,9,418,361,1
14,2,3,1,1,5,9,689,942,1
15,5,6,1,0,5,9,425,890,1
16,4,5,1,0,5,9,340,739,1
1,6,7,1,0,0,9,959,304,2
2,4,5,0,0,0,9,327,809,2
3,3,4,1,0,0,9,540,547,2
4,7,8,0,1,0,9,451,747,2
5,7,8,1,1,0,9,759,384,2
6,2,3,0,1,0,9,510,572,2
7,0,1,1,1,0,9,913,423,2
8,1,2,1,1,0,9,547,429,2
9,0,1,0,1,0,9,997,784,2
10,3,4,0,1,0,9,428,480,2
11,6,7,0,0,0,9,953,371,2
12,1,2,0,0,0,9,283,915,2
13,5,6,0,0,0,9,286,566,2
14,2,3,1,1,0,9,307,354,2
15,5,6,1,0,0,9,612,576,2
16,4,5,1,0,0,9,797,678,2
1,6,7,1,0,1,9,464,344,2
2,4,5,0,0,1,9,306,410,2
3,3,4,1,0,1,9,787,320,2
4,7,8,0,1,1,9,659,623,2
5,7,8,1,1,1,9,297,386,2
6,2,3,0,1,1,9,768,612,2
7,0,1,1,1,1,9,381,397,2
8,1,2,1,1,1,9,589,265,2
9,0,1,0,1,1,9,402,262,2
10,3,4,0,1,1,9,550,429,2
11,6,7,0,0,1,9,787,355,2
12,1,2,0,0,1,9,426,780,2
13,5,6,0,0,1,9,736,485,2
14,2,3,1,1,1,9,479,662,2
15,5,6,1,0,1,9,912,433,2
16,4,5,1,0,1,9,260,925,2
1,6,7,1,0,2,9,419,288,2
2,4,5,0,0,2,9,699,662,2
3,3,4,1,0,2,9,401,968,2
4,7,8,0,1,2,9,395,368,2
5,7,8,1,1,2,9,547,254,2
6,2,3,0,1,2,9,574,410,2
7,0,1,1,1,2,9,955,304,2
8,1,2,1,1,2,9,731,976,2
9,0,1,0,1,2,9,300,329,2
10,3,4,0,1,2,9,368,848,2
11,6,7,0,0,2,9,948,439,2
12,1,2,0,0,2,9,359,347,2
13,5,6,0,0,2,9,948,505,2
14,2,3,1,1,2,9,516,303,2
15,5,6,1,0,2,9,371,485,2
16,4,5,1,0,2,9,555,639,2
1,6,7,1,0,3,9,865,576,2
2,4,5,0,0,3,9,975,722,2
3,3,4,1,0,3,9,270,428,2
4,7,8,0,1,3,9,423,404,2
5,7,8,1,1,3,9,584,417,2
6,2,3,0,1,3,9,796,372,2
7,0,1,1,1,3,9,652,502,2
8,1,2,1,1,3,9,344,371,2
9,0,1,0,1,3,9,926,578,2
10,3,4,0,1,3,9,744,385,2
11,6,7,0,0,3,9,600,456,2
12,1,2,0,0,3,9,416,715,2
13,5,6,0,0,3,9,285,436,2
14,2,3,1,1,3,9,422,513,2
15,5,6,1,0,3,9,483,397,2
16,4,5,1,0,3,9,330,857,2
1,6,7,1,0,4,9,266,763,2
2,4,5,0,0,4,9,828,376,2
3,3,4,1,0,4,9,488,354,2
4,7,8,0,1,4,9,363,354,2
5,7,8,1,1,4,9,298,976,2
6,2,3,0,1,4,9,290,761,2
7,0,1,1,1,4,9,444,296,2
8,1,2,1,1,4,9,938,300,2
9,0,1,0,1,4,9,531,651,2
10,3,4,0,1,4,9,799,635,2
11,6,7,0,0,4,9,604,449,2
12,1,2,0,0,4,9,598,503,2
13,5,6,0,0,4,9,322,490,2
14,2,3,1,1,4,9,732,623,2
15,5,6,1,0,4,9,361,559,2
16,4,5,1,0,4,9,251,421,2
