trial_n,rho,choice,condition,task,ITI,ISI,block,first
1,160,1,0,2,252,954,1,0
2,170,0,0,2,852,954,1,0
3,116,1,0,2,324,734,1,0
4,117,0,0,2,324,655,1,0
5,144,1,0,2,386,490,1,0
6,47,0,0,2,386,385,1,0
1,141,1,1,2,423,415,1,0
2,169,1,1,2,777,739,1,0
3,119,0,1,2,605,397,1,0
4,169,0,1,2,555,315,1,0
5,103,1,1,2,444,315,1,0
6,43,1,1,2,340,369,1,0
1,123,0,0,2,831,882,2,0
2,38,1,0,2,411,688,2,0
3,89,0,0,2,816,792,2,0
4,138,0,0,2,920,882,2,0
5,138,1,0,2,816,409,2,0
6,29,0,0,2,920,445,2,0
1,111,0,1,2,744,260,2,0
2,145,0,1,2,795,900,2,0
3,113,1,1,2,265,916,2,0
4,134,0,1,2,265,815,2,0
5,173,1,1,2,697,708,2,0
6,51,1,1,2,744,916,2,0
