trial_n,rho,choice,condition,task,ITI,ISI,block,first
1,62,0,0,2,475,409,1,0
2,91,0,0,2,606,592,1,0
3,141,1,0,2,844,409,1,0
4,79,0,0,2,844,635,1,0
5,92,0,0,2,606,775,1,0
6,72,1,0,2,500,283,1,0
1,73,0,1,2,754,361,1,0
2,138,1,1,2,265,427,1,0
3,70,1,1,2,361,564,1,0
4,155,0,1,2,265,361,1,0
5,118,0,1,2,265,786,1,0
6,64,1,1,2,361,693,1,0
1,82,0,0,2,893,627,2,0
2,53,0,0,2,489,627,2,0
3,37,1,0,2,893,672,2,0
4,119,0,0,2,399,482,2,0
5,56,1,0,2,399,850,2,0
6,115,1,0,2,489,632,2,0
1,30,0,1,2,836,590,2,0
2,79,1,1,2,471,373,2,0
3,118,0,1,2,945,590,2,0
4,123,0,1,2,945,288,2,0
5,174,1,1,2,471,796,2,0
6,137,1,1,2,605,288,2,0
