trial_n,rho,condition,task,ITI,ISI,block,ouA,ouB,ouC
1,100,0,3,1091,1419,1,0,0,1
2,100,0,3,1344,1024,1,0,1,1
3,100,0,3,1111,753,1,0,0,0
4,100,0,3,1146,774,1,1,0,1
5,100,0,3,1148,801,1,0,0,1
6,100,0,3,1271,823,1,0,1,0
7,100,0,3,1344,1471,1,1,1,1
8,100,0,3,1164,1055,1,0,1,1
9,100,0,3,912,804,1,0,0,0
10,100,0,3,810,918,1,1,0,1
11,100,0,3,1404,884,1,0,1,1
12,100,0,3,1236,791,1,0,1,1
1,100,1,3,921,1253,1,0,0,1
2,100,1,3,852,781,1,0,1,1
3,100,1,3,795,856,1,0,0,1
4,100,1,3,1154,1182,1,1,0,0
5,100,1,3,1278,1102,1,0,1,0
6,100,1,3,1164,1193,1,0,1,1
7,100,1,3,780,1355,1,0,0,1
8,100,1,3,817,863,1,1,1,1
9,100,1,3,1097,1207,1,0,0,0
10,100,1,3,1400,1324,1,1,1,1
11,100,1,3,1098,1077,1,0,0,1
12,100,1,3,1007,800,1,0,1,1
1,100,2,3,936,1313,1,0,0,1
2,100,2,3,827,878,1,0,1,1
3,100,2,3,1273,1062,1,1,1,0
4,100,2,3,1412,1278,1,0,1,1
5,100,2,3,851,1308,1,0,0,1
6,100,2,3,1076,752,1,0,0,1
7,100,2,3,1047,1499,1,1,1,0
8,100,2,3,991,1100,1,0,0,1
9,100,2,3,1457,921,1,0,0,0
10,100,2,3,1305,1212,1,0,1,1
11,100,2,3,1113,1119,1,1,0,1
12,100,2,3,903,1021,1,0,1,1
1,100,3,3,937,1381,1,0,0,1
2,100,3,3,1373,1074,1,0,0,0
3,100,3,3,812,935,1,1,1,1
4,100,3,3,879,953,1,0,0,1
5,100,3,3,1340,1221,1,0,1,0
6,100,3,3,754,1096,1,0,0,1
7,100,3,3,916,841,1,1,0,1
8,100,3,3,1181,828,1,0,1,1
9,100,3,3,1382,1192,1,0,1,0
10,100,3,3,1167,768,1,1,0,1
11,100,3,3,1344,1247,1,0,1,1
12,100,3,3,796,841,1,0,1,1
1,100,4,3,833,804,1,0,0,1
2,100,4,3,951,800,1,1,1,1
3,100,4,3,1073,1185,1,0,0,0
4,100,4,3,809,798,1,0,0,1
5,100,4,3,905,1160,1,1,1,1
6,100,4,3,910,786,1,0,1,1
7,100,4,3,901,1025,1,0,1,0
8,100,4,3,911,1000,1,0,0,1
9,100,4,3,881,1295,1,1,0,1
10,100,4,3,950,844,1,0,1,1
11,100,4,3,1465,1255,1,0,0,0
12,100,4,3,1016,1379,1,0,1,1
1,100,5,3,1162,901,1,0,0,1
2,100,5,3,1327,1191,1,0,1,1
3,100,5,3,1208,804,1,1,1,1
4,100,5,3,906,1164,1,0,0,0
