trial_n,gen,condition,task,ITI,ISI,block
1,5,0,4,669,276,1
2,6,0,4,410,418,1
3,3,0,4,836,444,1
4,2,0,4,722,665,1
5,1,0,4,979,711,1
6,0,0,4,473,378,1
7,8,0,4,435,464,1
8,5,0,4,320,331,1
9,2,0,4,300,252,1
10,4,0,4,563,322,1
11,6,0,4,391,365,1
12,8,0,4,862,692,1
13,0,0,4,517,903,1
14,7,0,4,468,381,1
15,1,0,4,816,374,1
16,3,0,4,261,545,1
17,7,0,4,800,745,1
18,4,0,4,721,293,1
1,6,1,4,536,595,1
2,3,1,4,558,277,1
3,5,1,4,773,536,1
4,0,1,4,380,523,1
5,2,1,4,305,730,1
6,8,1,4,714,586,1
7,2,1,4,667,304,1
8,5,1,4,688,767,1
9,1,1,4,610,949,1
10,0,1,4,533,340,1
11,4,1,4,752,562,1
12,8,1,4,547,756,1
13,1,1,4,589,274,1
14,3,1,4,606,599,1
15,6,1,4,797,645,1
16,4,1,4,353,298,1
17,7,1,4,598,565,1
18,7,1,4,360,290,1
1,4,2,4,500,503,1
2,6,2,4,419,447,1
3,4,2,4,322,674,1
4,6,2,4,338,517,1
5,2,2,4,911,366,1
6,8,2,4,263,270,1
7,1,2,4,283,743,1
8,5,2,4,539,913,1
9,0,2,4,288,615,1
10,2,2,4,836,997,1
11,5,2,4,739,428,1
12,0,2,4,346,288,1
13,7,2,4,589,370,1
14,3,2,4,264,706,1
15,7,2,4,542,434,1
16,1,2,4,252,830,1
17,3,2,4,390,360,1
18,8,2,4,639,896,1
1,6,3,4,743,874,1
2,2,3,4,356,426,1
3,3,3,4,359,303,1
4,5,3,4,698,584,1
5,2,3,4,995,426,1
6,5,3,4,424,487,1
7,1,3,4,388,441,1
8,7,3,4,389,724,1
9,4,3,4,250,801,1
10,3,3,4,839,748,1
11,0,3,4,425,466,1
12,8,3,4,455,490,1
13,1,3,4,533,329,1
14,4,3,4,690,765,1
15,7,3,4,493,656,1
16,6,3,4,303,526,1
17,8,3,4,693,314,1
18,0,3,4,532,941,1
1,0,4,4,351,311,1
2,3,4,4,293,567,1
3,8,4,4,399,582,1
4,6,4,4,649,508,1
5,6,4,4,521,743,1
6,7,4,4,641,835,1
7,4,4,4,890,605,1
8,1,4,4,602,456,1
9,2,4,4,289,451,1
10,5,4,4,913,489,1
11,5,4,4,451,614,1
12,4,4,4,271,691,1
13,8,4,4,589,272,1
14,3,4,4,260,386,1
15,7,4,4,332,285,1
16,2,4,4,790,570,1
17,1,4,4,408,622,1
18,0,4,4,337,403,1
1,4,5,4,673,373,1
2,6,5,4,353,832,1
