trial_n,rho,choice,condition,task,ITI,ISI,block,first
1,85,0,0,2,423,479,1,0
2,29,1,0,2,745,648,1,2
3,156,1,0,2,639,410,1,0
4,26,0,0,2,423,663,1,0
5,38,1,0,2,774,648,1,0
6,68,1,0,2,639,757,1,0
7,56,0,0,2,510,263,1,0
8,164,0,0,2,481,880,1,0
9,131,1,0,2,742,494,1,0
10,131,0,0,2,566,832,1,0
11,114,0,0,2,466,263,1,0
12,38,1,0,2,279,411,1,0
13,52,0,0,2,256,372,1,0
14,95,0,0,2,742,938,1,0
15,144,1,0,2,297,663,1,0
16,167,0,0,2,695,663,1,0
17,41,1,0,2,331,600,1,0
18,39,1,0,2,298,880,1,0
19,123,0,0,2,440,468,1,0
20,124,1,0,2,440,600,1,0
1,163,0,1,2,455,755,1,0
2,103,1,1,2,893,779,1,2
3,107,1,1,2,498,589,1,0
4,86,0,1,2,479,573,1,0
5,64,1,1,2,400,615,1,0
6,50,0,1,2,607,288,1,0
7,39,1,1,2,998,615,1,0
8,126,0,1,2,498,481,1,0
9,46,1,1,2,498,409,1,0
10,158,0,1,2,732,544,1,0
11,99,0,1,2,271,307,1,0
12,147,1,1,2,531,409,1,0
13,171,0,1,2,893,573,1,0
14,96,1,1,2,272,547,1,0
15,113,1,1,2,455,503,1,0
16,90,0,1,2,893,577,1,0
17,132,1,1,2,366,310,1,0
18,111,0,1,2,403,589,1,0
19,139,0,1,2,400,589,1,0
20,162,1,1,2,622,409,1,0
1,101,0,2,2,684,542,1,0
2,100,1,2,2,588,340,1,2
3,88,0,2,2,816,869,1,0
4,40,1,2,2,263,523,1,0
5,37,0,2,2,394,581,1,0
6,130,0,2,2,816,451,1,0
7,40,1,2,2,816,869,1,0
8,113,0,2,2,413,267,1,0
9,67,1,2,2,537,869,1,0
10,85,1,2,2,620,731,1,0
11,38,0,2,2,694,311,1,0
12,81,0,2,2,576,763,1,0
13,50,1,2,2,580,317,1,0
14,42,0,2,2,736,258,1,0
15,154,1,2,2,617,523,1,0
16,160,0,2,2,263,577,1,0
17,143,1,2,2,694,718,1,0
18,159,0,2,2,749,267,1,0
19,40,1,2,2,413,340,1,0
20,92,1,2,2,509,311,1,0
1,167,1,3,2,396,821,1,2
2,79,0,3,2,304,371,1,0
3,165,1,3,2,793,371,1,0
4,174,0,3,2,297,596,1,0
5,43,1,3,2,603,322,1,0
6,122,0,3,2,485,797,1,0
7,164,1,3,2,675,268,1,0
8,50,1,3,2,656,821,1,0
9,103,0,3,2,656,268,1,0
10,95,1,3,2,485,260,1,0
11,69,0,3,2,765,268,1,0
12,59,0,3,2,297,732,1,0
13,104,1,3,2,345,596,1,0
14,136,1,3,2,760,442,1,0
15,154,0,3,2,357,821,1,0
16,157,1,3,2,530,391,1,0
17,92,0,3,2,387,597,1,0
18,132,1,3,2,680,531,1,0
19,146,0,3,2,966,502,1,0
20,86,0,3,2,345,287,1,0
1,57,0,4,2,475,975,1,0
2,118,0,4,2,466,266,1,0
3,27,1,4,2,568,893,1,2
4,161,0,4,2,530,410,1,0
5,151,0,4,2,568,582,1,0
6,26,1,4,2,326,310,1,0
7,58,1,4,2,549,644,1,0
8,122,0,4,2,372,898,1,0
9,135,0,4,2,781,514,1,0
10,125,1,4,2,593,945,1,0
11,35,1,4,2,820,582,1,0
12,126,0,4,2,820,975,1,0
13,115,1,4,2,781,336,1,0
14,170,0,4,2,670,331,1,0
15,171,0,4,2,851,266,1,0
16,27,1,4,2,250,266,1,0
17,46,1,4,2,974,266,1,0
18,144,0,4,2,503,291,1,0
19,71,1,4,2,589,582,1,0
20,52,1,4,2,670,569,1,0
1,56,1,5,2,562,837,1,2
2,139,0,5,2,793,894,1,0
3,78,1,5,2,787,894,1,0
4,90,0,5,2,389,835,1,0
5,139,1,5,2,544,933,1,0
6,149,0,5,2,261,894,1,0
7,91,0,5,2,780,509,1,0
8,106,1,5,2,615,543,1,0
9,173,1,5,2,788,837,1,0
10,94,0,5,2,679,380,1,0
11,40,0,5,2,259,256,1,0
12,32,1,5,2,615,665,1,0
13,126,0,5,2,824,342,1,0
14,71,0,5,2,602,279,1,0
15,146,1,5,2,542,662,1,0
16,89,1,5,2,615,894,1,0
17,171,0,5,2,787,405,1,0
18,146,1,5,2,283,937,1,0
19,67,0,5,2,548,989,1,0
20,34,1,5,2,341,773,1,0
1,124,0,0,2,533,547,2,0
2,69,1,0,2,425,375,2,0
3,98,0,0,2,425,532,2,0
4,76,1,0,2,537,304,2,0
5,143,0,0,2,419,631,2,0
6,129,1,0,2,308,567,2,0
7,107,0,0,2,680,375,2,0
8,119,1,0,2,431,716,2,0
9,100,1,0,2,276,716,2,0
10,82,0,0,2,894,665,2,0
11,110,1,0,2,657,287,2,0
12,64,0,0,2,475,272,2,0
13,144,1,0,2,680,872,2,0
14,101,0,0,2,308,636,2,0
15,26,1,0,2,401,996,2,0
16,116,0,0,2,471,910,2,0
17,96,1,0,2,631,996,2,0
18,83,1,0,2,999,636,2,0
19,155,0,0,2,657,716,2,0
20,67,0,0,2,631,995,2,0
1,49,0,1,2,336,260,2,0
2,164,1,1,2,782,429,2,0
3,26,1,1,2,635,279,2,0
4,35,0,1,2,635,416,2,0
5,48,1,1,2,374,287,2,0
6,26,0,1,2,291,319,2,0
7,144,1,1,2,983,406,2,0
8,102,1,1,2,495,260,2,0
9,154,0,1,2,374,610,2,0
10,85,1,1,2,362,738,2,0
11,54,0,1,2,336,319,2,0
12,130,1,1,2,283,518,2,0
13,103,0,1,2,594,293,2,0
14,154,1,1,2,943,338,2,0
15,124,0,1,2,744,429,2,0
16,40,1,1,2,464,256,2,0
17,109,0,1,2,699,256,2,0
18,113,0,1,2,777,408,2,0
19,136,1,1,2,670,293,2,0
20,132,0,1,2,457,408,2,0
1,69,0,2,2,374,765,2,0
2,98,1,2,2,492,953,2,0
3,54,0,2,2,453,299,2,0
4,71,0,2,2,589,589,2,0
5,100,1,2,2,509,697,2,0
6,124,0,2,2,622,716,2,0
7,117,1,2,2,627,500,2,0
8,146,1,2,2,384,881,2,0
9,137,0,2,2,374,953,2,0
10,88,1,2,2,622,555,2,0
11,71,0,2,2,384,555,2,0
12,98,1,2,2,864,750,2,0
13,65,1,2,2,509,881,2,0
14,67,0,2,2,426,697,2,0
15,143,0,2,2,622,978,2,0
16,164,1,2,2,509,592,2,0
17,156,0,2,2,384,555,2,0
18,134,1,2,2,395,589,2,0
19,135,1,2,2,513,402,2,0
20,93,0,2,2,589,823,2,0
1,154,0,3,2,502,519,2,0
2,45,1,3,2,459,857,2,0
3,99,0,3,2,459,329,2,0
4,36,1,3,2,459,329,2,0
5,126,1,3,2,610,382,2,0
6,127,0,3,2,378,782,2,0
7,124,0,3,2,262,781,2,0
8,45,1,3,2,610,408,2,0
9,172,0,3,2,290,419,2,0
10,139,0,3,2,891,730,2,0
11,144,1,3,2,867,408,2,0
12,163,0,3,2,502,438,2,0
13,94,1,3,2,459,408,2,0
14,113,1,3,2,622,772,2,0
15,130,0,3,2,509,982,2,0
16,42,1,3,2,610,979,2,0
17,103,0,3,2,552,947,2,0
18,55,1,3,2,622,312,2,0
19,92,1,3,2,256,419,2,0
20,120,0,3,2,390,329,2,0
1,100,0,4,2,564,807,2,0
2,146,0,4,2,892,464,2,0
3,159,1,4,2,553,279,2,0
4,110,1,4,2,843,492,2,0
5,158,0,4,2,407,644,2,0
6,101,0,4,2,295,289,2,0
7,103,1,4,2,290,492,2,0
8,57,1,4,2,409,629,2,0
9,87,0,4,2,407,332,2,0
10,120,0,4,2,393,670,2,0
11,68,1,4,2,892,313,2,0
12,166,0,4,2,393,581,2,0
13,132,1,4,2,327,670,2,0
14,80,0,4,2,634,332,2,0
15,30,1,4,2,322,348,2,0
16,143,1,4,2,283,876,2,0
17,170,0,4,2,729,464,2,0
18,44,1,4,2,738,956,2,0
19,171,0,4,2,322,411,2,0
20,103,1,4,2,407,876,2,0
1,104,1,5,2,418,772,2,0
2,155,1,5,2,913,297,2,0
3,104,0,5,2,517,297,2,0
4,43,1,5,2,318,344,2,0
5,160,0,5,2,539,780,2,0
6,104,0,5,2,331,553,2,0
7,46,1,5,2,865,651,2,0
8,133,0,5,2,845,860,2,0
9,158,0,5,2,842,645,2,0
10,145,1,5,2,782,553,2,0
11,52,1,5,2,576,513,2,0
12,57,0,5,2,576,513,2,0
13,59,1,5,2,593,733,2,0
14,145,0,5,2,834,553,2,0
15,27,0,5,2,679,553,2,0
16,173,1,5,2,417,445,2,0
17,157,0,5,2,318,787,2,0
18,136,1,5,2,586,465,2,0
19,70,0,5,2,913,466,2,0
20,29,1,5,2,913,553,2,0
